system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,split,srad,temp,wind,.geo
00000000000000000a36,37,31,28,31,26,189,21,1,12,335,-69,-28,23,6,21,-26,-1,8,7,-1,-734,5,19,-2,15,-39,4,3,74,-59,-36,24,8,11,-11,0,2.8546505,358.33334,0.13583446,101300.0,0.010689334,0.5210039895660102,148.0,289.70334,2.1033306,"{""type"":""Point"",""coordinates"":[119.62392939630409,31.385471946699887]}"
000000000000000009de,33,31,31,58,50,201,35,1,138,500,-103,-19,49,-80,58,-24,-1,16,6,3,1461,62,-15,-38,-37,-54,-28,-9,845,-83,-23,21,-79,24,-11,-3,1.1083577,343.58334,0.108334444,99370.0,0.009093334,0.8278611313004387,148.0,287.99332,2.4453306,"{""type"":""Point"",""coordinates"":[113.37866407028362,33.20564132390807]}"
000000000000000008de,32,29,26,54,41,199,24,1,86,80,-83,-1,11,-15,-12,34,0,16,4,2,247,40,-13,-53,-24,-23,-15,-2,-305,-86,-35,-2,-28,-8,53,2,1.4466947,345.5,0.108334444,100358.664,0.009150334,0.25195689725286796,148.0,288.36,2.5153306,"{""type"":""Point"",""coordinates"":[113.55652869310346,33.37622869380869]}"
00000000000000001284,33,28,26,58,38,200,23,0,94,646,-9,-27,32,44,96,-70,-2,17,2,3,415,13,-7,-50,-112,-95,53,-3,583,2,-35,3,45,58,-43,-2,1.4460673,345.5,0.108334444,100358.664,0.009150334,0.4066390955129351,148.0,288.36,2.5153306,"{""type"":""Point"",""coordinates"":[113.57323694475072,33.311821438192716]}"
000000000000000014ed,32,31,30,61,53,200,38,0,88,702,-13,-25,26,38,59,-60,-2,14,5,1,237,-32,0,-37,-103,-64,61,-2,344,0,-34,0,31,35,-28,0,2.4049222,345.5,0.108334444,100358.664,0.009150334,0.5770938199849661,148.0,288.36,2.5153306,"{""type"":""Point"",""coordinates"":[113.58266794347875,33.34011889347788]}"
00000000000000000f4c,30,26,24,53,46,199,29,0,249,84,-146,0,11,-56,-2,-16,0,23,10,13,-461,53,44,-20,3,-9,-12,2,-116,-146,4,-6,-59,-5,-26,2,12.273155,339.5,0.097501114,96756.0,0.009052333,0.4281889741424896,148.0,287.25665,2.1319973,"{""type"":""Point"",""coordinates"":[111.44019028302645,32.89006182415359]}"
00000000000000000b52,30,24,22,31,29,188,21,0,522,130,-152,-24,18,-54,38,-3,0,12,6,3,448,13,-82,-30,-2,-35,-23,-3,90,-143,-44,16,-64,28,15,0,23.761932,329.5,0.07833445,95892.664,0.007914,0.2706318245276369,148.0,285.94666,2.5713305,"{""type"":""Point"",""coordinates"":[113.0536535718011,34.234030422561126]}"
00000000000000000cbd,26,19,15,28,16,185,8,0,723,166,-156,0,33,-38,18,10,0,15,-3,7,280,-20,-75,-29,51,-27,-19,-3,-52,-194,-28,22,-27,-5,27,1,21.792574,286.91666,0.08416778,90402.664,0.005430334,0.4282769679824282,149.0,279.29333,1.5273305,"{""type"":""Point"",""coordinates"":[117.56822584235184,40.37069434242493]}"
00000000000000000a28,34,30,26,48,37,196,22,1,4,-146,-88,-55,47,-25,35,-14,2,18,4,4,-774,54,37,-28,4,-51,16,3,-331,-74,-53,42,-16,18,-1,2,1.4285245,357.41666,0.13250111,101326.0,0.010559667,0.7712298453623821,149.0,289.6433,2.016664,"{""type"":""Point"",""coordinates"":[119.64468205260685,31.421046654904274]}"
0000000000000000170b,36,31,28,37,25,186,19,0,6,32,-89,-53,22,-60,41,-29,0,15,3,2,-338,16,24,-10,16,-51,16,0,-99,-71,-53,19,-46,22,-12,1,3.7467132,357.41666,0.13250111,101326.0,0.010559667,0.3046344779750101,149.0,289.6433,2.016664,"{""type"":""Point"",""coordinates"":[119.669474654464,31.445032159470763]}"
00000000000000000dc8,28,24,23,55,51,197,31,0,268,-257,-158,13,36,-60,28,35,2,19,12,9,-67,103,-48,-34,72,-26,-33,0,-716,-154,5,23,-36,4,51,5,13.051896,304.33334,0.08166778,96212.664,0.0064293337,0.3829743723897555,149.0,282.61,1.9346639,"{""type"":""Point"",""coordinates"":[117.30950879923091,40.237830967436466]}"
000000000000000016a2,30,26,23,36,32,188,19,0,165,186,-201,-8,51,-72,64,-20,0,23,6,12,500,22,-41,-59,18,-44,-22,-3,-109,-186,-8,40,-44,49,-12,1,20.44563,349.83334,0.15333444,99638.664,0.009898667,0.8136426907697485,149.0,288.71,1.5093305,"{""type"":""Point"",""coordinates"":[115.78093787631175,31.59352468365157]}"
000000000000000016a6,35,29,22,20,7,189,4,0,107,96,-35,8,-12,-23,-33,12,0,0,0,-8,791,68,-27,-23,-48,-71,27,-6,135,-37,15,-7,-34,-21,24,-1,0.0,349.83334,0.15333444,99638.664,0.009898667,0.9631371978809962,149.0,288.71,1.5093305,"{""type"":""Point"",""coordinates"":[115.75560572322715,31.53585067062629]}"
000000000000000007c6,36,34,33,48,43,199,32,1,34,-200,-83,-2,1,-31,0,14,1,10,3,0,-28,73,-9,-4,-21,-39,0,0,-172,-67,-8,-8,-23,-6,9,1,0.92740995,362.33334,0.22000112,100101.336,0.011401,0.8349145932588148,149.0,290.98666,4.594664,"{""type"":""Point"",""coordinates"":[117.91479609442777,30.887180781280467]}"
00000000000000001674,30,24,18,35,20,187,9,0,218,-306,-120,-22,-5,-10,-41,24,2,15,0,3,553,-13,-36,-16,-49,1,-54,-4,-829,-84,-53,-21,-2,-46,18,6,24.87275,362.33334,0.22000112,100101.336,0.011401,0.6253872391831957,149.0,290.98666,4.594664,"{""type"":""Point"",""coordinates"":[117.93312299975744,30.80956566834418]}"
00000000000000000928,34,32,30,58,51,201,35,1,69,-323,-156,-12,24,-27,57,-65,3,21,11,11,-104,48,-42,-52,-28,-57,-35,0,-342,-125,-29,10,-3,11,-37,3,2.8737557,349.66666,0.13916779,100647.336,0.009535001,0.8287663815967138,150.0,289.14667,2.6799972,"{""type"":""Point"",""coordinates"":[114.44478162294989,32.44297005702985]}"
00000000000000000036,31,28,27,61,45,199,30,1,48,965,-132,-53,66,4,-18,7,-4,24,5,13,-897,57,-24,-41,-19,-25,-36,4,174,-135,-52,54,-1,-23,15,0,3.442075,348.58334,0.12833445,100839.336,0.009524333,0.6321358373479712,150.0,288.84998,2.1699972,"{""type"":""Point"",""coordinates"":[114.72748417063731,33.03586105129811]}"
000000000000000008cc,35,32,32,65,57,199,39,1,48,281,-109,-44,44,3,30,-38,0,20,11,9,-736,34,-67,-54,-51,-41,-31,3,-134,-113,-45,26,2,16,-24,1,2.8857818,348.58334,0.12833445,100839.336,0.009524333,0.938522218172682,150.0,288.84998,2.1699972,"{""type"":""Point"",""coordinates"":[114.78623282701642,33.07897609938388]}"
00000000000000001103,38,39,42,65,75,204,61,0,193,1501,-71,2,14,-80,42,-36,-7,14,12,2,478,49,29,-26,-20,-76,51,-3,1351,-56,-8,12,-79,33,-24,-6,6.672515,344.0,0.11000112,99118.664,0.009241333,0.9809174497822493,150.0,288.09332,2.3919973,"{""type"":""Point"",""coordinates"":[113.27140485354403,33.03882189439761]}"
000000000000000009d0,36,35,36,57,58,200,45,1,150,79,-96,-8,9,-22,33,-34,0,13,13,3,40,19,-22,-27,-13,-43,-50,0,190,-79,-21,13,-10,8,-15,0,2.1558373,346.08334,0.13416778,99514.664,0.009365334,0.8236471342669218,150.0,288.49667,2.664664,"{""type"":""Point"",""coordinates"":[113.94055985312937,32.562897579862266]}"
0000000000000000167d,31,29,26,59,43,194,26,0,21,-916,-101,-43,10,-21,18,4,6,18,6,4,-245,56,10,-2,0,-50,19,0,-1223,-56,-79,14,-3,4,14,8,4.3231654,355.16666,0.15083444,100786.0,0.010298001,0.48849432313210905,150.0,289.35,2.6859972,"{""type"":""Point"",""coordinates"":[118.66937855199504,31.070704003337138]}"
00000000000000001535,35,34,38,57,67,201,52,0,44,-278,-45,-143,124,144,129,-152,3,30,5,16,-458,-50,39,-94,-182,-119,71,1,-660,-38,-113,103,102,76,-106,5,4.509333,349.25,0.13250111,100851.336,0.009577667,0.9974160969917406,150.0,288.97333,2.2553306,"{""type"":""Point"",""coordinates"":[114.87543714359062,32.97656838459045]}"
00000000000000001e3c,31,28,27,58,49,199,32,1,47,477,-120,-53,59,5,-17,1,-1,21,7,11,-1071,40,-42,-35,-32,-45,-45,5,15,-126,-49,46,2,-28,12,1,0.0,349.25,0.13250111,100851.336,0.009577667,0.5921827341187375,150.0,288.97333,2.2553306,"{""type"":""Point"",""coordinates"":[114.81830268179284,32.98223144292831]}"
000000000000000005ec,37,33,30,38,27,175,23,1,73,-673,-90,21,-21,-29,17,-10,4,12,4,0,-348,82,3,-87,-15,-58,-5,1,-742,-81,18,-29,-20,19,-7,4,0.0,351.58334,0.13833445,100003.336,0.010077334,0.6867313666897547,150.0,288.97998,2.9533305,"{""type"":""Point"",""coordinates"":[116.83978263515986,31.25045928500365]}"
000000000000000005f2,37,30,27,32,29,176,22,1,72,-768,-109,33,-26,-33,17,-19,5,12,4,0,41,83,-7,-49,-26,-41,-19,-1,-827,-94,25,-42,-19,18,-10,5,9.116806,351.58334,0.13833445,100003.336,0.010077334,0.7803998065621366,150.0,288.97998,2.9533305,"{""type"":""Point"",""coordinates"":[116.8413968297412,31.267435082714123]}"
0000000000000000065a,41,36,36,56,50,199,36,1,115,-462,-87,22,-14,-20,1,-3,3,12,5,0,-1154,65,-12,-39,-20,-45,-12,5,-328,-59,16,-20,-10,-4,-9,2,1.8543341,351.58334,0.13833445,100003.336,0.010077334,0.782203459130107,150.0,288.97998,2.9533305,"{""type"":""Point"",""coordinates"":[116.8632285884989,31.206260675361897]}"
00000000000000001afc,38,37,37,60,51,200,38,1,38,254,-102,-35,26,-10,25,-39,0,18,9,6,-583,8,-35,-39,-16,-34,-10,2,198,-88,-33,13,-13,7,-23,0,2.1581533,350.5,0.12916778,100935.336,0.009581667,0.5020270004399899,150.0,289.18,2.3419974,"{""type"":""Point"",""coordinates"":[115.40553061772322,32.929408931849196]}"
00000000000000001b69,40,39,39,59,55,201,43,1,39,171,-78,-31,26,-19,37,-32,0,15,13,3,-1176,-8,-39,-34,-8,-46,-8,6,162,-66,-25,7,-9,14,-22,0,0.92740995,350.5,0.12916778,100935.336,0.009581667,0.7933329588664485,150.0,289.18,2.3419974,"{""type"":""Point"",""coordinates"":[115.46131843100288,32.969563136835475]}"
000000000000000006d3,42,38,34,59,52,200,41,1,39,228,-108,-45,36,-12,15,-25,0,17,9,5,-587,-4,-29,-40,-28,-48,-28,2,-22,-94,-43,20,-15,8,-14,1,1.442072,351.0,0.13333444,100923.336,0.009642,0.9430437831123879,150.0,289.22,2.358664,"{""type"":""Point"",""coordinates"":[115.37777271366552,32.89814617436349]}"
00000000000000001ad2,36,33,31,55,45,199,32,1,39,489,-125,-29,27,-23,30,-23,-1,18,8,7,-657,23,-9,-37,-9,-42,0,3,129,-113,-30,12,-22,6,-13,0,1.1037788,351.0,0.13333444,100923.336,0.009642,0.6707217757396635,150.0,289.22,2.358664,"{""type"":""Point"",""coordinates"":[115.3764260651474,32.84047662043928]}"
00000000000000001b84,34,29,27,61,42,199,24,1,39,394,-163,-55,45,-34,13,-25,0,25,4,12,-651,55,-4,-57,-10,-34,-15,2,-46,-144,-57,26,-31,-12,-3,1,2.7802885,351.0,0.13333444,100923.336,0.009642,0.32036116108098767,150.0,289.22,2.358664,"{""type"":""Point"",""coordinates"":[115.37157456320121,32.85529867234093]}"
0000000000000000008c,31,29,28,61,43,196,28,1,49,376,-119,-26,29,-16,35,-26,0,21,4,9,-625,43,-47,-32,-11,-30,-31,2,-55,-121,-34,27,-11,16,-17,1,1.8543341,347.33334,0.12250112,100817.336,0.009417,0.2609120414187236,150.0,288.67667,2.105997,"{""type"":""Point"",""coordinates"":[114.58842264518452,33.111857510551985]}"
00000000000000001001,32,33,40,58,59,199,44,0,44,905,-6,-104,79,121,135,-155,-3,26,4,10,-572,-43,17,-62,-138,-102,61,2,70,-40,-91,68,82,74,-124,1,1.4445363,347.33334,0.12250112,100817.336,0.009417,0.6016826527712257,150.0,288.67667,2.105997,"{""type"":""Point"",""coordinates"":[114.5978581030136,33.15443746651135]}"
00000000000000001e2f,38,34,32,63,49,199,37,1,50,514,-112,-16,30,-9,29,-18,-1,21,7,9,-282,8,-64,-48,-9,-39,-40,0,41,-120,-28,24,-6,13,-14,0,7.570912,347.33334,0.12250112,100817.336,0.009417,0.5163688623068567,150.0,288.67667,2.105997,"{""type"":""Point"",""coordinates"":[114.50380228449329,33.198903622216314]}"
00000000000000001e3d,32,29,26,58,38,197,23,1,49,936,-129,-10,45,-10,17,-4,-3,22,4,10,-866,30,-58,-53,-4,-28,-60,4,174,-141,-24,33,-8,-1,5,0,1.1081327,347.33334,0.12250112,100817.336,0.009417,0.42876351868037776,150.0,288.67667,2.105997,"{""type"":""Point"",""coordinates"":[114.56336249726417,33.187853969805865]}"
00000000000000001eea,31,29,26,55,39,196,25,1,51,328,-117,-19,30,-7,33,-34,0,22,5,9,-586,-7,-51,-41,-14,-40,-36,2,-146,-130,-33,20,-3,11,-26,2,2.4007988,347.33334,0.12250112,100817.336,0.009417,0.36780137691865233,150.0,288.67667,2.105997,"{""type"":""Point"",""coordinates"":[114.50164853868448,33.163600919176176]}"
00000000000000000cdf,34,28,29,56,49,201,35,0,49,-40,-109,-156,119,145,116,-172,2,28,4,15,-145,-11,47,-112,-145,-115,57,0,-378,-88,-129,82,108,75,-130,3,1.4469017,345.58334,0.11166778,100771.336,0.009309334,0.40277300574122665,151.0,288.43668,2.0539973,"{""type"":""Point"",""coordinates"":[114.3668989639504,33.39725335527569]}"
00000000000000001da1,35,31,31,54,43,199,33,1,64,-112,-114,-38,35,-10,24,-37,1,19,9,8,92,11,-44,-61,-17,-53,-50,-1,-254,-110,-53,41,-8,8,-20,2,0.92740995,345.41666,0.11166778,100727.336,0.009294667,0.5654808140151127,151.0,288.42334,2.142664,"{""type"":""Point"",""coordinates"":[114.2119407432421,33.30239043946468]}"
00000000000000000964,37,33,30,52,37,198,23,1,91,-34,-131,-10,10,-6,17,-17,1,20,7,7,-109,79,-6,-23,-29,-50,-24,0,-200,-115,-29,15,-4,1,-8,2,1.4367814,348.5,0.13750112,100049.336,0.009601001,0.36312702130100794,151.0,288.87332,2.7299974,"{""type"":""Point"",""coordinates"":[113.9106437441618,32.33517128906279]}"
00000000000000001475,44,45,48,60,68,202,58,0,251,76,-31,-9,6,-7,22,3,0,8,17,-2,117,19,-24,-1,-30,-36,5,0,85,-32,-13,3,-10,9,4,0,8.579206,338.33334,0.07416778,99372.0,0.008580334,0.45188907694141434,151.0,287.49667,2.6719973,"{""type"":""Point"",""coordinates"":[113.52553794078202,34.262867429073765]}"
00000000000000001d88,33,28,27,53,37,195,22,1,43,-194,-170,-27,28,-32,26,-47,2,24,2,11,-555,52,-32,-35,14,-45,-19,2,-458,-149,-24,6,-17,-4,-20,3,1.8543341,349.08334,0.12500112,100923.336,0.009509667,0.7861636247779059,151.0,288.97333,2.248664,"{""type"":""Point"",""coordinates"":[115.20745288982812,33.16575466498499]}"
00000000000000001df0,30,27,24,64,41,196,23,1,42,-574,-217,-5,22,-40,26,-39,5,29,1,14,-430,68,-46,-39,15,-31,-29,1,-657,-174,-5,-6,-22,-10,-9,5,0.92740995,349.08334,0.12500112,100923.336,0.009509667,0.7617972753321772,151.0,288.97333,2.248664,"{""type"":""Point"",""coordinates"":[115.21607679126545,33.177611414686105]}"
00000000000000000035,30,27,25,55,43,199,28,1,42,529,-138,-41,33,-44,43,-33,-1,23,5,11,-772,32,-44,-44,-18,-46,-48,3,331,-125,-57,35,-37,11,-6,0,1.4453717,347.91666,0.12500112,100903.336,0.009489667,0.4079684226356981,151.0,288.77335,2.056664,"{""type"":""Point"",""coordinates"":[114.90454169616648,33.24067648088498]}"
00000000000000000d91,32,31,31,58,53,198,40,0,41,398,-96,-117,89,43,145,-158,0,26,2,12,1,9,23,-75,-106,-104,37,-1,-277,-83,-110,73,37,100,-114,3,0.92740995,347.91666,0.12500112,100903.336,0.009489667,0.2946568967553952,151.0,288.77335,2.056664,"{""type"":""Point"",""coordinates"":[114.91909174290386,33.28487063142569]}"
00000000000000001e25,29,26,23,63,44,196,25,1,41,23,-185,-15,21,-55,42,-45,1,26,4,15,-597,57,-57,-42,-11,-38,-58,2,-90,-173,-32,17,-49,11,-17,1,0.92740995,347.91666,0.12500112,100903.336,0.009489667,0.7098688447348842,151.0,288.77335,2.056664,"{""type"":""Point"",""coordinates"":[114.99589975854948,33.23259213067509]}"
00000000000000001e31,31,31,31,59,54,200,38,1,43,67,-128,-28,14,-28,58,-46,0,21,9,10,-185,19,-51,-42,-33,-51,-48,0,184,-112,-43,20,-26,20,-20,0,1.4458532,347.91666,0.12500112,100903.336,0.009489667,0.9340698030647145,151.0,288.77335,2.056664,"{""type"":""Point"",""coordinates"":[114.94146305288899,33.2899941385361]}"
