system:index,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Landsat_B1,Landsat_B10,Landsat_B11,Landsat_B2,Landsat_B3,Landsat_B4,Landsat_B5,Landsat_B6,Landsat_B7,Landsat_B8,Landsat_B9,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,Sentinel_B1,Sentinel_B10,Sentinel_B11,Sentinel_B12,Sentinel_B2,Sentinel_B3,Sentinel_B4,Sentinel_B5,Sentinel_B6,Sentinel_B7,Sentinel_B8,Sentinel_B8A,Sentinel_B9,lrad,prec,pres,shum,split,srad,temp,wind,.geo
00000000000000000cba,0,183,-441,-192,-54,20,-140,17,20,2,36,197,194,31,26,24,78,55,33,26,1,41,-13,15,-1255,86,41,-25,53,7,8,3,-270,-103,-47,6,-117,-13,24,1,3.5781734,1709.0,20.0,2138.0,1338.0,1438.0,1172.0,1106.0,1331.0,2460.0,2708.0,2721.0,2907.0,591.0,345.0,0.08166778,99268.0,0.008174334,0.8314097374980972,150.08333,289.15,2.082664,"{""type"":""Point"",""coordinates"":[113.35890133441474,34.730622670479185]}"
00000000000000001341,0,88,121,-207,47,-48,23,69,-115,0,41,205,202,37,35,35,77,72,52,38,1,42,-11,16,-580,64,-1,16,-68,-46,71,1,108,-134,23,-6,-4,37,-81,0,2.1558094,1830.0,16.0,2237.0,1833.0,1532.0,1439.0,1480.0,1648.0,2331.0,2648.0,2483.0,2775.0,676.0,357.25,0.08166778,100286.664,0.009369001,0.892011257499982,137.66667,289.68668,2.468664,"{""type"":""Point"",""coordinates"":[112.3521567122751,32.55831362397932]}"
00000000000000001422,0,84,-29,-121,25,-48,64,30,-47,0,43,196,192,37,34,27,28,12,8,31,0,14,-14,6,540,35,-18,6,18,-54,13,-2,327,-100,11,-29,64,33,-33,0,3.2990105,1737.0,13.0,405.0,252.0,1418.0,1277.5,1001.5,1005.0,1014.0,1074.5,902.0,949.0,286.5,357.25,0.08166778,100286.664,0.009369001,0.41655310187481753,137.66667,289.68668,2.468664,"{""type"":""Point"",""coordinates"":[112.36140934696101,32.595506985866116]}"
00000000000000000916,1,171,-589,-113,0,8,3,45,-64,3,42,205,201,38,37,38,70,64,50,41,0,33,-11,12,-601,27,23,23,6,-34,22,1,-286,-66,-10,32,1,0,-31,1,0.92740995,1833.5,15.5,2015.5,1576.0,1554.0,1408.5,1359.0,1501.5,1950.0,2186.0,2042.0,2363.0,685.0,349.5,0.08166778,99394.0,0.008972,0.9891396674011901,141.0,288.65,2.2853305,"{""type"":""Point"",""coordinates"":[112.02301708621711,32.98797922418621]}"
00000000000000000eef,0,165,101,-117,-3,32,55,57,-102,1,38,201,199,35,32,29,69,43,28,31,0,41,-14,15,-420,39,44,-10,-54,-16,44,0,439,-73,-14,58,46,-11,-65,0,2.1583874,1734.5,16.0,1851.5,1332.0,1470.5,1235.0,1180.0,1306.5,1965.5,2403.0,2312.0,2536.5,651.5,349.5,0.08166778,99394.0,0.008972,0.43101080574033446,141.0,288.65,2.2853305,"{""type"":""Point"",""coordinates"":[112.04017124796971,32.96624110655066]}"
00000000000000000cdd,0,58,-219,-150,-7,43,19,6,-48,1,37,201,199,32,29,28,66,47,35,24,0,32,-12,12,240,50,15,-23,-38,59,54,-1,-857,-117,-54,74,19,-2,21,3,2.9054022,1718.0,15.0,1842.0,1245.0,1400.0,1180.0,1111.0,1251.0,1964.0,2394.0,2324.0,2666.0,607.0,349.5,0.08166778,100818.664,0.008620334,0.26591066104986305,145.58333,289.27,1.8846639,"{""type"":""Point"",""coordinates"":[114.3915132017654,34.07134903882826]}"
000000000000000008d9,1,90,130,-120,6,-15,43,76,-59,0,39,200,197,35,33,30,54,47,35,30,1,32,-9,12,-376,16,7,12,-42,-35,30,0,345,-84,-5,1,9,27,-47,0,1.4377046,1635.5,17.0,1861.0,1442.0,1420.5,1269.0,1291.0,1277.5,1658.0,1882.0,1865.0,2001.0,556.0,357.5,0.08166778,100266.0,0.009476,0.6584043348342259,137.75,289.66333,2.3599973,"{""type"":""Point"",""coordinates"":[112.29637335809649,32.434618160756735]}"
00000000000000000b11,0,88,1282,-130,32,21,84,121,-172,-2,40,203,199,35,32,29,86,69,38,29,0,50,-15,18,-1559,20,-2,-26,-99,-51,112,4,1143,-81,16,28,41,49,-122,-2,2.8738434,1747.0,17.0,2201.0,1533.0,1473.0,1251.0,1268.0,1355.0,1852.0,2150.0,2172.0,2488.0,637.0,357.5,0.08166778,100266.0,0.009476,0.7017664777884849,137.75,289.66333,2.3599973,"{""type"":""Point"",""coordinates"":[112.27939310128497,32.44764319493385]}"
000000000000000013f3,0,1084,48,-179,48,11,-43,-7,20,0,32,196,193,27,22,21,52,49,31,23,1,29,-11,11,-140,138,12,-29,12,24,-3,0,201,-147,46,40,-44,30,-9,0,27.452438,1169.0,39.0,2355.0,1489.0,1021.0,976.0,1046.0,1294.0,1731.0,1878.0,1870.0,2029.0,1227.0,313.75,0.08166778,88373.336,0.0068050004,0.3830454514542435,147.58333,283.34332,2.3379972,"{""type"":""Point"",""coordinates"":[110.95788053578259,34.234391609746446]}"
00000000000000000db5,0,692,-405,-230,14,9,-78,13,33,2,33,188,187,27,20,16,35,26,14,18,1,29,-15,12,916,57,-9,-36,51,-14,-52,-4,560,-183,-17,23,-87,-7,26,-1,13.991807,1296.5,14.0,1161.0,649.3333333333334,941.5,741.8,508.5,740.3333333333334,1535.0,1761.5,1534.0,1858.8333333333335,601.8333333333333,315.75,0.08166778,94024.664,0.007065667,0.5603261308343546,153.66667,285.27,3.6659973,"{""type"":""Point"",""coordinates"":[114.04817579795323,38.607391880951354]}"
00000000000000000c8c,0,55,861,-46,1,272,82,110,-145,-1,33,197,195,28,23,17,85,41,17,20,0,60,-22,23,1105,39,-6,-132,-108,30,47,-4,-451,-61,-24,232,42,99,-42,2,2.7802885,1645.5,15.0,1859.0,1265.0,1426.0,1324.0,1237.5,1482.0,2287.0,2989.0,2838.0,3196.0,855.5,347.75,0.08166778,100815.336,0.008669667,0.9702276125814683,148.33333,289.11,1.9279972,"{""type"":""Point"",""coordinates"":[114.7701533086177,34.155880217498435]}"
00000000000000001df6,1,54,163,-133,-20,27,6,40,-69,0,36,198,196,31,26,24,57,44,33,26,0,33,-13,13,465,34,-2,14,-16,57,7,-2,469,-102,-34,69,-19,30,-24,0,1.4541675,1773.0,16.0,2015.0,1638.0,1596.0,1423.5,1414.5,1467.0,1855.0,2169.5,1997.0,2373.0,695.5,347.75,0.08166778,100815.336,0.008669667,0.38155004532185965,148.33333,289.11,1.9279972,"{""type"":""Point"",""coordinates"":[114.74634616809338,34.12362753957886]}"
000000000000000013a9,0,128,1456,-6,26,72,123,100,-231,-3,35,199,196,30,25,19,86,41,20,22,0,56,-16,24,-1574,-27,3,-76,-122,-44,154,4,1538,-39,7,87,35,33,-155,-3,1.8543341,1762.0,15.0,2310.0,1726.0,1489.0,1452.0,1500.0,1622.0,2373.0,3043.0,2903.0,3349.0,695.0,353.75,0.08166778,99824.664,0.0090643335,0.9467306228882499,137.5,289.21664,2.5233307,"{""type"":""Point"",""coordinates"":[112.85476428751426,32.82861987073816]}"
000000000000000001f7,1,89,859,-125,17,12,-78,31,-17,-2,40,204,201,36,35,40,65,71,62,41,0,21,-5,9,-504,35,-22,-4,65,12,30,1,190,-67,-13,15,-29,7,15,0,2.931174,1801.5,20.0,2570.5,2260.0,1571.5,1462.5,1642.0,1729.0,1975.0,2150.0,2025.0,2257.0,1000.0,332.16666,0.08166778,100718.0,0.008475667,0.6043604345568743,167.0,287.37332,2.3459973,"{""type"":""Point"",""coordinates"":[119.13587632690341,35.29880578581031]}"
00000000000000000462,1,75,441,-123,29,5,-69,38,-29,0,42,203,200,39,39,45,68,67,57,47,0,20,-6,9,-600,26,-10,12,66,-1,11,1,7,-68,-7,16,-34,14,4,0,4.341935,1830.0,21.0,2499.5,2215.5,1576.0,1492.0,1670.5,2010.0,2246.0,2441.5,2173.0,2534.5,1030.0,332.16666,0.08166778,100718.0,0.008475667,0.45602393584073786,167.0,287.37332,2.3459973,"{""type"":""Point"",""coordinates"":[119.19291714757905,35.26089450865391]}"
0000000000000000144f,0,233,-1379,-145,-4,50,9,-16,-13,6,36,202,198,31,28,26,68,48,29,27,0,36,-13,14,393,84,11,-41,-16,19,34,-1,-1297,-85,-8,54,-9,-47,12,5,2.7802885,1603.0,14.0,2366.0,1616.0,1343.5,1238.5,1282.0,1325.0,2146.0,2559.0,2289.5,2779.0,603.0,344.16666,0.08166778,98434.664,0.008314334,0.25757703699943735,144.25,288.32666,2.3799973,"{""type"":""Point"",""coordinates"":[112.78316896100014,33.88827172687693]}"
0000000000000000006f,1,44,224,-160,-30,60,0,57,-62,0,35,200,196,30,26,24,77,52,35,26,0,37,-12,15,-989,78,27,-33,-47,-56,-6,2,-1465,-86,-38,30,-4,14,-41,6,2.427714,1636.0,17.0,2046.0,1455.0,1317.0,1198.0,1150.0,1389.0,2053.0,2349.0,2203.0,2662.0,752.0,342.41666,0.08166778,100994.0,0.008705667,0.2798710388012916,159.25,288.63998,1.9966639,"{""type"":""Point"",""coordinates"":[116.44362272026856,34.287214120825574]}"
00000000000000000da5,0,40,140,15,-16,170,113,32,-193,1,35,199,196,29,24,18,89,40,17,21,0,55,-17,21,-388,-28,22,-117,-150,-59,127,0,-759,30,-20,104,53,17,-127,3,1.8543341,1499.0,15.0,1956.0,1408.0,1227.0,1133.0,1123.0,1283.0,2244.0,2570.0,2491.0,2882.0,909.0,342.41666,0.08166778,100994.0,0.008705667,0.5762881611352948,159.25,288.63998,1.9966639,"{""type"":""Point"",""coordinates"":[116.46141007437079,34.22711435682723]}"
00000000000000001d33,1,43,1789,-131,-20,49,15,15,-46,-5,42,204,201,38,34,35,66,62,51,36,0,31,-9,13,-792,40,13,2,-52,-42,8,2,-178,-75,-16,28,4,-1,-32,1,1.1215595,1666.0,15.0,2375.0,1938.0,1619.0,1499.0,1627.0,1661.0,2072.0,2241.0,2190.0,2407.0,742.0,342.41666,0.08166778,100994.0,0.008705667,0.6778866413925293,159.25,288.63998,1.9966639,"{""type"":""Point"",""coordinates"":[116.43113723731898,34.222445678024265]}"
00000000000000001ddc,1,43,1340,-153,-17,39,-18,25,-34,-3,35,202,199,30,28,27,64,54,40,29,0,32,-10,13,-1000,92,10,-11,-28,-46,-14,3,-464,-94,-19,15,-26,1,-24,2,1.8543341,1624.0,15.0,2384.0,1876.0,1425.0,1234.0,1337.0,1536.0,1992.0,2252.0,2174.0,2372.0,670.0,342.41666,0.08166778,100994.0,0.008705667,0.5925170888304343,159.25,288.63998,1.9966639,"{""type"":""Point"",""coordinates"":[116.45808804408595,34.273109984193525]}"
00000000000000001f22,1,43,850,-152,-28,51,-31,26,-43,-1,34,200,196,29,27,24,70,48,29,22,0,36,-12,14,-1616,108,10,7,-18,-43,6,5,-1090,-78,-24,15,-20,-14,-28,4,2.427447,1635.0,14.0,1995.0,1439.0,1343.0,1177.0,1114.0,1281.0,1986.0,2230.0,2301.0,2449.0,701.0,342.41666,0.08166778,100994.0,0.008705667,0.9790561058380685,159.25,288.63998,1.9966639,"{""type"":""Point"",""coordinates"":[116.43625628532828,34.276342832457274]}"
00000000000000000932,1,216,195,-115,25,1,0,6,-26,0,44,205,202,41,42,45,75,64,50,39,0,25,-10,9,-698,33,12,34,8,-21,-13,1,-393,-58,2,24,26,-8,-20,1,2.9923837,1741.0,19.0,2073.0,1691.0,1623.0,1366.0,1351.0,1453.0,1953.0,2016.0,1934.0,2091.0,629.0,346.66666,0.08166778,98948.0,0.008779334,0.7795247212291269,142.25,288.3,2.0886638,"{""type"":""Point"",""coordinates"":[111.92231274802609,33.19665623528537]}"
0000000000000000099d,1,117,242,-94,-15,17,58,73,-108,0,43,202,199,39,34,32,73,58,39,36,1,37,-11,13,-220,6,20,-5,-34,-46,51,0,370,-66,-7,19,36,18,-77,0,1.4381343,1821.0,16.0,2114.0,1747.0,1610.0,1262.0,1249.0,1373.0,1963.0,2206.0,2051.0,2348.0,660.0,354.66666,0.08166778,99850.664,0.009393,0.6756066660798121,138.33333,289.22,2.2886639,"{""type"":""Point"",""coordinates"":[112.04259699894278,32.480881334186236]}"
00000000000000001dd8,1,90,391,-126,-27,14,-26,22,-45,0,50,205,201,46,40,41,67,59,48,43,0,29,-9,11,265,5,14,-11,-28,-26,46,-1,566,-66,-23,-1,-38,-9,-10,-1,1.1349405,1938.0,17.0,2520.0,2049.0,1652.0,1487.0,1552.0,1655.0,1954.0,2237.0,2050.0,2424.0,525.0,347.16666,0.08166778,100256.664,0.008339668,0.8569161828978824,151.66667,289.75998,1.9113306,"{""type"":""Point"",""coordinates"":[113.32135124444366,35.2034925007929]}"
00000000000000001209,0,57,755,-206,-59,235,50,106,-158,0,34,197,195,29,23,17,97,38,17,20,0,57,-20,23,-346,47,27,-126,-60,-2,87,0,721,-126,-42,171,31,14,-69,-1,2.4604142,1526.5,14.0,1597.5,963.5,1274.5,1096.0,931.0,1205.5,2058.5,2753.0,2609.0,2991.5,621.0,341.41666,0.08166778,100495.336,0.007783001,0.8541251993428788,147.5,288.49,2.712664,"{""type"":""Point"",""coordinates"":[114.63342835211698,35.570726227150494]}"
00000000000000001f10,1,133,-884,-94,-14,24,-25,16,-24,3,46,203,199,43,43,44,71,60,46,50,0,23,-8,9,-227,7,16,5,3,19,15,0,42,-53,-22,7,-44,3,-1,0,1.8543341,1919.0,20.0,2221.0,1615.0,1859.0,1759.0,1802.0,1685.0,2154.0,2257.0,2495.0,2414.0,583.0,347.41666,0.08166778,100029.336,0.008333,0.6699258199937712,150.66667,289.61667,2.0433307,"{""type"":""Point"",""coordinates"":[113.33195052764772,34.82000089199445]}"
00000000000000000ff2,0,424,-858,-161,-11,38,-24,99,-78,4,36,203,200,30,28,32,66,52,36,29,0,30,-13,14,-616,64,29,2,2,-17,22,1,-48,-96,-25,36,17,51,-59,0,6.560368,1586.5,18.5,2296.5,1779.0,1327.5,1196.5,1393.0,1611.5,1968.0,2150.5,2087.0,2307.0,800.5,337.66666,0.08166778,96946.664,0.007851,0.6692022201256467,148.83333,287.71,2.2419972,"{""type"":""Point"",""coordinates"":[112.24454076745124,34.47028697367585]}"
0000000000000000005b,1,93,1003,-112,8,22,-16,8,-20,-2,54,203,200,50,46,50,69,73,68,49,0,17,-5,7,-202,9,-21,-14,-8,32,30,0,616,-57,-8,4,-15,4,-8,-1,2.1713202,2108.0,22.5,2442.0,1980.0,1870.0,1724.5,1828.5,1996.5,2271.0,2538.0,2100.0,2493.0,570.5,347.66666,0.08166778,100404.664,0.008154667,0.47008136773306153,149.33333,289.62665,2.0259972,"{""type"":""Point"",""coordinates"":[113.73053173441102,34.87767490501972]}"
000000000000000008c2,1,90,151,-108,10,30,-27,22,-20,0,50,203,200,45,41,42,63,56,51,41,0,22,-8,8,-129,-5,-4,-11,19,2,19,0,-76,-68,-5,8,-26,-2,-9,0,2.1712308,1889.0,22.0,1704.0,1577.0,1576.0,1388.0,1351.0,1498.0,2024.0,2209.0,1953.0,2218.0,471.0,347.66666,0.08166778,100404.664,0.008154667,0.8990822326562303,149.33333,289.62665,2.0259972,"{""type"":""Point"",""coordinates"":[113.79970130995207,34.86527860409114]}"
0000000000000000089f,1,115,250,-115,-35,37,-4,47,-67,0,45,204,200,41,37,37,61,54,44,39,0,26,-13,10,-1233,44,32,-13,8,-27,41,3,-77,-66,-21,24,7,16,-29,0,2.2642815,1770.0,16.0,1909.0,1648.0,1539.0,1448.0,1543.0,1560.0,1938.0,2095.0,1938.0,2199.0,652.0,347.66666,0.08166778,100122.664,0.008547001,0.5994892832096834,152.83333,289.8033,2.0773306,"{""type"":""Point"",""coordinates"":[112.96471680129012,35.03416259738935]}"
0000000000000000151f,0,368,-833,-217,8,21,-91,54,-5,3,37,189,188,30,23,21,36,29,19,23,0,25,-11,10,461,49,-52,-11,41,-33,1,-2,-632,-159,-14,12,-68,27,9,2,24.122295,1467.0,17.0,1251.0,698.0,1118.0,883.0,720.0,929.0,1151.0,1184.0,1182.0,1261.0,725.0,317.91666,0.08166778,94762.664,0.007284334,0.7385685570258517,162.58333,285.40665,2.836664,"{""type"":""Point"",""coordinates"":[117.7612737042587,36.597679495264344]}"
00000000000000000b57,0,884,-514,-255,25,8,-87,27,1,2,33,191,188,28,22,18,43,35,20,21,1,33,-15,13,-248,133,-24,-36,27,0,-27,0,-124,-201,18,24,-82,42,-22,1,19.938843,1160.0,43.0,1629.0,863.0,1012.0,970.0,859.0,1018.0,1659.0,1879.0,1678.0,1992.0,857.0,321.91666,0.08166778,90502.0,0.007355667,0.8757247891249142,146.66667,284.72333,2.2893305,"{""type"":""Point"",""coordinates"":[110.85996759485103,34.05230421822899]}"
00000000000000000919,1,235,169,-95,28,-12,-12,-1,-17,0,44,205,202,42,41,39,72,58,46,40,0,23,-9,9,-679,33,-7,32,10,-17,-19,1,-697,-58,4,24,24,-19,-5,2,4.796095,1830.0,18.5,2207.0,1775.0,1363.5,1195.5,1173.5,1589.5,1891.5,2077.0,1889.5,2178.0,603.5,341.91666,0.08166778,97731.336,0.008477334,0.46467036309902043,143.0,287.58,1.9173305,"{""type"":""Point"",""coordinates"":[111.88683168094381,33.22621115706761]}"
000000000000000001e3,1,68,344,-146,-19,51,-13,26,-78,0,35,196,194,30,26,26,53,49,35,29,0,31,-13,13,283,44,-13,5,-10,58,53,-1,887,-120,-18,81,-32,29,-29,-2,1.4602014,1755.0,21.0,2204.0,1759.0,1463.5,1258.5,1333.0,1398.0,1971.0,2174.0,2179.0,2245.0,766.0,341.91666,0.08166778,100769.336,0.008614,0.29739044152007355,153.08333,288.31665,2.2959974,"{""type"":""Point"",""coordinates"":[115.44999677342818,34.705825609520964]}"
00000000000000000394,1,67,-149,-207,-30,86,-31,45,-70,1,35,195,194,29,24,22,65,39,22,25,0,39,-18,16,496,104,-20,-27,8,32,60,-2,461,-155,-44,112,-37,30,-11,0,1.4601517,1734.0,18.0,1957.0,1438.0,1433.0,1241.0,1194.0,1368.0,1923.0,2116.0,1929.0,2188.0,762.0,341.91666,0.08166778,100769.336,0.008614,0.35252490422848914,153.08333,288.31665,2.2959974,"{""type"":""Point"",""coordinates"":[115.44856094288897,34.70124611273908]}"
0000000000000000054a,1,66,-199,-173,-34,64,-12,35,-56,1,37,197,195,31,28,27,68,48,32,28,0,35,-16,14,-702,80,0,0,14,50,61,1,163,-126,-37,86,-31,30,-22,0,0.92740995,1816.0,19.0,2367.0,1818.0,1519.0,1351.0,1384.0,1514.0,1872.0,2097.0,2157.0,2291.0,758.0,341.91666,0.08166778,100769.336,0.008614,0.765863193779264,153.08333,288.31665,2.2959974,"{""type"":""Point"",""coordinates"":[115.41118921696005,34.70726589916122]}"
00000000000000000afa,0,56,-229,-204,-26,100,-18,19,-39,2,34,198,195,28,23,19,68,35,20,22,0,39,-20,16,1071,137,1,-15,11,74,61,-4,-8,-154,-47,109,-29,32,-25,0,2.4399376,1742.0,19.0,2052.0,1476.0,1441.0,1219.0,1240.0,1358.0,1888.0,2090.0,1965.0,2172.0,830.0,341.91666,0.08166778,100769.336,0.008614,0.9725670981106329,153.08333,288.31665,2.2959974,"{""type"":""Point"",""coordinates"":[115.44083332076337,34.77688584390868]}"
000000000000000013af,0,60,269,-119,8,26,-84,28,-4,0,36,201,198,31,28,26,88,59,36,27,0,27,-9,11,-649,28,-73,-51,66,-28,-7,1,-1314,-43,-32,4,-27,5,11,5,8.138595,1562.0,24.0,3103.0,2553.0,1475.0,1492.0,1760.0,1979.0,2305.0,2491.0,2541.0,2707.0,872.0,318.08334,0.08166778,99684.664,0.0076890006,0.9904190164585108,165.41667,285.11334,4.3059974,"{""type"":""Point"",""coordinates"":[122.01389608342473,37.109089335983]}"
00000000000000001332,0,347,-1932,-214,-46,55,20,-120,47,8,33,194,193,26,23,16,78,46,19,21,0,47,-16,17,467,132,41,6,24,50,-16,-2,-2024,-118,-81,47,0,-104,41,8,17.390724,1272.5,23.0,1869.0,1125.0,1037.0,937.5,829.5,1146.5,1948.0,2164.0,2141.0,2398.0,943.5,338.08334,0.08166778,96493.336,0.008200667,0.9396730789228738,143.75,286.99332,1.6553305,"{""type"":""Point"",""coordinates"":[111.39096180739641,33.13323444100221]}"
00000000000000000056,1,64,-341,-151,-20,38,-8,50,-60,2,42,202,199,37,35,37,67,56,45,34,0,29,-10,12,-211,5,-6,-3,-2,2,32,0,514,-105,-33,45,-14,16,-26,-1,1.4692618,1717.0,16.0,2094.0,1785.0,1534.0,1407.0,1476.0,1482.0,1961.0,2271.0,2036.0,2450.0,531.0,342.08334,0.08166778,100444.0,0.0076666675,0.9413807403125928,146.66667,288.66998,2.704664,"{""type"":""Point"",""coordinates"":[114.40355277460971,35.54691908662614]}"
00000000000000001f26,1,64,209,-135,-28,40,-8,55,-72,0,43,203,200,40,39,42,73,64,53,38,0,31,-11,13,133,25,12,-11,-7,-10,18,0,891,-90,-36,53,-15,11,-33,-2,2.2795706,1677.5,15.0,2044.5,1666.0,1493.5,1339.5,1403.0,1528.5,1861.0,2125.0,1942.5,2224.0,587.0,342.08334,0.08166778,100444.0,0.0076666675,0.4384556974387912,146.66667,288.66998,2.704664,"{""type"":""Point"",""coordinates"":[114.46544509723154,35.57916730544466]}"
000000000000000009cf,1,107,189,-98,-42,40,-8,38,-33,0,52,204,200,48,43,45,68,66,55,45,0,24,-7,10,392,29,16,-20,-23,-30,40,-1,-178,-61,-18,9,-22,10,-10,1,1.4628453,1809.0,18.0,2492.0,2112.5,1661.0,1573.0,1708.0,1676.0,2227.0,2300.5,2387.0,2587.5,523.0,348.08334,0.08166778,100196.664,0.008476334,0.639996989243866,151.83333,289.79666,2.0633307,"{""type"":""Point"",""coordinates"":[113.19585430439548,34.955200835934924]}"
00000000000000000d4d,0,105,1004,-133,-50,103,-77,106,-102,-2,45,203,200,39,36,36,74,65,46,36,0,43,-13,17,-371,48,17,-74,-18,-61,86,0,575,-69,-23,49,-78,20,-51,-1,2.262225,1751.0,17.0,2406.0,2033.0,1471.0,1355.0,1513.0,1683.0,2417.0,2715.0,2541.0,3013.0,660.0,348.08334,0.08166778,100196.664,0.008476334,0.7348026850386594,151.83333,289.79666,2.0633307,"{""type"":""Point"",""coordinates"":[113.14330379848063,34.95969115069575]}"
000000000000000009f7,1,124,-281,-126,-51,29,62,66,-82,2,38,202,198,34,31,27,63,46,30,33,0,40,-11,16,-155,75,17,-12,-31,-44,23,0,753,-119,-40,32,0,39,-54,-1,1.4431225,1643.0,14.0,2152.0,1456.0,1439.0,1283.0,1239.0,1388.0,2154.0,2305.0,2208.0,2393.0,510.0,352.08334,0.08166778,99801.336,0.008916668,0.801871560846121,138.41667,289.02,2.628664,"{""type"":""Point"",""coordinates"":[112.80167423037194,33.00783114207615]}"
00000000000000000f93,0,63,-743,-173,-33,211,47,114,-167,4,34,196,195,28,22,16,93,30,15,19,0,56,-23,23,521,65,-14,-127,-105,-21,101,-2,-849,-122,-43,160,9,75,-83,4,0.92740995,1796.0,18.0,2026.0,1525.0,1503.0,1375.0,1366.0,1572.0,2217.0,2513.0,2464.0,2710.0,896.0,342.33334,0.08166778,100675.336,0.0086073335,0.515359501462119,152.33333,288.35,2.254664,"{""type"":""Point"",""coordinates"":[115.49419538306994,34.68049345643634]}"
00000000000000001168,0,64,-541,-229,41,214,-4,186,-149,3,35,198,196,29,26,18,95,38,19,23,0,52,-20,22,424,78,-8,-120,-70,-20,111,-2,195,-169,13,174,3,101,-85,0,1.8543341,1744.0,20.0,2189.0,1639.0,1514.0,1401.0,1368.0,1633.0,2413.0,2781.0,2760.0,2886.0,997.0,342.33334,0.08166778,100675.336,0.0086073335,0.34569330097633766,152.33333,288.35,2.254664,"{""type"":""Point"",""coordinates"":[115.4491896761375,34.6592057080072]}"
00000000000000001432,0,235,33,-185,-16,68,-4,-28,-16,1,33,197,195,27,22,17,81,32,15,20,0,36,-18,13,-501,154,40,-44,19,28,4,0,360,-119,-31,63,-26,-33,-11,0,1.4562416,1618.0,19.0,1666.0,1076.0,1254.0,1027.0,972.0,1128.0,1845.0,2186.0,2117.0,2457.0,870.0,344.33334,0.08166778,98798.664,0.008223667,0.38688788860603274,148.16667,288.75998,2.218664,"{""type"":""Point"",""coordinates"":[112.30876965902507,34.325838854150525]}"
00000000000000001099,0,607,132,-212,1,34,-43,-32,29,0,35,193,192,29,24,20,56,41,24,20,0,36,-13,14,-583,98,24,4,24,36,-13,1,153,-128,-12,49,-45,-34,12,0,16.420053,1330.0,22.0,1521.0,901.0,958.0,816.0,657.0,877.0,1170.0,1270.0,1297.0,1467.0,753.0,328.58334,0.08166778,93257.336,0.0076100007,0.45554319417728506,144.16667,285.49667,1.6746639,"{""type"":""Point"",""coordinates"":[111.03594601792528,33.34488121340297]}"
00000000000000000b7a,0,727,1362,-151,13,-8,-45,-38,19,-4,38,177,176,32,26,25,28,28,22,24,2,19,-11,8,-1687,83,-6,-38,28,36,-24,5,316,-93,2,3,-21,-25,-9,0,16.022308,1166.0,20.0,1789.0,1431.0,1370.0,1156.0,1165.0,1241.0,1353.0,1636.0,1712.0,1713.0,614.0,318.83334,0.08166778,91466.664,0.00694,0.5363872671787565,145.91667,284.08,1.8973305,"{""type"":""Point"",""coordinates"":[111.76438922511724,34.058948278798624]}"
00000000000000000054,1,65,649,-155,-31,63,-13,54,-64,-1,40,202,200,37,35,34,69,52,43,31,0,32,-13,13,-786,29,2,-13,-7,-16,15,2,907,-114,-35,63,-14,10,-37,-2,1.4718587,1560.0,15.5,2035.0,1670.5,1602.0,1434.0,1395.5,1384.0,1790.5,2154.0,2161.0,2350.0,608.0,340.83334,0.08166778,100420.664,0.007575667,0.4103300933778584,145.75,288.42667,2.7719972,"{""type"":""Point"",""coordinates"":[114.51152990661892,35.78111107395312]}"
00000000000000000adb,0,210,-1969,-158,-7,30,-105,6,3,7,39,204,200,34,32,33,71,55,40,30,0,31,-9,12,131,80,28,-20,33,-14,22,0,-1161,-93,-7,0,-95,-21,16,4,13.819972,1710.0,16.0,2380.0,1537.0,1369.0,1225.0,1300.0,1384.0,1826.0,1982.0,2149.0,2274.0,611.0,344.83334,0.08166778,99071.336,0.008263334,0.9329409195254255,150.91667,289.14334,2.164664,"{""type"":""Point"",""coordinates"":[113.09236748714713,34.754068623818206]}"
00000000000000001e10,1,291,-807,-126,17,16,-66,5,-6,3,41,203,199,36,33,33,59,48,36,34,0,24,-9,9,266,62,3,6,6,-4,8,-1,-417,-82,5,-6,-69,-17,-1,2,14.680551,1728.0,15.0,1977.0,1433.0,1526.0,1455.0,1442.0,1465.0,2179.0,2402.0,2327.0,2543.0,567.0,344.83334,0.08166778,99071.336,0.008263334,0.4070724289082095,150.91667,289.14334,2.164664,"{""type"":""Point"",""coordinates"":[113.06748570326889,34.72010811019516]}"
00000000000000000e43,0,144,-2750,-84,-68,18,63,45,-93,10,37,201,197,31,28,24,56,43,26,26,0,38,-12,15,2462,52,19,10,-78,-3,49,-9,-1084,-63,-57,20,25,7,-69,4,4.517772,1610.0,13.5,1889.5,1378.0,1431.0,1311.5,1208.5,1393.0,2042.0,2326.0,2145.0,2408.0,599.0,350.83334,0.08166778,99656.0,0.008829,0.9874845861887576,138.91667,288.88,2.6379974,"{""type"":""Point"",""coordinates"":[112.80481789661462,33.14904641333772]}"
