Sensor,Path,Date,Year,Month
LT05,120035,19900524,1990,05
LT05,120035,19900609,1990,06
LT05,120035,19900711,1990,07
LT05,120035,19900727,1990,07
LT05,120035,19900812,1990,08
LT05,120035,19900828,1990,08
LT05,120035,19900913,1990,09
LT05,120035,19900929,1990,09
LT05,120035,19901015,1990,10
LT05,120035,19901031,1990,10
LT05,120035,19901116,1990,11
LT05,120035,19901218,1990,12
LT05,120036,19900116,1990,01
LT05,120036,19900201,1990,02
LT05,120036,19900305,1990,03
LT05,120036,19900422,1990,04
LT05,120036,19900508,1990,05
LT05,120036,19900524,1990,05
LT05,120036,19900609,1990,06
LT05,120036,19900711,1990,07
LT05,120036,19900828,1990,08
LT05,120036,19900913,1990,09
LT05,120036,19901015,1990,10
LT05,120036,19901031,1990,10
LT05,120036,19901116,1990,11
LT05,120036,19901218,1990,12
LT05,120037,19900201,1990,02
LT05,120037,19900305,1990,03
LT05,120037,19900422,1990,04
LT05,120037,19900508,1990,05
LT05,120037,19900524,1990,05
LT05,120037,19900609,1990,06
LT05,120037,19900711,1990,07
LT05,120037,19900727,1990,07
LT05,120037,19900812,1990,08
LT05,120037,19900828,1990,08
LT05,120037,19901015,1990,10
LT05,120037,19901031,1990,10
LT05,120037,19901116,1990,11
LT05,120037,19901218,1990,12
LT05,120038,19900201,1990,02
LT05,120038,19900305,1990,03
LT05,120038,19900508,1990,05
LT05,120038,19900524,1990,05
LT05,120038,19900609,1990,06
LT05,120038,19900711,1990,07
LT05,120038,19900828,1990,08
LT05,120038,19901015,1990,10
LT05,120038,19901031,1990,10
LT05,120038,19901218,1990,12
LT05,120039,19900201,1990,02
LT05,120039,19900305,1990,03
LT05,120039,19900508,1990,05
LT05,120039,19900609,1990,06
LT05,120039,19900625,1990,06
LT05,120039,19900711,1990,07
LT05,120039,19900812,1990,08
LT05,120039,19900828,1990,08
LT05,120039,19901015,1990,10
LT05,120039,19901218,1990,12
LT05,120040,19900201,1990,02
LT05,120040,19900508,1990,05
LT05,120040,19900609,1990,06
LT05,120040,19900625,1990,06
LT05,120040,19900711,1990,07
LT05,120040,19900812,1990,08
LT05,120040,19900828,1990,08
LT05,120040,19901015,1990,10
LT05,121031,19900107,1990,01
LT05,121031,19900123,1990,01
LT05,121031,19900208,1990,02
LT05,121031,19900224,1990,02
LT05,121031,19900312,1990,03
LT05,121031,19900328,1990,03
LT05,121031,19900429,1990,04
LT05,121031,19900515,1990,05
LT05,121031,19900531,1990,05
LT05,121031,19900616,1990,06
LT05,121031,19900803,1990,08
LT05,121031,19900819,1990,08
LT05,121031,19900904,1990,09
LT05,121031,19901022,1990,10
LT05,121031,19901107,1990,11
LT05,121031,19901123,1990,11
LT05,121031,19901209,1990,12
LT05,121031,19901225,1990,12
LT05,121032,19900107,1990,01
LT05,121032,19900123,1990,01
LT05,121032,19900208,1990,02
LT05,121032,19900224,1990,02
LT05,121032,19900312,1990,03
LT05,121032,19900429,1990,04
LT05,121032,19900515,1990,05
LT05,121032,19900616,1990,06
LT05,121032,19900819,1990,08
LT05,121032,19900904,1990,09
LT05,121032,19900920,1990,09
LT05,121032,19901022,1990,10
LT05,121032,19901107,1990,11
LT05,121032,19901123,1990,11
LT05,121032,19901209,1990,12
LT05,121032,19901225,1990,12
LT05,121033,19900107,1990,01
LT05,121033,19900123,1990,01
LT05,121033,19900224,1990,02
LT05,121033,19900312,1990,03
LT05,121033,19900429,1990,04
LT05,121033,19900515,1990,05
LT05,121033,19900616,1990,06
LT05,121033,19900819,1990,08
LT05,121033,19900920,1990,09
LT05,121033,19901107,1990,11
LT05,121033,19901123,1990,11
LT05,121033,19901209,1990,12
LT05,121033,19901225,1990,12
LT05,121034,19900107,1990,01
LT05,121034,19900123,1990,01
LT05,121034,19900208,1990,02
LT05,121034,19900224,1990,02
LT05,121034,19900312,1990,03
LT05,121034,19900429,1990,04
LT05,121034,19900515,1990,05
LT05,121034,19900616,1990,06
LT05,121034,19900920,1990,09
LT05,121034,19901107,1990,11
LT05,121034,19901123,1990,11
LT05,121034,19901225,1990,12
LT05,121035,19900107,1990,01
LT05,121035,19900123,1990,01
LT05,121035,19900224,1990,02
LT05,121035,19900312,1990,03
LT05,121035,19900429,1990,04
LT05,121035,19900515,1990,05
LT05,121035,19900616,1990,06
LT05,121035,19900702,1990,07
LT05,121035,19900819,1990,08
LT05,121035,19900904,1990,09
LT05,121035,19900920,1990,09
LT05,121035,19901022,1990,10
LT05,121035,19901123,1990,11
LT05,121035,19901209,1990,12
LT05,121035,19901225,1990,12
LT05,121036,19900107,1990,01
LT05,121036,19900123,1990,01
LT05,121036,19900312,1990,03
LT05,121036,19900413,1990,04
LT05,121036,19900429,1990,04
LT05,121036,19900515,1990,05
LT05,121036,19900616,1990,06
LT05,121036,19900702,1990,07
LT05,121036,19900819,1990,08
LT05,121036,19900904,1990,09
LT05,121036,19900920,1990,09
LT05,121036,19901123,1990,11
LT05,121036,19901209,1990,12
LT05,121036,19901225,1990,12
LT05,121037,19900107,1990,01
LT05,121037,19900123,1990,01
LT05,121037,19900312,1990,03
LT05,121037,19900413,1990,04
LT05,121037,19900429,1990,04
LT05,121037,19900515,1990,05
LT05,121037,19900616,1990,06
LT05,121037,19900904,1990,09
LT05,121037,19900920,1990,09
LT05,121037,19901107,1990,11
LT05,121037,19901209,1990,12
LT05,121037,19901225,1990,12
LT05,121038,19900107,1990,01
LT05,121038,19900123,1990,01
LT05,121038,19900413,1990,04
LT05,121038,19900515,1990,05
LT05,121038,19900616,1990,06
LT05,121038,19901123,1990,11
LT05,121038,19901209,1990,12
LT05,121038,19901225,1990,12
LT05,121039,19900123,1990,01
LT05,121039,19900413,1990,04
LT05,121039,19900515,1990,05
LT05,121039,19900616,1990,06
LT05,121039,19900819,1990,08
LT05,121039,19900904,1990,09
LT05,121039,19901123,1990,11
LT05,121039,19901209,1990,12
LT05,121040,19900123,1990,01
LT05,121040,19900413,1990,04
LT05,121040,19900429,1990,04
LT05,121040,19900515,1990,05
LT05,121040,19900819,1990,08
LT05,121040,19900904,1990,09
LT05,121040,19901123,1990,11
LT05,121040,19901209,1990,12
LT05,122030,19900215,1990,02
LT05,122030,19900420,1990,04
LT05,122030,19900506,1990,05
LT05,122030,19900522,1990,05
LT05,122030,19900623,1990,06
LT05,122030,19900709,1990,07
LT05,122030,19900810,1990,08
LT05,122030,19901029,1990,10
LT05,122031,19900114,1990,01
LT05,122031,19900130,1990,01
LT05,122031,19900215,1990,02
LT05,122031,19900303,1990,03
LT05,122031,19900404,1990,04
LT05,122031,19900420,1990,04
LT05,122031,19900506,1990,05
LT05,122031,19900522,1990,05
LT05,122031,19900623,1990,06
LT05,122031,19900709,1990,07
LT05,122031,19900810,1990,08
LT05,122031,19900911,1990,09
LT05,122031,19901013,1990,10
LT05,122031,19901114,1990,11
LT05,122032,19900114,1990,01
LT05,122032,19900130,1990,01
LT05,122032,19900303,1990,03
LT05,122032,19900404,1990,04
LT05,122032,19900420,1990,04
LT05,122032,19900506,1990,05
LT05,122032,19900522,1990,05
LT05,122032,19900623,1990,06
LT05,122032,19900709,1990,07
LT05,122032,19900810,1990,08
LT05,122032,19900911,1990,09
LT05,122032,19901013,1990,10
LT05,122032,19901029,1990,10
LT05,122032,19901114,1990,11
LT05,122033,19900114,1990,01
LT05,122033,19900303,1990,03
LT05,122033,19900404,1990,04
LT05,122033,19900506,1990,05
LT05,122033,19900522,1990,05
LT05,122033,19900623,1990,06
LT05,122033,19900810,1990,08
LT05,122033,19900911,1990,09
LT05,122033,19901013,1990,10
LT05,122033,19901029,1990,10
LT05,122033,19901114,1990,11
LT05,122034,19900114,1990,01
LT05,122034,19900303,1990,03
LT05,122034,19900404,1990,04
LT05,122034,19900506,1990,05
LT05,122034,19900522,1990,05
LT05,122034,19900709,1990,07
LT05,122034,19900810,1990,08
LT05,122034,19900911,1990,09
LT05,122034,19901013,1990,10
LT05,122034,19901029,1990,10
LT05,122034,19901114,1990,11
LT05,122035,19900303,1990,03
LT05,122035,19900404,1990,04
LT05,122035,19900420,1990,04
LT05,122035,19900506,1990,05
LT05,122035,19900522,1990,05
LT05,122035,19900623,1990,06
LT05,122035,19900709,1990,07
LT05,122035,19900810,1990,08
LT05,122035,19900911,1990,09
LT05,122035,19901013,1990,10
LT05,122035,19901114,1990,11
LT05,122036,19900303,1990,03
LT05,122036,19900404,1990,04
LT05,122036,19900623,1990,06
LT05,122036,19900709,1990,07
LT05,122036,19900810,1990,08
LT05,122036,19901013,1990,10
LT05,122036,19901114,1990,11
LT05,122037,19900404,1990,04
LT05,122037,19900506,1990,05
LT05,122037,19900623,1990,06
LT05,122037,19900709,1990,07
LT05,122037,19900810,1990,08
LT05,122037,19901013,1990,10
LT05,122037,19901114,1990,11
LT05,122038,19900404,1990,04
LT05,122038,19900420,1990,04
LT05,122038,19900506,1990,05
LT05,122038,19900623,1990,06
LT05,122038,19900709,1990,07
LT05,122038,19900810,1990,08
LT05,122038,19900826,1990,08
LT05,122038,19901013,1990,10
LT05,122038,19901114,1990,11
LT05,122039,19900404,1990,04
LT05,122039,19900506,1990,05
LT05,122039,19900623,1990,06
LT05,122039,19900709,1990,07
LT05,122039,19900810,1990,08
LT05,122039,19900826,1990,08
LT05,122039,19901013,1990,10
LT05,122039,19901114,1990,11
LT05,123030,19900105,1990,01
LT05,123030,19900121,1990,01
LT05,123030,19900206,1990,02
LT05,123030,19900222,1990,02
LT05,123030,19900310,1990,03
LT05,123030,19900326,1990,03
LT05,123030,19900411,1990,04
LT05,123030,19900427,1990,04
LT05,123030,19900513,1990,05
LT05,123030,19900529,1990,05
LT05,123030,19900614,1990,06
LT05,123030,19900630,1990,06
LT05,123030,19900817,1990,08
LT05,123030,19900902,1990,09
LT05,123030,19900918,1990,09
LT05,123030,19901121,1990,11
LT05,123030,19901207,1990,12
LT05,123030,19901223,1990,12
LT05,123031,19900105,1990,01
LT05,123031,19900121,1990,01
LT05,123031,19900206,1990,02
LT05,123031,19900326,1990,03
LT05,123031,19900411,1990,04
LT05,123031,19900427,1990,04
LT05,123031,19900513,1990,05
LT05,123031,19900529,1990,05
LT05,123031,19900614,1990,06
LT05,123031,19900630,1990,06
LT05,123031,19900716,1990,07
LT05,123031,19900817,1990,08
LT05,123031,19900902,1990,09
LT05,123031,19900918,1990,09
LT05,123031,19901121,1990,11
LT05,123031,19901207,1990,12
LT05,123031,19901223,1990,12
LT05,123032,19900105,1990,01
LT05,123032,19900121,1990,01
LT05,123032,19900206,1990,02
LT05,123032,19900326,1990,03
LT05,123032,19900427,1990,04
LT05,123032,19900513,1990,05
LT05,123032,19900529,1990,05
LT05,123032,19900614,1990,06
LT05,123032,19900716,1990,07
LT05,123032,19900817,1990,08
LT05,123032,19900902,1990,09
LT05,123032,19900918,1990,09
LT05,123032,19901020,1990,10
LT05,123032,19901121,1990,11
LT05,123032,19901207,1990,12
LT05,123032,19901223,1990,12
LT05,123033,19900105,1990,01
LT05,123033,19900121,1990,01
LT05,123033,19900206,1990,02
LT05,123033,19900310,1990,03
LT05,123033,19900411,1990,04
LT05,123033,19900427,1990,04
LT05,123033,19900513,1990,05
LT05,123033,19900529,1990,05
LT05,123033,19900614,1990,06
LT05,123033,19900716,1990,07
LT05,123033,19900817,1990,08
LT05,123033,19900902,1990,09
LT05,123033,19900918,1990,09
LT05,123033,19901020,1990,10
LT05,123033,19901121,1990,11
LT05,123033,19901207,1990,12
LT05,123033,19901223,1990,12
LT05,123034,19900206,1990,02
LT05,123034,19900310,1990,03
LT05,123034,19900411,1990,04
LT05,123034,19900427,1990,04
LT05,123034,19900513,1990,05
LT05,123034,19900817,1990,08
LT05,123034,19900902,1990,09
LT05,123034,19901020,1990,10
LT05,123034,19901121,1990,11
LT05,123034,19901207,1990,12
LT05,123034,19901223,1990,12
LT05,123035,19900206,1990,02
LT05,123035,19900310,1990,03
LT05,123035,19900427,1990,04
LT05,123035,19900513,1990,05
LT05,123035,19900902,1990,09
LT05,123035,19901121,1990,11
LT05,123035,19901207,1990,12
LT05,123035,19901223,1990,12
LT05,123036,19900310,1990,03
LT05,123036,19900630,1990,06
LT05,123036,19900716,1990,07
LT05,123036,19900902,1990,09
LT05,123036,19901020,1990,10
LT05,123036,19901121,1990,11
LT05,123036,19901207,1990,12
LT05,123036,19901223,1990,12
LT05,123037,19900105,1990,01
LT05,123037,19900310,1990,03
LT05,123037,19900427,1990,04
LT05,123037,19900716,1990,07
LT05,123037,19900902,1990,09
LT05,123037,19901020,1990,10
LT05,123037,19901121,1990,11
LT05,123037,19901207,1990,12
LT05,123037,19901223,1990,12
LT05,123038,19900105,1990,01
LT05,123038,19900121,1990,01
LT05,123038,19900310,1990,03
LT05,123038,19900427,1990,04
LT05,123038,19900513,1990,05
LT05,123038,19900716,1990,07
LT05,123038,19900902,1990,09
LT05,123038,19901121,1990,11
LT05,123038,19901207,1990,12
LT05,123038,19901223,1990,12
LT05,124030,19900112,1990,01
LT05,124030,19900213,1990,02
LT05,124030,19900418,1990,04
LT05,124030,19900504,1990,05
LT05,124030,19900605,1990,06
LT05,124030,19900723,1990,07
LT05,124030,19900824,1990,08
LT05,124030,19901011,1990,10
LT05,124030,19901128,1990,11
LT05,124030,19901214,1990,12
LT05,124031,19900112,1990,01
LT05,124031,19900213,1990,02
LT05,124031,19900317,1990,03
LT05,124031,19900504,1990,05
LT05,124031,19900520,1990,05
LT05,124031,19900605,1990,06
LT05,124031,19900723,1990,07
LT05,124031,19900808,1990,08
LT05,124031,19900824,1990,08
LT05,124031,19901011,1990,10
LT05,124031,19901128,1990,11
LT05,124031,19901214,1990,12
LT05,124032,19900112,1990,01
LT05,124032,19900213,1990,02
LT05,124032,19900317,1990,03
LT05,124032,19900504,1990,05
LT05,124032,19900520,1990,05
LT05,124032,19900605,1990,06
LT05,124032,19900621,1990,06
LT05,124032,19900723,1990,07
LT05,124032,19900808,1990,08
LT05,124032,19900824,1990,08
LT05,124032,19901011,1990,10
LT05,124032,19901128,1990,11
LT05,124032,19901214,1990,12
LT05,124033,19900112,1990,01
LT05,124033,19900317,1990,03
LT05,124033,19900504,1990,05
LT05,124033,19900520,1990,05
LT05,124033,19900605,1990,06
LT05,124033,19900621,1990,06
LT05,124033,19900707,1990,07
LT05,124033,19900723,1990,07
LT05,124033,19900824,1990,08
LT05,124033,19901011,1990,10
LT05,124033,19901128,1990,11
LT05,124033,19901214,1990,12
LT05,124034,19900112,1990,01
LT05,124034,19900317,1990,03
LT05,124034,19900402,1990,04
LT05,124034,19900418,1990,04
LT05,124034,19900504,1990,05
LT05,124034,19900605,1990,06
LT05,124034,19900621,1990,06
LT05,124034,19900723,1990,07
LT05,124034,19900824,1990,08
LT05,124034,19901011,1990,10
LT05,124034,19901128,1990,11
LT05,124034,19901214,1990,12
LT05,124035,19900112,1990,01
LT05,124035,19900317,1990,03
LT05,124035,19900402,1990,04
LT05,124035,19900418,1990,04
LT05,124035,19900504,1990,05
LT05,124035,19900520,1990,05
LT05,124035,19900605,1990,06
LT05,124035,19900621,1990,06
LT05,124035,19900707,1990,07
LT05,124035,19900723,1990,07
LT05,124035,19900824,1990,08
LT05,124035,19901011,1990,10
LT05,124035,19901128,1990,11
LT05,124035,19901214,1990,12
LT05,124036,19900112,1990,01
LT05,124036,19900317,1990,03
LT05,124036,19900402,1990,04
LT05,124036,19900418,1990,04
LT05,124036,19900504,1990,05
LT05,124036,19900605,1990,06
LT05,124036,19900621,1990,06
LT05,124036,19900707,1990,07
LT05,124036,19900824,1990,08
LT05,124036,19901011,1990,10
LT05,124036,19901128,1990,11
LT05,124036,19901214,1990,12
LT05,124037,19900112,1990,01
LT05,124037,19900317,1990,03
LT05,124037,19900504,1990,05
LT05,124037,19900605,1990,06
LT05,124037,19900621,1990,06
LT05,124037,19900707,1990,07
LT05,124037,19900723,1990,07
LT05,124037,19900824,1990,08
LT05,124037,19901128,1990,11
LT05,124037,19901214,1990,12
LT05,124038,19900112,1990,01
LT05,124038,19900317,1990,03
LT05,124038,19900402,1990,04
LT05,124038,19900418,1990,04
LT05,124038,19900504,1990,05
LT05,124038,19900605,1990,06
LT05,124038,19900621,1990,06
LT05,124038,19900707,1990,07
LT05,124038,19900723,1990,07
LT05,124038,19900824,1990,08
LT05,124038,19901128,1990,11
LT05,124038,19901214,1990,12
LT05,125031,19900103,1990,01
LT05,125031,19900119,1990,01
LT05,125031,19900220,1990,02
LT05,125031,19900308,1990,03
LT05,125031,19900324,1990,03
LT05,125031,19900409,1990,04
LT05,125031,19900425,1990,04
LT05,125031,19900511,1990,05
LT05,125031,19900527,1990,05
LT05,125031,19900612,1990,06
LT05,125031,19900628,1990,06
LT05,125031,19900714,1990,07
LT05,125031,19900730,1990,07
LT05,125031,19900815,1990,08
LT05,125031,19900831,1990,08
LT05,125031,19901018,1990,10
LT05,125031,19901119,1990,11
LT05,125031,19901205,1990,12
LT05,125031,19901221,1990,12
LT05,125032,19900103,1990,01
LT05,125032,19900119,1990,01
LT05,125032,19900204,1990,02
LT05,125032,19900220,1990,02
LT05,125032,19900308,1990,03
LT05,125032,19900409,1990,04
LT05,125032,19900425,1990,04
LT05,125032,19900511,1990,05
LT05,125032,19900527,1990,05
LT05,125032,19900612,1990,06
LT05,125032,19900628,1990,06
LT05,125032,19900714,1990,07
LT05,125032,19900815,1990,08
LT05,125032,19900831,1990,08
LT05,125032,19901018,1990,10
LT05,125032,19901119,1990,11
LT05,125032,19901205,1990,12
LT05,125032,19901221,1990,12
LT05,125033,19900103,1990,01
LT05,125033,19900119,1990,01
LT05,125033,19900204,1990,02
LT05,125033,19900308,1990,03
LT05,125033,19900409,1990,04
LT05,125033,19900425,1990,04
LT05,125033,19900511,1990,05
LT05,125033,19900527,1990,05
LT05,125033,19900628,1990,06
LT05,125033,19900714,1990,07
LT05,125033,19900831,1990,08
LT05,125033,19900916,1990,09
LT05,125033,19901018,1990,10
LT05,125033,19901119,1990,11
LT05,125033,19901205,1990,12
LT05,125033,19901221,1990,12
LT05,125034,19900103,1990,01
LT05,125034,19900119,1990,01
LT05,125034,19900308,1990,03
LT05,125034,19900409,1990,04
LT05,125034,19900425,1990,04
LT05,125034,19900511,1990,05
LT05,125034,19900527,1990,05
LT05,125034,19900628,1990,06
LT05,125034,19900714,1990,07
LT05,125034,19900831,1990,08
LT05,125034,19900916,1990,09
LT05,125034,19901018,1990,10
LT05,125034,19901119,1990,11
LT05,125034,19901205,1990,12
LT05,125034,19901221,1990,12
LT05,125035,19900119,1990,01
LT05,125035,19900308,1990,03
LT05,125035,19900409,1990,04
LT05,125035,19900425,1990,04
LT05,125035,19900511,1990,05
LT05,125035,19900527,1990,05
LT05,125035,19900628,1990,06
LT05,125035,19900714,1990,07
LT05,125035,19900831,1990,08
LT05,125035,19900916,1990,09
LT05,125035,19901018,1990,10
LT05,125035,19901119,1990,11
LT05,125035,19901205,1990,12
LT05,125035,19901221,1990,12
LT05,125036,19900119,1990,01
LT05,125036,19900204,1990,02
LT05,125036,19900308,1990,03
LT05,125036,19900409,1990,04
LT05,125036,19900425,1990,04
LT05,125036,19900511,1990,05
LT05,125036,19900527,1990,05
LT05,125036,19900628,1990,06
LT05,125036,19900714,1990,07
LT05,125036,19900831,1990,08
LT05,125036,19900916,1990,09
LT05,125036,19901205,1990,12
LT05,125036,19901221,1990,12
LT05,125037,19900204,1990,02
LT05,125037,19900308,1990,03
LT05,125037,19900409,1990,04
LT05,125037,19900425,1990,04
LT05,125037,19900511,1990,05
LT05,125037,19900527,1990,05
LT05,125037,19900628,1990,06
LT05,125037,19900714,1990,07
LT05,125037,19900831,1990,08
LT05,125037,19901205,1990,12
LT05,125037,19901221,1990,12
LT05,125038,19900204,1990,02
LT05,125038,19900308,1990,03
LT05,125038,19900409,1990,04
LT05,125038,19900425,1990,04
LT05,125038,19900511,1990,05
LT05,125038,19900714,1990,07
LT05,125038,19900831,1990,08
LT05,125038,19901205,1990,12
LT05,125038,19901221,1990,12
LT05,126036,19900110,1990,01
LT05,126036,19900126,1990,01
LT05,126036,19900211,1990,02
LT05,126036,19900315,1990,03
LT05,126036,19900331,1990,03
LT05,126036,19900518,1990,05
LT05,126036,19900603,1990,06
LT05,126036,19900705,1990,07
LT05,126036,19900822,1990,08
LT05,126036,19900907,1990,09
LT05,126036,19901025,1990,10
LT05,126036,19901110,1990,11
LT05,126036,19901126,1990,11
LT05,126036,19901228,1990,12
LT05,126037,19900110,1990,01
LT05,126037,19900126,1990,01
LT05,126037,19900211,1990,02
LT05,126037,19900315,1990,03
LT05,126037,19900331,1990,03
LT05,126037,19900518,1990,05
LT05,126037,19900603,1990,06
LT05,126037,19900705,1990,07
LT05,126037,19900822,1990,08
LT05,126037,19900907,1990,09
LT05,126037,19901025,1990,10
LT05,126037,19901110,1990,11
LT05,126037,19901126,1990,11
LT05,126037,19901228,1990,12
LT05,118034,19910105,1991,01
LT05,118034,19910206,1991,02
LT05,118034,19910411,1991,04
LT05,118034,19910427,1991,04
LT05,118034,19910513,1991,05
LT05,118034,19910529,1991,05
LT05,118034,19910614,1991,06
LT05,118034,19910817,1991,08
LT05,118034,19910918,1991,09
LT05,118034,19911004,1991,10
LT05,118035,19910716,1991,07
LT05,118035,19911004,1991,10
LT05,118035,19911020,1991,10
LT05,118038,19910105,1991,01
LT05,118038,19910222,1991,02
LT05,118038,19910427,1991,04
LT05,118038,19910513,1991,05
LT05,118038,19910630,1991,06
LT05,118038,19910716,1991,07
LT05,118038,19910801,1991,08
LT05,118038,19910817,1991,08
LT05,118038,19910918,1991,09
LT05,118038,19911020,1991,10
LT05,118038,19911121,1991,11
LT05,118039,19910105,1991,01
LT05,118039,19910222,1991,02
LT05,118039,19910630,1991,06
LT05,118039,19910716,1991,07
LT05,118039,19910801,1991,08
LT05,118039,19910902,1991,09
LT05,118039,19910918,1991,09
LT05,118039,19911020,1991,10
LT05,118039,19911223,1991,12
LT05,119034,19910112,1991,01
LT05,119034,19910128,1991,01
LT05,119034,19910213,1991,02
LT05,119034,19910317,1991,03
LT05,119034,19910402,1991,04
LT05,119034,19910418,1991,04
LT05,119034,19910504,1991,05
LT05,119034,19910520,1991,05
LT05,119034,19910605,1991,06
LT05,119034,19910621,1991,06
LT05,119034,19910707,1991,07
LT05,119034,19910723,1991,07
LT05,119034,19910909,1991,09
LT05,119034,19910925,1991,09
LT05,119034,19911011,1991,10
LT05,119034,19911027,1991,10
LT05,119034,19911112,1991,11
LT05,119034,19911128,1991,11
LT05,119034,19911230,1991,12
LT05,119035,19910112,1991,01
LT05,119035,19910213,1991,02
LT05,119035,19910317,1991,03
LT05,119035,19910402,1991,04
LT05,119035,19910418,1991,04
LT05,119035,19910504,1991,05
LT05,119035,19910520,1991,05
LT05,119035,19910605,1991,06
LT05,119035,19910621,1991,06
LT05,119035,19910707,1991,07
LT05,119035,19910723,1991,07
LT05,119035,19910909,1991,09
LT05,119035,19910925,1991,09
LT05,119035,19911011,1991,10
LT05,119035,19911027,1991,10
LT05,119035,19911112,1991,11
LT05,119035,19911128,1991,11
LT05,119035,19911230,1991,12
LT05,119036,19910112,1991,01
LT05,119036,19910317,1991,03
LT05,119036,19910402,1991,04
LT05,119036,19910418,1991,04
LT05,119036,19910504,1991,05
LT05,119036,19910723,1991,07
LT05,119036,19910909,1991,09
LT05,119036,19911011,1991,10
LT05,119036,19911027,1991,10
LT05,119036,19911112,1991,11
LT05,119036,19911128,1991,11
LT05,119036,19911214,1991,12
LT05,119036,19911230,1991,12
LT05,119037,19910112,1991,01
LT05,119037,19910317,1991,03
LT05,119037,19910402,1991,04
LT05,119037,19910418,1991,04
LT05,119037,19910504,1991,05
LT05,119037,19910621,1991,06
LT05,119037,19910723,1991,07
LT05,119037,19910824,1991,08
LT05,119037,19911011,1991,10
LT05,119037,19911027,1991,10
LT05,119037,19911112,1991,11
LT05,119037,19911128,1991,11
LT05,119037,19911214,1991,12
LT05,119037,19911230,1991,12
LT05,119038,19910112,1991,01
LT05,119038,19910317,1991,03
LT05,119038,19910402,1991,04
LT05,119038,19910520,1991,05
LT05,119038,19910621,1991,06
LT05,119038,19910723,1991,07
LT05,119038,19910824,1991,08
LT05,119038,19910909,1991,09
LT05,119038,19911011,1991,10
LT05,119038,19911027,1991,10
LT05,119038,19911112,1991,11
LT05,119038,19911214,1991,12
