year,seed,band,importance
Sentinel_2017_2019,6,Sentinel_B2,98.34460032791563
Sentinel_2017_2019,6,Sentinel_B8,107.93004308988564
Sentinel_2017_2019,6,wind,88.21599053611294
Sentinel_2017_2019,7,DEM,96.06252158993993
Sentinel_2017_2019,7,Landsat_B7,117.63143252653036
Sentinel_2017_2019,7,SLOPE,80.71160132518249
Sentinel_2017_2019,7,Sentinel_B9,110.69165991284551
Sentinel_2017_2019,7,random,82.63770944537438
Sentinel_2017_2019,7,shum,98.19261530190137
Sentinel_2017_2019,7,srad,88.62960142519353
Sentinel_2017_2019,7,Landsat_B1,66.91212316637974
Sentinel_2017_2019,7,NDBI_constant,96.7524674267922
Sentinel_2017_2019,7,NDBI_sin_1,80.28887610898198
Sentinel_2017_2019,7,NDBI_sin_3,90.81968616748115
Sentinel_2017_2019,7,NDVI_cos_2,81.67475980952776
Sentinel_2017_2019,7,NDVI_sin_1,86.42521013775132
Sentinel_2017_2019,7,Sentinel_B2,91.99708610741123
Sentinel_2017_2019,7,Sentinel_B8,110.10582057414295
Sentinel_2017_2019,7,wind,82.90372891447898
Sentinel_2017_2019,8,DEM,91.0084706198853
Sentinel_2017_2019,8,Landsat_B7,107.66623224246753
Sentinel_2017_2019,8,SLOPE,88.10247332115493
Sentinel_2017_2019,8,Sentinel_B9,111.89261632898764
Sentinel_2017_2019,8,random,79.27607632479686
Sentinel_2017_2019,8,shum,93.53045590190723
Sentinel_2017_2019,8,srad,90.67005126378614
Sentinel_2017_2019,8,Landsat_B1,66.22607747497861
Sentinel_2017_2019,8,NDBI_constant,82.40464889136868
Sentinel_2017_2019,8,NDBI_sin_1,91.22318846967178
Sentinel_2017_2019,8,NDBI_sin_3,75.1108886585039
Sentinel_2017_2019,8,NDVI_cos_2,84.98816452856002
Sentinel_2017_2019,8,NDVI_sin_1,97.2944536003203
Sentinel_2017_2019,8,Sentinel_B2,114.2984215250164
Sentinel_2017_2019,8,Sentinel_B8,92.68842940491515
Sentinel_2017_2019,8,wind,80.75517916303119
Sentinel_2017_2019,9,DEM,90.92020822560875
Sentinel_2017_2019,9,Landsat_B7,121.78479177501303
Sentinel_2017_2019,9,SLOPE,81.96464070019996
Sentinel_2017_2019,9,Sentinel_B9,113.65943777304588
Sentinel_2017_2019,9,random,82.58480353081715
Sentinel_2017_2019,9,shum,108.14316239415292
Sentinel_2017_2019,9,srad,88.330285594098
Sentinel_2017_2019,9,Landsat_B1,64.95053755563774
Sentinel_2017_2019,9,NDBI_constant,82.12879776587366
Sentinel_2017_2019,9,NDBI_sin_1,92.11899977016355
Sentinel_2017_2019,9,NDBI_sin_3,85.8420225521095
Sentinel_2017_2019,9,NDVI_cos_2,85.46306945902288
Sentinel_2017_2019,9,NDVI_sin_1,94.57054513148206
Sentinel_2017_2019,9,Sentinel_B2,106.0609867268318
Sentinel_2017_2019,9,Sentinel_B8,98.77495763005695
Sentinel_2017_2019,9,wind,86.62543425041214
