Year,Combo,Percent,Tree,Overall_ACC,Precisioin_non_built,Precisioin_built,Recall_non_built,Recall_built
2011_2013,Landsat_Fourier_Mean,100,60,91.35,91.1,91.6,91.7,91.0
2011_2013,Landsat_Fourier_Mean,100,70,91.35,91.04,91.67,91.78,90.92
2011_2013,Landsat_Fourier_Mean,100,80,91.43,90.92,91.97,92.11,90.75
2011_2013,Landsat_Fourier_Mean,100,90,91.47,91.12,91.83,91.95,91.0
2011_2013,Landsat_Fourier_Mean,100,100,91.68,91.16,92.22,92.36,91.0
2011_2013,Landsat_Fourier_Mean,100,110,91.76,91.31,92.23,92.36,91.16
2011_2013,Landsat_Fourier_Mean,100,120,91.72,91.23,92.22,92.36,91.08
2011_2013,Landsat_Fourier_Mean_Climate,1,1,66.67,66.67,66.67,44.44,83.33
2011_2013,Landsat_Fourier_Mean_Climate,1,10,95.24,90.0,100.0,100.0,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,20,85.71,80.0,90.91,88.89,83.33
2011_2013,Landsat_Fourier_Mean_Climate,1,30,85.71,87.5,84.62,77.78,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,40,95.24,90.0,100.0,100.0,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,50,90.48,88.89,91.67,88.89,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,60,85.71,87.5,84.62,77.78,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,70,85.71,87.5,84.62,77.78,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,80,95.24,90.0,100.0,100.0,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,90,95.24,90.0,100.0,100.0,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,100,95.24,90.0,100.0,100.0,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,110,95.24,90.0,100.0,100.0,91.67
2011_2013,Landsat_Fourier_Mean_Climate,1,120,95.24,90.0,100.0,100.0,91.67
2011_2013,Landsat_Fourier_Mean_Climate,2,1,69.05,75.0,65.38,57.14,80.95
2011_2013,Landsat_Fourier_Mean_Climate,2,10,76.19,72.0,82.35,85.71,66.67
2011_2013,Landsat_Fourier_Mean_Climate,2,20,80.95,76.0,88.24,90.48,71.43
2011_2013,Landsat_Fourier_Mean_Climate,2,30,78.57,77.27,80.0,80.95,76.19
2011_2013,Landsat_Fourier_Mean_Climate,2,40,83.33,81.82,85.0,85.71,80.95
2011_2013,Landsat_Fourier_Mean_Climate,2,50,85.71,85.71,85.71,85.71,85.71
2011_2013,Landsat_Fourier_Mean_Climate,2,60,85.71,85.71,85.71,85.71,85.71
2011_2013,Landsat_Fourier_Mean_Climate,2,70,85.71,85.71,85.71,85.71,85.71
2011_2013,Landsat_Fourier_Mean_Climate,2,80,83.33,81.82,85.0,85.71,80.95
2011_2013,Landsat_Fourier_Mean_Climate,2,90,83.33,81.82,85.0,85.71,80.95
2011_2013,Landsat_Fourier_Mean_Climate,2,100,85.71,85.71,85.71,85.71,85.71
2011_2013,Landsat_Fourier_Mean_Climate,2,110,83.33,81.82,85.0,85.71,80.95
2011_2013,Landsat_Fourier_Mean_Climate,2,120,83.33,81.82,85.0,85.71,80.95
2011_2013,Landsat_Fourier_Mean_Climate,3,1,80.95,82.22,79.49,82.22,79.49
2011_2013,Landsat_Fourier_Mean_Climate,3,10,89.29,95.0,84.09,84.44,94.87
2011_2013,Landsat_Fourier_Mean_Climate,3,20,85.71,94.59,78.72,77.78,94.87
2011_2013,Landsat_Fourier_Mean_Climate,3,30,88.1,94.87,82.22,82.22,94.87
2011_2013,Landsat_Fourier_Mean_Climate,3,40,88.1,94.87,82.22,82.22,94.87
2011_2013,Landsat_Fourier_Mean_Climate,3,50,89.29,97.37,82.61,82.22,97.44
2011_2013,Landsat_Fourier_Mean_Climate,3,60,89.29,97.37,82.61,82.22,97.44
2011_2013,Landsat_Fourier_Mean_Climate,3,70,89.29,97.37,82.61,82.22,97.44
2011_2013,Landsat_Fourier_Mean_Climate,3,80,89.29,97.37,82.61,82.22,97.44
2011_2013,Landsat_Fourier_Mean_Climate,3,90,89.29,97.37,82.61,82.22,97.44
2011_2013,Landsat_Fourier_Mean_Climate,3,100,89.29,97.37,82.61,82.22,97.44
2011_2013,Landsat_Fourier_Mean_Climate,3,110,88.1,94.87,82.22,82.22,94.87
2011_2013,Landsat_Fourier_Mean_Climate,3,120,88.1,94.87,82.22,82.22,94.87
2011_2013,Landsat_Fourier_Mean_Climate,5,1,78.15,76.19,80.36,81.36,75.0
2011_2013,Landsat_Fourier_Mean_Climate,5,10,88.24,82.61,96.0,96.61,80.0
2011_2013,Landsat_Fourier_Mean_Climate,5,20,89.08,85.94,92.73,93.22,85.0
2011_2013,Landsat_Fourier_Mean_Climate,5,30,89.92,86.15,94.44,94.92,85.0
2011_2013,Landsat_Fourier_Mean_Climate,5,40,90.76,88.71,92.98,93.22,88.33
2011_2013,Landsat_Fourier_Mean_Climate,5,50,88.24,86.89,89.66,89.83,86.67
2011_2013,Landsat_Fourier_Mean_Climate,5,60,89.92,87.3,92.86,93.22,86.67
2011_2013,Landsat_Fourier_Mean_Climate,5,70,88.24,86.89,89.66,89.83,86.67
2011_2013,Landsat_Fourier_Mean_Climate,5,80,89.08,87.1,91.23,91.53,86.67
2011_2013,Landsat_Fourier_Mean_Climate,5,90,88.24,86.89,89.66,89.83,86.67
2011_2013,Landsat_Fourier_Mean_Climate,5,100,88.24,86.89,89.66,89.83,86.67
2011_2013,Landsat_Fourier_Mean_Climate,5,110,88.24,86.89,89.66,89.83,86.67
2011_2013,Landsat_Fourier_Mean_Climate,5,120,89.08,87.1,91.23,91.53,86.67
2011_2013,Landsat_Fourier_Mean_Climate,7,1,75.8,83.1,69.77,69.41,83.33
2011_2013,Landsat_Fourier_Mean_Climate,7,10,89.81,89.66,90.0,91.76,87.5
2011_2013,Landsat_Fourier_Mean_Climate,7,20,89.17,89.53,88.73,90.59,87.5
2011_2013,Landsat_Fourier_Mean_Climate,7,30,87.9,88.37,87.32,89.41,86.11
2011_2013,Landsat_Fourier_Mean_Climate,7,40,89.17,89.53,88.73,90.59,87.5
2011_2013,Landsat_Fourier_Mean_Climate,7,50,89.81,90.59,88.89,90.59,88.89
2011_2013,Landsat_Fourier_Mean_Climate,7,60,87.9,90.24,85.33,87.06,88.89
2011_2013,Landsat_Fourier_Mean_Climate,7,70,87.9,90.24,85.33,87.06,88.89
2011_2013,Landsat_Fourier_Mean_Climate,7,80,88.54,90.36,86.49,88.24,88.89
2011_2013,Landsat_Fourier_Mean_Climate,7,90,89.17,90.48,87.67,89.41,88.89
2011_2013,Landsat_Fourier_Mean_Climate,7,100,88.54,90.36,86.49,88.24,88.89
2011_2013,Landsat_Fourier_Mean_Climate,7,110,88.54,90.36,86.49,88.24,88.89
2011_2013,Landsat_Fourier_Mean_Climate,7,120,89.81,90.59,88.89,90.59,88.89
2011_2013,Landsat_Fourier_Mean_Climate,10,1,80.89,80.0,81.82,81.97,79.84
2011_2013,Landsat_Fourier_Mean_Climate,10,10,87.4,84.21,91.15,91.8,83.06
2011_2013,Landsat_Fourier_Mean_Climate,10,20,86.99,84.09,90.35,90.98,83.06
2011_2013,Landsat_Fourier_Mean_Climate,10,30,88.62,86.15,91.38,91.8,85.48
2011_2013,Landsat_Fourier_Mean_Climate,10,40,89.43,86.36,92.98,93.44,85.48
2011_2013,Landsat_Fourier_Mean_Climate,10,50,89.02,86.82,91.45,91.8,86.29
2011_2013,Landsat_Fourier_Mean_Climate,10,60,90.65,88.98,92.44,92.62,88.71
2011_2013,Landsat_Fourier_Mean_Climate,10,70,91.06,89.68,92.5,92.62,89.52
2011_2013,Landsat_Fourier_Mean_Climate,10,80,91.46,89.76,93.28,93.44,89.52
2011_2013,Landsat_Fourier_Mean_Climate,10,90,91.46,90.4,92.56,92.62,90.32
2011_2013,Landsat_Fourier_Mean_Climate,10,100,91.87,91.13,92.62,92.62,91.13
2011_2013,Landsat_Fourier_Mean_Climate,10,110,91.46,90.4,92.56,92.62,90.32
2011_2013,Landsat_Fourier_Mean_Climate,10,120,91.87,91.13,92.62,92.62,91.13
2011_2013,Landsat_Fourier_Mean_Climate,20,1,80.0,80.48,79.57,78.24,81.7
2011_2013,Landsat_Fourier_Mean_Climate,20,10,91.36,88.7,94.29,94.44,88.39
2011_2013,Landsat_Fourier_Mean_Climate,20,20,91.14,89.33,93.02,93.06,89.29
2011_2013,Landsat_Fourier_Mean_Climate,20,30,91.14,89.33,93.02,93.06,89.29
2011_2013,Landsat_Fourier_Mean_Climate,20,40,90.45,88.5,92.52,92.59,88.39
2011_2013,Landsat_Fourier_Mean_Climate,20,50,89.77,88.34,91.24,91.2,88.39
2011_2013,Landsat_Fourier_Mean_Climate,20,60,90.68,89.24,92.17,92.13,89.29
2011_2013,Landsat_Fourier_Mean_Climate,20,70,90.91,89.64,92.2,92.13,89.73
2011_2013,Landsat_Fourier_Mean_Climate,20,80,91.14,90.05,92.24,92.13,90.18
2011_2013,Landsat_Fourier_Mean_Climate,20,90,90.91,89.64,92.2,92.13,89.73
2011_2013,Landsat_Fourier_Mean_Climate,20,100,91.59,90.5,92.69,92.59,90.62
2011_2013,Landsat_Fourier_Mean_Climate,20,110,91.14,89.69,92.63,92.59,89.73
2011_2013,Landsat_Fourier_Mean_Climate,20,120,91.36,90.09,92.66,92.59,90.18
2011_2013,Landsat_Fourier_Mean_Climate,30,1,82.79,81.94,83.67,83.81,81.79
2011_2013,Landsat_Fourier_Mean_Climate,30,10,89.7,87.2,92.51,92.9,86.55
2011_2013,Landsat_Fourier_Mean_Climate,30,20,90.13,89.39,90.88,90.91,89.36
2011_2013,Landsat_Fourier_Mean_Climate,30,30,89.99,89.58,90.4,90.34,89.64
2011_2013,Landsat_Fourier_Mean_Climate,30,40,90.13,90.29,89.97,89.77,90.48
2011_2013,Landsat_Fourier_Mean_Climate,30,50,90.83,90.88,90.78,90.62,91.04
2011_2013,Landsat_Fourier_Mean_Climate,30,60,90.41,90.11,90.7,90.62,90.2
2011_2013,Landsat_Fourier_Mean_Climate,30,70,90.55,90.37,90.73,90.62,90.48
2011_2013,Landsat_Fourier_Mean_Climate,30,80,90.27,90.54,90.0,89.77,90.76
2011_2013,Landsat_Fourier_Mean_Climate,30,90,90.41,90.57,90.25,90.06,90.76
2011_2013,Landsat_Fourier_Mean_Climate,30,100,90.41,90.57,90.25,90.06,90.76
2011_2013,Landsat_Fourier_Mean_Climate,30,110,90.41,90.57,90.25,90.06,90.76
2011_2013,Landsat_Fourier_Mean_Climate,30,120,90.13,90.52,89.75,89.49,90.76
2011_2013,Landsat_Fourier_Mean_Climate,50,1,83.79,85.18,82.46,82.37,85.25
2011_2013,Landsat_Fourier_Mean_Climate,50,10,91.65,89.67,93.91,94.4,88.81
2011_2013,Landsat_Fourier_Mean_Climate,50,20,92.31,91.2,93.53,93.9,90.68
2011_2013,Landsat_Fourier_Mean_Climate,50,30,92.48,91.49,93.55,93.9,91.02
2011_2013,Landsat_Fourier_Mean_Climate,50,40,93.32,92.57,94.12,94.4,92.2
2011_2013,Landsat_Fourier_Mean_Climate,50,50,93.65,92.89,94.46,94.73,92.54
2011_2013,Landsat_Fourier_Mean_Climate,50,60,93.4,92.86,93.98,94.23,92.54
2011_2013,Landsat_Fourier_Mean_Climate,50,70,93.32,92.85,93.81,94.07,92.54
2011_2013,Landsat_Fourier_Mean_Climate,50,80,93.15,92.68,93.64,93.9,92.37
2011_2013,Landsat_Fourier_Mean_Climate,50,90,93.32,92.99,93.66,93.9,92.71
2011_2013,Landsat_Fourier_Mean_Climate,50,100,93.07,92.81,93.33,93.57,92.54
2011_2013,Landsat_Fourier_Mean_Climate,50,110,93.4,93.0,93.83,94.07,92.71
2011_2013,Landsat_Fourier_Mean_Climate,50,120,93.48,93.15,93.84,94.07,92.88
2011_2013,Landsat_Fourier_Mean_Climate,70,1,83.62,83.43,83.8,83.74,83.5
2011_2013,Landsat_Fourier_Mean_Climate,70,10,90.99,89.32,92.78,93.03,88.96
2011_2013,Landsat_Fourier_Mean_Climate,70,20,91.53,90.66,92.44,92.54,90.53
2011_2013,Landsat_Fourier_Mean_Climate,70,30,92.02,91.04,93.04,93.15,90.9
2011_2013,Landsat_Fourier_Mean_Climate,70,40,91.84,91.4,92.28,92.3,91.38
2011_2013,Landsat_Fourier_Mean_Climate,70,50,91.96,91.23,92.72,92.79,91.14
2011_2013,Landsat_Fourier_Mean_Climate,70,60,91.96,91.33,92.61,92.67,91.26
2011_2013,Landsat_Fourier_Mean_Climate,70,70,92.27,91.88,92.66,92.67,91.87
2011_2013,Landsat_Fourier_Mean_Climate,70,80,92.27,91.98,92.55,92.54,91.99
2011_2013,Landsat_Fourier_Mean_Climate,70,90,92.27,91.98,92.55,92.54,91.99
2011_2013,Landsat_Fourier_Mean_Climate,70,100,92.08,91.75,92.42,92.42,91.75
2011_2013,Landsat_Fourier_Mean_Climate,70,110,92.2,91.87,92.54,92.54,91.87
2011_2013,Landsat_Fourier_Mean_Climate,70,120,92.27,91.98,92.55,92.54,91.99
2011_2013,Landsat_Fourier_Mean_Climate,100,1,85.05,86.37,83.81,83.32,86.79
2011_2013,Landsat_Fourier_Mean_Climate,100,10,91.1,89.5,92.85,93.18,89.02
2011_2013,Landsat_Fourier_Mean_Climate,100,20,91.89,90.73,93.11,93.34,90.42
2011_2013,Landsat_Fourier_Mean_Climate,100,30,92.26,91.53,93.02,93.18,91.33
2011_2013,Landsat_Fourier_Mean_Climate,100,40,92.42,92.03,92.83,92.93,91.91
2011_2013,Landsat_Fourier_Mean_Climate,100,50,92.59,91.92,93.28,93.43,91.74
2011_2013,Landsat_Fourier_Mean_Climate,100,60,92.46,91.83,93.12,93.26,91.66
2011_2013,Landsat_Fourier_Mean_Climate,100,70,92.55,91.91,93.2,93.34,91.74
2011_2013,Landsat_Fourier_Mean_Climate,100,80,92.59,92.05,93.14,93.26,91.91
2011_2013,Landsat_Fourier_Mean_Climate,100,90,92.67,92.06,93.29,93.43,91.91
2011_2013,Landsat_Fourier_Mean_Climate,100,100,92.55,91.91,93.2,93.34,91.74
2011_2013,Landsat_Fourier_Mean_Climate,100,110,92.75,92.21,93.31,93.43,92.07
2011_2013,Landsat_Fourier_Mean_Climate,100,120,92.67,92.2,93.15,93.26,92.07
2011_2013,Landsat_Fourier_Mean_Terrain,1,1,76.19,70.0,81.82,77.78,75.0
2011_2013,Landsat_Fourier_Mean_Terrain,1,10,85.71,80.0,90.91,88.89,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,20,85.71,80.0,90.91,88.89,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,30,90.48,81.82,100.0,100.0,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,40,90.48,81.82,100.0,100.0,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,50,90.48,81.82,100.0,100.0,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,60,90.48,81.82,100.0,100.0,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,70,90.48,81.82,100.0,100.0,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,80,90.48,81.82,100.0,100.0,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,90,90.48,81.82,100.0,100.0,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,100,85.71,80.0,90.91,88.89,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,110,85.71,80.0,90.91,88.89,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,1,120,85.71,80.0,90.91,88.89,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,2,1,69.05,70.0,68.18,66.67,71.43
2011_2013,Landsat_Fourier_Mean_Terrain,2,10,76.19,73.91,78.95,80.95,71.43
2011_2013,Landsat_Fourier_Mean_Terrain,2,20,78.57,80.0,77.27,76.19,80.95
2011_2013,Landsat_Fourier_Mean_Terrain,2,30,78.57,77.27,80.0,80.95,76.19
2011_2013,Landsat_Fourier_Mean_Terrain,2,40,83.33,85.0,81.82,80.95,85.71
2011_2013,Landsat_Fourier_Mean_Terrain,2,50,80.95,80.95,80.95,80.95,80.95
2011_2013,Landsat_Fourier_Mean_Terrain,2,60,80.95,80.95,80.95,80.95,80.95
2011_2013,Landsat_Fourier_Mean_Terrain,2,70,83.33,85.0,81.82,80.95,85.71
2011_2013,Landsat_Fourier_Mean_Terrain,2,80,83.33,85.0,81.82,80.95,85.71
2011_2013,Landsat_Fourier_Mean_Terrain,2,90,85.71,85.71,85.71,85.71,85.71
2011_2013,Landsat_Fourier_Mean_Terrain,2,100,85.71,85.71,85.71,85.71,85.71
2011_2013,Landsat_Fourier_Mean_Terrain,2,110,85.71,85.71,85.71,85.71,85.71
2011_2013,Landsat_Fourier_Mean_Terrain,2,120,85.71,89.47,82.61,80.95,90.48
2011_2013,Landsat_Fourier_Mean_Terrain,3,1,76.19,82.05,71.11,71.11,82.05
2011_2013,Landsat_Fourier_Mean_Terrain,3,10,89.29,90.91,87.5,88.89,89.74
2011_2013,Landsat_Fourier_Mean_Terrain,3,20,89.29,92.86,85.71,86.67,92.31
2011_2013,Landsat_Fourier_Mean_Terrain,3,30,89.29,95.0,84.09,84.44,94.87
2011_2013,Landsat_Fourier_Mean_Terrain,3,40,91.67,95.24,88.1,88.89,94.87
2011_2013,Landsat_Fourier_Mean_Terrain,3,50,90.48,97.44,84.44,84.44,97.44
2011_2013,Landsat_Fourier_Mean_Terrain,3,60,90.48,97.44,84.44,84.44,97.44
2011_2013,Landsat_Fourier_Mean_Terrain,3,70,90.48,97.44,84.44,84.44,97.44
2011_2013,Landsat_Fourier_Mean_Terrain,3,80,90.48,97.44,84.44,84.44,97.44
2011_2013,Landsat_Fourier_Mean_Terrain,3,90,90.48,97.44,84.44,84.44,97.44
2011_2013,Landsat_Fourier_Mean_Terrain,3,100,90.48,97.44,84.44,84.44,97.44
2011_2013,Landsat_Fourier_Mean_Terrain,3,110,90.48,95.12,86.05,86.67,94.87
2011_2013,Landsat_Fourier_Mean_Terrain,3,120,91.67,97.5,86.36,86.67,97.44
2011_2013,Landsat_Fourier_Mean_Terrain,5,1,73.95,69.44,80.85,84.75,63.33
2011_2013,Landsat_Fourier_Mean_Terrain,5,10,86.55,82.09,92.31,93.22,80.0
2011_2013,Landsat_Fourier_Mean_Terrain,5,20,89.08,84.85,94.34,94.92,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,5,30,88.24,85.71,91.07,91.53,85.0
2011_2013,Landsat_Fourier_Mean_Terrain,5,40,89.92,87.3,92.86,93.22,86.67
2011_2013,Landsat_Fourier_Mean_Terrain,5,50,89.08,87.1,91.23,91.53,86.67
2011_2013,Landsat_Fourier_Mean_Terrain,5,60,89.92,86.15,94.44,94.92,85.0
2011_2013,Landsat_Fourier_Mean_Terrain,5,70,89.92,86.15,94.44,94.92,85.0
2011_2013,Landsat_Fourier_Mean_Terrain,5,80,89.92,86.15,94.44,94.92,85.0
2011_2013,Landsat_Fourier_Mean_Terrain,5,90,89.08,84.85,94.34,94.92,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,5,100,88.24,84.62,92.59,93.22,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,5,110,88.24,84.62,92.59,93.22,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,5,120,88.24,84.62,92.59,93.22,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,7,1,77.71,83.78,72.29,72.94,83.33
2011_2013,Landsat_Fourier_Mean_Terrain,7,10,89.81,90.59,88.89,90.59,88.89
2011_2013,Landsat_Fourier_Mean_Terrain,7,20,89.81,91.57,87.84,89.41,90.28
2011_2013,Landsat_Fourier_Mean_Terrain,7,30,90.45,91.67,89.04,90.59,90.28
2011_2013,Landsat_Fourier_Mean_Terrain,7,40,90.45,91.67,89.04,90.59,90.28
2011_2013,Landsat_Fourier_Mean_Terrain,7,50,90.45,91.67,89.04,90.59,90.28
2011_2013,Landsat_Fourier_Mean_Terrain,7,60,89.81,91.57,87.84,89.41,90.28
2011_2013,Landsat_Fourier_Mean_Terrain,7,70,89.81,91.57,87.84,89.41,90.28
2011_2013,Landsat_Fourier_Mean_Terrain,7,80,89.17,90.48,87.67,89.41,88.89
2011_2013,Landsat_Fourier_Mean_Terrain,7,90,89.81,90.59,88.89,90.59,88.89
2011_2013,Landsat_Fourier_Mean_Terrain,7,100,89.81,90.59,88.89,90.59,88.89
2011_2013,Landsat_Fourier_Mean_Terrain,7,110,89.81,90.59,88.89,90.59,88.89
2011_2013,Landsat_Fourier_Mean_Terrain,7,120,89.81,90.59,88.89,90.59,88.89
2011_2013,Landsat_Fourier_Mean_Terrain,10,1,80.89,80.49,81.3,81.15,80.65
2011_2013,Landsat_Fourier_Mean_Terrain,10,10,87.4,83.21,92.66,93.44,81.45
2011_2013,Landsat_Fourier_Mean_Terrain,10,20,89.02,86.82,91.45,91.8,86.29
2011_2013,Landsat_Fourier_Mean_Terrain,10,30,89.43,86.36,92.98,93.44,85.48
2011_2013,Landsat_Fourier_Mean_Terrain,10,40,90.24,87.12,93.86,94.26,86.29
2011_2013,Landsat_Fourier_Mean_Terrain,10,50,90.65,87.79,93.91,94.26,87.1
2011_2013,Landsat_Fourier_Mean_Terrain,10,60,90.65,87.79,93.91,94.26,87.1
2011_2013,Landsat_Fourier_Mean_Terrain,10,70,90.65,88.37,93.16,93.44,87.9
2011_2013,Landsat_Fourier_Mean_Terrain,10,80,90.65,88.37,93.16,93.44,87.9
2011_2013,Landsat_Fourier_Mean_Terrain,10,90,90.24,88.28,92.37,92.62,87.9
2011_2013,Landsat_Fourier_Mean_Terrain,10,100,90.24,88.28,92.37,92.62,87.9
2011_2013,Landsat_Fourier_Mean_Terrain,10,110,90.24,88.28,92.37,92.62,87.9
2011_2013,Landsat_Fourier_Mean_Terrain,10,120,90.24,88.28,92.37,92.62,87.9
2011_2013,Landsat_Fourier_Mean_Terrain,20,1,80.68,80.47,80.89,80.09,81.25
2011_2013,Landsat_Fourier_Mean_Terrain,20,10,90.0,87.39,92.86,93.06,87.05
2011_2013,Landsat_Fourier_Mean_Terrain,20,20,90.45,88.16,92.92,93.06,87.95
2011_2013,Landsat_Fourier_Mean_Terrain,20,30,90.68,88.55,92.96,93.06,88.39
2011_2013,Landsat_Fourier_Mean_Terrain,20,40,90.68,88.89,92.56,92.59,88.84
2011_2013,Landsat_Fourier_Mean_Terrain,20,50,90.45,88.84,92.13,92.13,88.84
2011_2013,Landsat_Fourier_Mean_Terrain,20,60,90.45,88.84,92.13,92.13,88.84
2011_2013,Landsat_Fourier_Mean_Terrain,20,70,90.68,88.89,92.56,92.59,88.84
2011_2013,Landsat_Fourier_Mean_Terrain,20,80,90.91,89.29,92.59,92.59,89.29
2011_2013,Landsat_Fourier_Mean_Terrain,20,90,90.68,88.89,92.56,92.59,88.84
2011_2013,Landsat_Fourier_Mean_Terrain,20,100,90.45,88.84,92.13,92.13,88.84
2011_2013,Landsat_Fourier_Mean_Terrain,20,110,90.68,89.24,92.17,92.13,89.29
2011_2013,Landsat_Fourier_Mean_Terrain,20,120,90.45,89.55,91.36,91.2,89.73
2011_2013,Landsat_Fourier_Mean_Terrain,30,1,83.78,84.15,83.43,82.95,84.59
2011_2013,Landsat_Fourier_Mean_Terrain,30,10,88.86,87.6,90.17,90.34,87.39
2011_2013,Landsat_Fourier_Mean_Terrain,30,20,90.13,89.39,90.88,90.91,89.36
2011_2013,Landsat_Fourier_Mean_Terrain,30,30,90.27,89.42,91.14,91.19,89.36
2011_2013,Landsat_Fourier_Mean_Terrain,30,40,89.99,88.71,91.33,91.48,88.52
2011_2013,Landsat_Fourier_Mean_Terrain,30,50,89.56,88.61,90.54,90.62,88.52
2011_2013,Landsat_Fourier_Mean_Terrain,30,60,89.84,88.67,91.07,91.19,88.52
2011_2013,Landsat_Fourier_Mean_Terrain,30,70,89.7,88.64,90.8,90.91,88.52
2011_2013,Landsat_Fourier_Mean_Terrain,30,80,89.84,88.89,90.83,90.91,88.8
2011_2013,Landsat_Fourier_Mean_Terrain,30,90,89.84,88.89,90.83,90.91,88.8
2011_2013,Landsat_Fourier_Mean_Terrain,30,100,89.7,88.86,90.57,90.62,88.8
2011_2013,Landsat_Fourier_Mean_Terrain,30,110,89.56,88.61,90.54,90.62,88.52
2011_2013,Landsat_Fourier_Mean_Terrain,30,120,89.7,89.08,90.34,90.34,89.08
2011_2013,Landsat_Fourier_Mean_Terrain,50,1,84.21,87.46,81.38,80.4,88.14
2011_2013,Landsat_Fourier_Mean_Terrain,50,10,90.31,89.28,91.43,91.93,88.64
2011_2013,Landsat_Fourier_Mean_Terrain,50,20,91.81,91.38,92.27,92.59,91.02
2011_2013,Landsat_Fourier_Mean_Terrain,50,30,92.06,91.56,92.6,92.92,91.19
2011_2013,Landsat_Fourier_Mean_Terrain,50,40,92.31,91.47,93.23,93.57,91.02
2011_2013,Landsat_Fourier_Mean_Terrain,50,50,92.48,91.63,93.4,93.74,91.19
2011_2013,Landsat_Fourier_Mean_Terrain,50,60,92.65,91.79,93.58,93.9,91.36
2011_2013,Landsat_Fourier_Mean_Terrain,50,70,92.65,92.2,93.13,93.41,91.86
2011_2013,Landsat_Fourier_Mean_Terrain,50,80,92.82,92.5,93.15,93.41,92.2
2011_2013,Landsat_Fourier_Mean_Terrain,50,90,92.98,92.8,93.17,93.41,92.54
2011_2013,Landsat_Fourier_Mean_Terrain,50,100,92.82,92.78,92.86,93.08,92.54
2011_2013,Landsat_Fourier_Mean_Terrain,50,110,92.73,92.76,92.7,92.92,92.54
2011_2013,Landsat_Fourier_Mean_Terrain,50,120,92.73,92.62,92.84,93.08,92.37
2011_2013,Landsat_Fourier_Mean_Terrain,70,1,84.96,85.12,84.8,84.6,85.32
2011_2013,Landsat_Fourier_Mean_Terrain,70,10,90.62,88.07,93.51,93.89,87.38
2011_2013,Landsat_Fourier_Mean_Terrain,70,20,91.29,89.66,93.05,93.28,89.32
2011_2013,Landsat_Fourier_Mean_Terrain,70,30,91.23,89.55,93.04,93.28,89.2
2011_2013,Landsat_Fourier_Mean_Terrain,70,40,91.78,90.61,93.01,93.15,90.41
2011_2013,Landsat_Fourier_Mean_Terrain,70,50,91.6,90.28,92.98,93.15,90.05
2011_2013,Landsat_Fourier_Mean_Terrain,70,60,91.53,90.18,92.97,93.15,89.93
2011_2013,Landsat_Fourier_Mean_Terrain,70,70,91.6,90.09,93.2,93.4,89.81
2011_2013,Landsat_Fourier_Mean_Terrain,70,80,91.35,89.95,92.84,93.03,89.68
2011_2013,Landsat_Fourier_Mean_Terrain,70,90,91.35,90.14,92.62,92.79,89.93
2011_2013,Landsat_Fourier_Mean_Terrain,70,100,91.6,90.38,92.88,93.03,90.17
2011_2013,Landsat_Fourier_Mean_Terrain,70,110,91.53,90.18,92.97,93.15,89.93
2011_2013,Landsat_Fourier_Mean_Terrain,70,120,91.72,90.5,93.0,93.15,90.29
2011_2013,Landsat_Fourier_Mean_Terrain,100,1,84.93,86.03,83.88,83.48,86.37
2011_2013,Landsat_Fourier_Mean_Terrain,100,10,91.23,90.16,92.36,92.6,89.84
2011_2013,Landsat_Fourier_Mean_Terrain,100,20,91.8,90.53,93.17,93.43,90.17
2011_2013,Landsat_Fourier_Mean_Terrain,100,30,91.68,90.83,92.57,92.77,90.59
2011_2013,Landsat_Fourier_Mean_Terrain,100,40,92.13,91.44,92.86,93.02,91.25
2011_2013,Landsat_Fourier_Mean_Terrain,100,50,92.3,91.73,92.88,93.02,91.58
2011_2013,Landsat_Fourier_Mean_Terrain,100,60,92.34,91.67,93.03,93.18,91.49
2011_2013,Landsat_Fourier_Mean_Terrain,100,70,92.3,91.8,92.81,92.93,91.66
