Year,Combo,Percent,Tree,Overall_ACC,Precisioin_non_built,Precisioin_built,Recall_non_built,Recall_built
2017_2019,Landsat,30,60,86.56,84.9,88.1,86.88,86.27
2017_2019,Landsat,30,70,85.87,83.9,87.73,86.59,85.23
2017_2019,Landsat,30,80,86.42,84.66,88.06,86.88,86.01
2017_2019,Landsat,30,90,86.15,84.38,87.8,86.59,85.75
2017_2019,Landsat,30,100,86.15,84.38,87.8,86.59,85.75
2017_2019,Landsat,30,110,86.15,83.99,88.2,87.17,85.23
2017_2019,Landsat,30,120,86.15,84.18,88.0,86.88,85.49
2017_2019,Landsat,50,1,79.59,79.82,79.37,78.43,80.71
2017_2019,Landsat,50,10,85.59,83.86,87.43,87.65,83.59
2017_2019,Landsat,50,20,85.51,84.18,86.89,86.96,84.09
2017_2019,Landsat,50,30,85.42,84.03,86.87,86.96,83.93
2017_2019,Landsat,50,40,85.85,84.75,86.98,86.96,84.77
2017_2019,Landsat,50,50,85.68,84.69,86.68,86.61,84.77
2017_2019,Landsat,50,60,85.68,84.81,86.55,86.43,84.94
2017_2019,Landsat,50,70,85.68,85.05,86.3,86.09,85.28
2017_2019,Landsat,50,80,85.68,85.29,86.05,85.74,85.62
2017_2019,Landsat,50,90,85.51,85.24,85.76,85.39,85.62
2017_2019,Landsat,50,100,85.85,85.34,86.35,86.09,85.62
2017_2019,Landsat,50,110,85.51,85.24,85.76,85.39,85.62
2017_2019,Landsat,50,120,85.76,85.32,86.2,85.91,85.62
2017_2019,Landsat,70,1,78.92,81.11,77.11,74.47,83.21
2017_2019,Landsat,70,10,85.62,84.03,87.28,87.36,83.93
2017_2019,Landsat,70,20,85.86,84.85,86.89,86.74,85.01
2017_2019,Landsat,70,30,85.8,85.09,86.51,86.25,85.37
2017_2019,Landsat,70,40,86.35,85.85,86.84,86.49,86.21
2017_2019,Landsat,70,50,86.41,85.87,86.94,86.62,86.21
2017_2019,Landsat,70,60,86.47,85.98,86.96,86.62,86.33
2017_2019,Landsat,70,70,86.17,85.71,86.61,86.25,86.09
2017_2019,Landsat,70,80,86.41,85.87,86.94,86.62,86.21
2017_2019,Landsat,70,90,86.53,85.91,87.15,86.86,86.21
2017_2019,Landsat,70,100,86.23,85.56,86.89,86.62,85.85
2017_2019,Landsat,70,110,86.29,85.66,86.91,86.62,85.97
2017_2019,Landsat,70,120,86.23,85.64,86.8,86.49,85.97
2017_2019,Landsat,100,1,79.65,80.0,79.32,78.58,80.7
2017_2019,Landsat,100,10,85.71,83.87,87.71,88.11,83.35
2017_2019,Landsat,100,20,86.04,84.63,87.53,87.77,84.34
2017_2019,Landsat,100,30,86.17,85.24,87.12,87.18,85.17
2017_2019,Landsat,100,40,86.38,85.6,87.17,87.18,85.58
2017_2019,Landsat,100,50,86.38,85.6,87.17,87.18,85.58
2017_2019,Landsat,100,60,86.34,86.0,86.67,86.51,86.16
2017_2019,Landsat,100,70,86.34,86.18,86.48,86.26,86.41
2017_2019,Landsat,100,80,86.34,86.0,86.67,86.51,86.16
2017_2019,Landsat,100,90,86.38,86.07,86.68,86.51,86.25
2017_2019,Landsat,100,100,86.5,86.23,86.77,86.59,86.41
2017_2019,Landsat,100,110,86.67,86.52,86.82,86.59,86.74
2017_2019,Landsat,100,120,86.63,86.51,86.74,86.51,86.74
2017_2019,Fourier,1,1,62.5,58.33,66.67,63.64,61.54
2017_2019,Fourier,1,10,75.0,69.23,81.82,81.82,69.23
2017_2019,Fourier,1,20,75.0,69.23,81.82,81.82,69.23
2017_2019,Fourier,1,30,79.17,71.43,90.0,90.91,69.23
2017_2019,Fourier,1,40,70.83,66.67,75.0,72.73,69.23
2017_2019,Fourier,1,50,75.0,69.23,81.82,81.82,69.23
2017_2019,Fourier,1,60,79.17,71.43,90.0,90.91,69.23
2017_2019,Fourier,1,70,79.17,71.43,90.0,90.91,69.23
2017_2019,Fourier,1,80,75.0,69.23,81.82,81.82,69.23
2017_2019,Fourier,1,90,79.17,75.0,83.33,81.82,76.92
2017_2019,Fourier,1,100,79.17,75.0,83.33,81.82,76.92
2017_2019,Fourier,1,110,79.17,75.0,83.33,81.82,76.92
2017_2019,Fourier,1,120,79.17,75.0,83.33,81.82,76.92
2017_2019,Fourier,2,1,67.24,66.67,67.86,68.97,65.52
2017_2019,Fourier,2,10,79.31,77.42,81.48,82.76,75.86
2017_2019,Fourier,2,20,79.31,75.76,84.0,86.21,72.41
2017_2019,Fourier,2,30,81.03,78.12,84.62,86.21,75.86
2017_2019,Fourier,2,40,81.03,76.47,87.5,89.66,72.41
2017_2019,Fourier,2,50,81.03,78.12,84.62,86.21,75.86
2017_2019,Fourier,2,60,77.59,75.0,80.77,82.76,72.41
2017_2019,Fourier,2,70,79.31,75.76,84.0,86.21,72.41
2017_2019,Fourier,2,80,81.03,78.12,84.62,86.21,75.86
2017_2019,Fourier,2,90,81.03,78.12,84.62,86.21,75.86
2017_2019,Fourier,2,100,79.31,75.76,84.0,86.21,72.41
2017_2019,Fourier,2,110,79.31,77.42,81.48,82.76,75.86
2017_2019,Fourier,2,120,81.03,78.12,84.62,86.21,75.86
2017_2019,Fourier,3,1,65.38,58.7,75.0,77.14,55.81
2017_2019,Fourier,3,10,76.92,77.42,76.6,68.57,83.72
2017_2019,Fourier,3,20,73.08,73.33,72.92,62.86,81.4
2017_2019,Fourier,3,30,75.64,75.0,76.09,68.57,81.4
2017_2019,Fourier,3,40,74.36,74.19,74.47,65.71,81.4
2017_2019,Fourier,3,50,75.64,73.53,77.27,71.43,79.07
2017_2019,Fourier,3,60,75.64,73.53,77.27,71.43,79.07
2017_2019,Fourier,3,70,75.64,73.53,77.27,71.43,79.07
2017_2019,Fourier,3,80,75.64,73.53,77.27,71.43,79.07
2017_2019,Fourier,3,90,74.36,72.73,75.56,68.57,79.07
2017_2019,Fourier,3,100,75.64,73.53,77.27,71.43,79.07
2017_2019,Fourier,3,110,75.64,73.53,77.27,71.43,79.07
2017_2019,Fourier,3,120,76.92,75.76,77.78,71.43,81.4
2017_2019,Fourier,5,1,70.37,71.74,69.35,63.46,76.79
2017_2019,Fourier,5,10,81.48,79.63,83.33,82.69,80.36
2017_2019,Fourier,5,20,83.33,82.69,83.93,82.69,83.93
2017_2019,Fourier,5,30,82.41,81.13,83.64,82.69,82.14
2017_2019,Fourier,5,40,83.33,81.48,85.19,84.62,82.14
2017_2019,Fourier,5,50,81.48,80.77,82.14,80.77,82.14
2017_2019,Fourier,5,60,78.7,79.59,77.97,75.0,82.14
2017_2019,Fourier,5,70,80.56,80.39,80.7,78.85,82.14
2017_2019,Fourier,5,80,80.56,80.39,80.7,78.85,82.14
2017_2019,Fourier,5,90,81.48,82.0,81.03,78.85,83.93
2017_2019,Fourier,5,100,80.56,81.63,79.66,76.92,83.93
2017_2019,Fourier,5,110,79.63,81.25,78.33,75.0,83.93
2017_2019,Fourier,5,120,82.41,82.35,82.46,80.77,83.93
2017_2019,Fourier,7,1,81.71,81.08,82.22,78.95,84.09
2017_2019,Fourier,7,10,83.54,78.16,89.61,89.47,78.41
2017_2019,Fourier,7,20,85.98,82.72,89.16,88.16,84.09
2017_2019,Fourier,7,30,86.59,83.75,89.29,88.16,85.23
2017_2019,Fourier,7,40,87.2,84.81,89.41,88.16,86.36
2017_2019,Fourier,7,50,87.2,83.95,90.36,89.47,85.23
2017_2019,Fourier,7,60,87.8,85.0,90.48,89.47,86.36
2017_2019,Fourier,7,70,87.8,84.15,91.46,90.79,85.23
2017_2019,Fourier,7,80,87.2,83.95,90.36,89.47,85.23
2017_2019,Fourier,7,90,87.2,83.95,90.36,89.47,85.23
2017_2019,Fourier,7,100,87.2,83.95,90.36,89.47,85.23
2017_2019,Fourier,7,110,87.2,83.95,90.36,89.47,85.23
2017_2019,Fourier,7,120,87.2,83.95,90.36,89.47,85.23
2017_2019,Fourier,10,1,77.73,73.85,82.41,83.48,72.36
2017_2019,Fourier,10,10,81.93,76.09,90.0,91.3,73.17
2017_2019,Fourier,10,20,82.77,77.21,90.2,91.3,74.8
2017_2019,Fourier,10,30,84.03,78.1,92.08,93.04,75.61
2017_2019,Fourier,10,40,84.03,78.1,92.08,93.04,75.61
2017_2019,Fourier,10,50,83.19,76.98,91.92,93.04,73.98
2017_2019,Fourier,10,60,83.61,77.54,92.0,93.04,74.8
2017_2019,Fourier,10,70,83.19,76.98,91.92,93.04,73.98
2017_2019,Fourier,10,80,84.03,78.1,92.08,93.04,75.61
2017_2019,Fourier,10,90,83.19,77.78,90.29,91.3,75.61
2017_2019,Fourier,10,100,84.03,78.1,92.08,93.04,75.61
2017_2019,Fourier,10,110,83.61,77.94,91.18,92.17,75.61
2017_2019,Fourier,10,120,83.61,77.94,91.18,92.17,75.61
2017_2019,Fourier,20,1,77.25,73.14,81.3,79.37,75.47
2017_2019,Fourier,20,10,81.97,76.06,88.65,88.34,76.6
2017_2019,Fourier,20,20,85.04,80.49,89.67,88.79,81.89
2017_2019,Fourier,20,30,85.04,80.74,89.34,88.34,82.26
2017_2019,Fourier,20,40,85.66,80.97,90.46,89.69,82.26
2017_2019,Fourier,20,50,86.07,81.63,90.53,89.69,83.02
2017_2019,Fourier,20,60,86.48,82.04,90.95,90.13,83.4
2017_2019,Fourier,20,70,87.09,82.79,91.39,90.58,84.15
2017_2019,Fourier,20,80,86.68,82.38,90.98,90.13,83.77
2017_2019,Fourier,20,90,86.27,81.71,90.91,90.13,83.02
2017_2019,Fourier,20,100,86.27,81.71,90.91,90.13,83.02
2017_2019,Fourier,20,110,86.07,81.63,90.53,89.69,83.02
2017_2019,Fourier,20,120,86.07,81.89,90.2,89.24,83.4
2017_2019,Fourier,30,1,82.72,80.56,84.76,83.38,82.12
2017_2019,Fourier,30,10,88.07,84.41,91.88,91.55,84.97
2017_2019,Fourier,30,20,89.99,87.29,92.64,92.13,88.08
2017_2019,Fourier,30,30,89.99,87.29,92.64,92.13,88.08
2017_2019,Fourier,30,40,89.57,86.98,92.12,91.55,87.82
2017_2019,Fourier,30,50,89.71,87.43,91.91,91.25,88.34
2017_2019,Fourier,30,60,89.85,87.47,92.16,91.55,88.34
2017_2019,Fourier,30,70,89.85,87.26,92.39,91.84,88.08
2017_2019,Fourier,30,80,89.99,87.71,92.18,91.55,88.6
2017_2019,Fourier,30,90,89.99,87.5,92.41,91.84,88.34
2017_2019,Fourier,30,100,89.85,87.47,92.16,91.55,88.34
2017_2019,Fourier,30,110,89.57,87.19,91.89,91.25,88.08
2017_2019,Fourier,30,120,90.12,87.96,92.2,91.55,88.86
2017_2019,Fourier,50,1,78.73,78.94,78.54,77.57,79.86
2017_2019,Fourier,50,10,85.68,83.22,88.41,88.87,82.57
2017_2019,Fourier,50,20,88.77,86.51,91.22,91.48,86.13
2017_2019,Fourier,50,30,89.28,87.25,91.46,91.65,86.97
2017_2019,Fourier,50,40,89.28,87.01,91.76,92.0,86.63
2017_2019,Fourier,50,50,89.62,87.58,91.81,92.0,87.31
2017_2019,Fourier,50,60,89.45,87.54,91.49,91.65,87.31
2017_2019,Fourier,50,70,89.28,87.38,91.31,91.48,87.14
2017_2019,Fourier,50,80,89.37,87.4,91.47,91.65,87.14
2017_2019,Fourier,50,90,88.94,87.29,90.67,90.78,87.14
2017_2019,Fourier,50,100,89.62,88.09,91.23,91.3,87.99
2017_2019,Fourier,50,110,89.02,87.44,90.69,90.78,87.31
2017_2019,Fourier,50,120,89.02,87.19,90.97,91.13,86.97
2017_2019,Fourier,70,1,80.32,79.3,81.35,81.16,79.5
2017_2019,Fourier,70,10,87.63,84.63,91.03,91.45,83.93
2017_2019,Fourier,70,20,88.48,86.44,90.67,90.83,86.21
2017_2019,Fourier,70,30,88.91,86.98,90.95,91.08,86.81
2017_2019,Fourier,70,40,89.03,87.37,90.77,90.83,87.29
2017_2019,Fourier,70,50,89.52,87.93,91.17,91.2,87.89
2017_2019,Fourier,70,60,89.27,87.88,90.72,90.71,87.89
2017_2019,Fourier,70,70,89.64,87.96,91.4,91.45,87.89
2017_2019,Fourier,70,80,89.21,87.5,91.01,91.08,87.41
2017_2019,Fourier,70,90,89.46,87.83,91.16,91.2,87.77
2017_2019,Fourier,70,100,89.4,87.81,91.04,91.08,87.77
2017_2019,Fourier,70,110,89.4,87.72,91.15,91.2,87.65
2017_2019,Fourier,70,120,89.34,87.71,91.03,91.08,87.65
2017_2019,Fourier,100,1,79.98,80.14,79.84,79.26,80.7
2017_2019,Fourier,100,10,88.51,86.65,90.52,90.81,86.25
2017_2019,Fourier,100,20,88.8,87.02,90.72,90.98,86.66
2017_2019,Fourier,100,30,89.39,88.13,90.69,90.81,87.99
2017_2019,Fourier,100,40,89.51,88.67,90.37,90.39,88.65
2017_2019,Fourier,100,50,89.47,88.72,90.23,90.22,88.73
2017_2019,Fourier,100,60,89.64,88.82,90.46,90.47,88.82
2017_2019,Fourier,100,70,89.59,88.88,90.32,90.3,88.9
2017_2019,Fourier,100,80,89.47,88.6,90.36,90.39,88.57
2017_2019,Fourier,100,90,89.59,89.01,90.18,90.13,89.06
2017_2019,Fourier,100,100,89.55,88.94,90.18,90.13,88.98
2017_2019,Fourier,100,110,89.51,88.86,90.17,90.13,88.9
2017_2019,Fourier,100,120,89.76,89.18,90.35,90.3,89.23
2017_2019,Landsat_Fourier,1,1,70.83,66.67,75.0,72.73,69.23
2017_2019,Landsat_Fourier,1,10,79.17,75.0,83.33,81.82,76.92
2017_2019,Landsat_Fourier,1,20,70.83,66.67,75.0,72.73,69.23
2017_2019,Landsat_Fourier,1,30,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,40,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,50,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,60,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,70,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,80,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,90,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,100,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,110,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,1,120,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier,2,1,81.03,82.14,80.0,79.31,82.76
2017_2019,Landsat_Fourier,2,10,77.59,75.0,80.77,82.76,72.41
2017_2019,Landsat_Fourier,2,20,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,30,84.48,81.25,88.46,89.66,79.31
2017_2019,Landsat_Fourier,2,40,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,50,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,60,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,70,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,80,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,90,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,100,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,110,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,2,120,82.76,80.65,85.19,86.21,79.31
2017_2019,Landsat_Fourier,3,1,74.36,69.23,79.49,77.14,72.09
2017_2019,Landsat_Fourier,3,10,74.36,68.29,81.08,80.0,69.77
2017_2019,Landsat_Fourier,3,20,73.08,67.5,78.95,77.14,69.77
2017_2019,Landsat_Fourier,3,30,73.08,67.5,78.95,77.14,69.77
2017_2019,Landsat_Fourier,3,40,73.08,67.5,78.95,77.14,69.77
2017_2019,Landsat_Fourier,3,50,71.79,65.85,78.38,77.14,67.44
2017_2019,Landsat_Fourier,3,60,71.79,65.85,78.38,77.14,67.44
2017_2019,Landsat_Fourier,3,70,71.79,65.85,78.38,77.14,67.44
2017_2019,Landsat_Fourier,3,80,71.79,65.85,78.38,77.14,67.44
2017_2019,Landsat_Fourier,3,90,73.08,66.67,80.56,80.0,67.44
2017_2019,Landsat_Fourier,3,100,75.64,69.05,83.33,82.86,69.77
2017_2019,Landsat_Fourier,3,110,74.36,67.44,82.86,82.86,67.44
2017_2019,Landsat_Fourier,3,120,73.08,66.67,80.56,80.0,67.44
2017_2019,Landsat_Fourier,5,1,87.96,91.49,85.25,82.69,92.86
2017_2019,Landsat_Fourier,5,10,88.89,84.48,94.0,94.23,83.93
2017_2019,Landsat_Fourier,5,20,87.96,85.45,90.57,90.38,85.71
2017_2019,Landsat_Fourier,5,30,89.81,87.27,92.45,92.31,87.5
2017_2019,Landsat_Fourier,5,40,90.74,87.5,94.23,94.23,87.5
2017_2019,Landsat_Fourier,5,50,90.74,87.5,94.23,94.23,87.5
2017_2019,Landsat_Fourier,5,60,89.81,87.27,92.45,92.31,87.5
2017_2019,Landsat_Fourier,5,70,90.74,88.89,92.59,92.31,89.29
2017_2019,Landsat_Fourier,5,80,89.81,87.27,92.45,92.31,87.5
2017_2019,Landsat_Fourier,5,90,89.81,87.27,92.45,92.31,87.5
2017_2019,Landsat_Fourier,5,100,90.74,88.89,92.59,92.31,89.29
2017_2019,Landsat_Fourier,5,110,89.81,87.27,92.45,92.31,87.5
2017_2019,Landsat_Fourier,5,120,90.74,88.89,92.59,92.31,89.29
2017_2019,Landsat_Fourier,7,1,81.1,81.69,80.65,76.32,85.23
2017_2019,Landsat_Fourier,7,10,86.59,85.53,87.5,85.53,87.5
2017_2019,Landsat_Fourier,7,20,85.98,85.33,86.52,84.21,87.5
2017_2019,Landsat_Fourier,7,30,85.37,85.14,85.56,82.89,87.5
2017_2019,Landsat_Fourier,7,40,87.2,85.71,88.51,86.84,87.5
2017_2019,Landsat_Fourier,7,50,87.2,84.81,89.41,88.16,86.36
2017_2019,Landsat_Fourier,7,60,87.2,85.71,88.51,86.84,87.5
2017_2019,Landsat_Fourier,7,70,85.37,85.14,85.56,82.89,87.5
2017_2019,Landsat_Fourier,7,80,85.98,86.3,85.71,82.89,88.64
2017_2019,Landsat_Fourier,7,90,86.59,86.49,86.67,84.21,88.64
2017_2019,Landsat_Fourier,7,100,85.37,85.14,85.56,82.89,87.5
2017_2019,Landsat_Fourier,7,110,85.37,85.14,85.56,82.89,87.5
2017_2019,Landsat_Fourier,7,120,84.76,84.93,84.62,81.58,87.5
2017_2019,Landsat_Fourier,10,1,81.93,81.03,82.79,81.74,82.11
2017_2019,Landsat_Fourier,10,10,88.24,84.8,92.04,92.17,84.55
2017_2019,Landsat_Fourier,10,20,89.5,85.16,94.55,94.78,84.55
2017_2019,Landsat_Fourier,10,30,89.08,85.04,93.69,93.91,84.55
2017_2019,Landsat_Fourier,10,40,89.08,84.5,94.5,94.78,83.74
2017_2019,Landsat_Fourier,10,50,87.82,83.59,92.73,93.04,82.93
2017_2019,Landsat_Fourier,10,60,88.24,83.72,93.58,93.91,82.93
2017_2019,Landsat_Fourier,10,70,88.24,84.25,92.79,93.04,83.74
2017_2019,Landsat_Fourier,10,80,87.82,83.08,93.52,93.91,82.11
2017_2019,Landsat_Fourier,10,90,87.82,83.59,92.73,93.04,82.93
2017_2019,Landsat_Fourier,10,100,87.82,83.59,92.73,93.04,82.93
2017_2019,Landsat_Fourier,10,110,88.24,83.72,93.58,93.91,82.93
2017_2019,Landsat_Fourier,10,120,88.24,83.72,93.58,93.91,82.93
2017_2019,Landsat_Fourier,20,1,78.69,75.98,81.08,78.03,79.25
2017_2019,Landsat_Fourier,20,10,87.09,81.75,92.8,92.38,82.64
2017_2019,Landsat_Fourier,20,20,87.3,82.59,92.12,91.48,83.77
2017_2019,Landsat_Fourier,20,30,87.7,83.27,92.18,91.48,84.53
2017_2019,Landsat_Fourier,20,40,87.91,83.61,92.21,91.48,84.91
2017_2019,Landsat_Fourier,20,50,88.32,83.74,92.98,92.38,84.91
2017_2019,Landsat_Fourier,20,60,88.32,83.74,92.98,92.38,84.91
2017_2019,Landsat_Fourier,20,70,88.11,83.4,92.95,92.38,84.53
2017_2019,Landsat_Fourier,20,80,88.11,83.13,93.31,92.83,84.15
2017_2019,Landsat_Fourier,20,90,88.11,83.4,92.95,92.38,84.53
2017_2019,Landsat_Fourier,20,100,88.52,83.81,93.36,92.83,84.91
2017_2019,Landsat_Fourier,20,110,88.52,84.08,93.0,92.38,85.28
2017_2019,Landsat_Fourier,20,120,88.73,84.43,93.03,92.38,85.66
2017_2019,Landsat_Fourier,30,1,85.73,83.66,87.7,86.59,84.97
2017_2019,Landsat_Fourier,30,10,91.77,89.86,93.58,93.0,90.67
2017_2019,Landsat_Fourier,30,20,91.91,90.57,93.14,92.42,91.45
2017_2019,Landsat_Fourier,30,30,91.77,90.54,92.89,92.13,91.45
2017_2019,Landsat_Fourier,30,40,91.91,90.34,93.37,92.71,91.19
2017_2019,Landsat_Fourier,30,50,92.18,91.33,92.95,92.13,92.23
