Year,Combo,Percent,Tree,Overall_ACC,Precisioin_non_built,Precisioin_built,Recall_non_built,Recall_built
2017_2019,Landsat_Fourier_Mean,20,40,88.4,86.52,89.92,87.38,89.22
2017_2019,Landsat_Fourier_Mean,20,50,89.01,87.28,90.41,87.97,89.84
2017_2019,Landsat_Fourier_Mean,20,60,89.28,87.35,90.84,88.56,89.84
2017_2019,Landsat_Fourier_Mean,20,70,88.75,86.77,90.36,87.97,89.38
2017_2019,Landsat_Fourier_Mean,20,80,88.58,86.58,90.21,87.77,89.22
2017_2019,Landsat_Fourier_Mean,20,90,88.93,87.11,90.39,87.97,89.69
2017_2019,Landsat_Fourier_Mean,20,100,89.28,87.8,90.45,87.97,90.31
2017_2019,Landsat_Fourier_Mean,20,110,89.1,87.6,90.3,87.77,90.16
2017_2019,Landsat_Fourier_Mean,20,120,89.45,88.29,90.36,87.77,90.78
2017_2019,Landsat_Fourier_Mean,30,1,79.18,75.84,82.01,78.06,80.08
2017_2019,Landsat_Fourier_Mean,30,10,86.67,82.26,90.79,89.29,84.58
2017_2019,Landsat_Fourier_Mean,30,20,87.58,84.83,89.92,87.76,87.44
2017_2019,Landsat_Fourier_Mean,30,30,87.58,85.36,89.42,86.99,88.05
2017_2019,Landsat_Fourier_Mean,30,40,88.09,86.61,89.27,86.61,89.27
2017_2019,Landsat_Fourier_Mean,30,50,88.2,86.55,89.54,86.99,89.17
2017_2019,Landsat_Fourier_Mean,30,60,88.54,87.21,89.6,86.99,89.79
2017_2019,Landsat_Fourier_Mean,30,70,88.37,86.88,89.57,86.99,89.48
2017_2019,Landsat_Fourier_Mean,30,80,88.49,87.01,89.67,87.12,89.58
2017_2019,Landsat_Fourier_Mean,30,90,88.09,86.7,89.19,86.48,89.38
2017_2019,Landsat_Fourier_Mean,30,100,88.2,86.73,89.38,86.73,89.38
2017_2019,Landsat_Fourier_Mean,30,110,88.43,86.99,89.58,86.99,89.58
2017_2019,Landsat_Fourier_Mean,30,120,88.66,87.24,89.79,87.24,89.79
2017_2019,Landsat_Fourier_Mean,50,1,81.49,78.42,84.14,81.05,81.85
2017_2019,Landsat_Fourier_Mean,50,10,88.63,84.13,92.96,92.01,85.87
2017_2019,Landsat_Fourier_Mean,50,20,89.34,85.73,92.66,91.48,87.61
2017_2019,Landsat_Fourier_Mean,50,30,89.34,86.25,92.11,90.72,88.23
2017_2019,Landsat_Fourier_Mean,50,40,89.52,86.25,92.46,91.17,88.17
2017_2019,Landsat_Fourier_Mean,50,50,89.55,86.31,92.47,91.17,88.23
2017_2019,Landsat_Fourier_Mean,50,60,89.96,86.85,92.75,91.48,88.72
2017_2019,Landsat_Fourier_Mean,50,70,89.96,86.9,92.69,91.4,88.79
2017_2019,Landsat_Fourier_Mean,50,80,89.99,87.07,92.59,91.25,88.97
2017_2019,Landsat_Fourier_Mean,50,90,89.86,86.87,92.51,91.17,88.79
2017_2019,Landsat_Fourier_Mean,50,100,89.99,87.07,92.59,91.25,88.97
2017_2019,Landsat_Fourier_Mean,50,110,89.86,86.77,92.62,91.32,88.66
2017_2019,Landsat_Fourier_Mean,50,120,89.86,86.71,92.68,91.4,88.6
2017_2019,Landsat_Fourier_Mean,70,1,81.71,81.65,81.75,77.16,85.5
2017_2019,Landsat_Fourier_Mean,70,10,87.2,84.84,89.28,87.51,86.93
2017_2019,Landsat_Fourier_Mean,70,20,87.95,86.15,89.5,87.62,88.22
2017_2019,Landsat_Fourier_Mean,70,30,88.19,86.76,89.41,87.41,88.85
2017_2019,Landsat_Fourier_Mean,70,40,88.53,87.53,89.37,87.25,89.61
2017_2019,Landsat_Fourier_Mean,70,50,88.65,87.64,89.5,87.41,89.7
2017_2019,Landsat_Fourier_Mean,70,60,88.61,87.59,89.45,87.35,89.65
2017_2019,Landsat_Fourier_Mean,70,70,88.58,87.54,89.45,87.35,89.61
2017_2019,Landsat_Fourier_Mean,70,80,88.73,87.7,89.58,87.51,89.74
2017_2019,Landsat_Fourier_Mean,70,90,88.7,87.57,89.65,87.62,89.61
2017_2019,Landsat_Fourier_Mean,70,100,88.8,87.68,89.74,87.73,89.7
2017_2019,Landsat_Fourier_Mean,70,110,88.82,87.69,89.78,87.78,89.7
2017_2019,Landsat_Fourier_Mean,70,120,88.73,87.54,89.72,87.73,89.56
2017_2019,Landsat_Fourier_Mean,100,1,80.82,77.49,83.6,79.76,81.65
2017_2019,Landsat_Fourier_Mean,100,10,87.89,83.5,91.91,90.45,85.85
2017_2019,Landsat_Fourier_Mean,100,20,88.63,85.3,91.52,89.73,87.76
2017_2019,Landsat_Fourier_Mean,100,30,88.95,86.02,91.44,89.54,88.48
2017_2019,Landsat_Fourier_Mean,100,40,89.05,86.35,91.33,89.35,88.81
2017_2019,Landsat_Fourier_Mean,100,50,89.27,86.6,91.52,89.58,89.03
2017_2019,Landsat_Fourier_Mean,100,60,89.2,86.39,91.58,89.69,88.81
2017_2019,Landsat_Fourier_Mean,100,70,89.25,86.57,91.51,89.58,89.0
2017_2019,Landsat_Fourier_Mean,100,80,89.2,86.45,91.53,89.61,88.88
2017_2019,Landsat_Fourier_Mean,100,90,89.08,86.3,91.44,89.5,88.75
2017_2019,Landsat_Fourier_Mean,100,100,89.08,86.44,91.31,89.31,88.91
2017_2019,Landsat_Fourier_Mean,100,110,89.12,86.45,91.36,89.39,88.91
2017_2019,Landsat_Fourier_Mean,100,120,89.22,86.61,91.41,89.42,89.06
2017_2019,Landsat_Fourier_Climate,1,1,75.41,66.67,83.87,80.0,72.22
2017_2019,Landsat_Fourier_Climate,1,10,83.61,75.86,90.62,88.0,80.56
2017_2019,Landsat_Fourier_Climate,1,20,83.61,75.86,90.62,88.0,80.56
2017_2019,Landsat_Fourier_Climate,1,30,86.89,77.42,96.67,96.0,80.56
2017_2019,Landsat_Fourier_Climate,1,40,85.25,75.0,96.55,96.0,77.78
2017_2019,Landsat_Fourier_Climate,1,50,85.25,75.0,96.55,96.0,77.78
2017_2019,Landsat_Fourier_Climate,1,60,86.89,77.42,96.67,96.0,80.56
2017_2019,Landsat_Fourier_Climate,1,70,83.61,74.19,93.33,92.0,77.78
2017_2019,Landsat_Fourier_Climate,1,80,83.61,74.19,93.33,92.0,77.78
2017_2019,Landsat_Fourier_Climate,1,90,83.61,74.19,93.33,92.0,77.78
2017_2019,Landsat_Fourier_Climate,1,100,85.25,76.67,93.55,92.0,80.56
2017_2019,Landsat_Fourier_Climate,1,110,83.61,75.86,90.62,88.0,80.56
2017_2019,Landsat_Fourier_Climate,1,120,81.97,75.0,87.88,84.0,80.56
2017_2019,Landsat_Fourier_Climate,2,1,77.05,80.77,74.29,70.0,83.87
2017_2019,Landsat_Fourier_Climate,2,10,82.79,83.05,82.54,81.67,83.87
2017_2019,Landsat_Fourier_Climate,2,20,84.43,87.27,82.09,80.0,88.71
2017_2019,Landsat_Fourier_Climate,2,30,81.97,83.93,80.3,78.33,85.48
2017_2019,Landsat_Fourier_Climate,2,40,80.33,82.14,78.79,76.67,83.87
2017_2019,Landsat_Fourier_Climate,2,50,81.15,83.64,79.1,76.67,85.48
2017_2019,Landsat_Fourier_Climate,2,60,81.97,85.19,79.41,76.67,87.1
2017_2019,Landsat_Fourier_Climate,2,70,81.15,83.64,79.1,76.67,85.48
2017_2019,Landsat_Fourier_Climate,2,80,81.97,83.93,80.3,78.33,85.48
2017_2019,Landsat_Fourier_Climate,2,90,82.79,85.45,80.6,78.33,87.1
2017_2019,Landsat_Fourier_Climate,2,100,81.97,85.19,79.41,76.67,87.1
2017_2019,Landsat_Fourier_Climate,2,110,83.61,87.04,80.88,78.33,88.71
2017_2019,Landsat_Fourier_Climate,2,120,82.79,86.79,79.71,76.67,88.71
2017_2019,Landsat_Fourier_Climate,3,1,69.27,62.75,76.67,75.29,64.49
2017_2019,Landsat_Fourier_Climate,3,10,79.17,72.28,86.81,85.88,73.83
2017_2019,Landsat_Fourier_Climate,3,20,81.77,77.17,86.0,83.53,80.37
2017_2019,Landsat_Fourier_Climate,3,30,81.77,77.78,85.29,82.35,81.31
2017_2019,Landsat_Fourier_Climate,3,40,83.33,79.12,87.13,84.71,82.24
2017_2019,Landsat_Fourier_Climate,3,50,83.33,79.12,87.13,84.71,82.24
2017_2019,Landsat_Fourier_Climate,3,60,83.33,79.78,86.41,83.53,83.18
2017_2019,Landsat_Fourier_Climate,3,70,84.9,82.56,86.79,83.53,85.98
2017_2019,Landsat_Fourier_Climate,3,80,84.38,81.61,86.67,83.53,85.05
2017_2019,Landsat_Fourier_Climate,3,90,84.9,81.82,87.5,84.71,85.05
2017_2019,Landsat_Fourier_Climate,3,100,85.42,82.02,88.35,85.88,85.05
2017_2019,Landsat_Fourier_Climate,3,110,85.42,82.02,88.35,85.88,85.05
2017_2019,Landsat_Fourier_Climate,3,120,85.42,82.02,88.35,85.88,85.05
2017_2019,Landsat_Fourier_Climate,5,1,82.11,81.82,82.32,77.34,85.99
2017_2019,Landsat_Fourier_Climate,5,10,85.61,82.22,88.67,86.72,84.71
2017_2019,Landsat_Fourier_Climate,5,20,87.72,85.5,89.61,87.5,87.9
2017_2019,Landsat_Fourier_Climate,5,30,87.02,85.27,88.46,85.94,87.9
2017_2019,Landsat_Fourier_Climate,5,40,88.07,87.3,88.68,85.94,89.81
2017_2019,Landsat_Fourier_Climate,5,50,88.07,87.9,88.2,85.16,90.45
2017_2019,Landsat_Fourier_Climate,5,60,88.42,88.62,88.27,85.16,91.08
2017_2019,Landsat_Fourier_Climate,5,70,88.07,87.9,88.2,85.16,90.45
2017_2019,Landsat_Fourier_Climate,5,80,87.72,88.43,87.2,83.59,91.08
2017_2019,Landsat_Fourier_Climate,5,90,87.37,87.1,87.58,84.38,89.81
2017_2019,Landsat_Fourier_Climate,5,100,88.07,89.17,87.27,83.59,91.72
2017_2019,Landsat_Fourier_Climate,5,110,88.07,89.17,87.27,83.59,91.72
2017_2019,Landsat_Fourier_Climate,5,120,87.72,88.43,87.2,83.59,91.08
2017_2019,Landsat_Fourier_Climate,7,1,78.84,77.01,80.27,75.28,81.74
2017_2019,Landsat_Fourier_Climate,7,10,84.13,82.86,85.14,81.46,86.3
2017_2019,Landsat_Fourier_Climate,7,20,87.66,86.86,88.29,85.39,89.5
2017_2019,Landsat_Fourier_Climate,7,30,86.9,86.63,87.11,83.71,89.5
2017_2019,Landsat_Fourier_Climate,7,40,87.41,87.65,87.22,83.71,90.41
2017_2019,Landsat_Fourier_Climate,7,50,87.15,86.71,87.5,84.27,89.5
2017_2019,Landsat_Fourier_Climate,7,60,86.9,87.06,86.78,83.15,89.95
2017_2019,Landsat_Fourier_Climate,7,70,87.15,88.02,86.52,82.58,90.87
2017_2019,Landsat_Fourier_Climate,7,80,87.41,88.1,86.9,83.15,90.87
2017_2019,Landsat_Fourier_Climate,7,90,87.41,88.1,86.9,83.15,90.87
2017_2019,Landsat_Fourier_Climate,7,100,87.66,88.62,86.96,83.15,91.32
2017_2019,Landsat_Fourier_Climate,7,110,87.41,88.1,86.9,83.15,90.87
2017_2019,Landsat_Fourier_Climate,7,120,87.41,88.1,86.9,83.15,90.87
2017_2019,Landsat_Fourier_Climate,10,1,77.02,75.79,77.99,73.18,80.26
2017_2019,Landsat_Fourier_Climate,10,10,87.19,85.88,88.31,86.21,88.03
2017_2019,Landsat_Fourier_Climate,10,20,86.32,86.17,86.44,83.52,88.67
2017_2019,Landsat_Fourier_Climate,10,30,86.49,86.8,86.25,83.14,89.32
2017_2019,Landsat_Fourier_Climate,10,40,86.84,87.2,86.56,83.52,89.64
2017_2019,Landsat_Fourier_Climate,10,50,88.25,88.8,87.81,85.06,90.94
2017_2019,Landsat_Fourier_Climate,10,60,88.07,88.14,88.01,85.44,90.29
2017_2019,Landsat_Fourier_Climate,10,70,88.25,88.49,88.05,85.44,90.61
2017_2019,Landsat_Fourier_Climate,10,80,87.89,88.1,87.74,85.06,90.29
2017_2019,Landsat_Fourier_Climate,10,90,87.89,87.8,87.97,85.44,89.97
2017_2019,Landsat_Fourier_Climate,10,100,88.25,88.8,87.81,85.06,90.94
2017_2019,Landsat_Fourier_Climate,10,110,88.25,89.11,87.58,84.67,91.26
2017_2019,Landsat_Fourier_Climate,10,120,88.42,89.47,87.62,84.67,91.59
2017_2019,Landsat_Fourier_Climate,20,1,81.87,79.84,83.44,78.9,84.22
2017_2019,Landsat_Fourier_Climate,20,10,89.28,86.92,91.23,89.15,89.38
2017_2019,Landsat_Fourier_Climate,20,20,90.5,88.87,91.81,89.74,91.09
2017_2019,Landsat_Fourier_Climate,20,30,90.06,88.76,91.09,88.76,91.09
2017_2019,Landsat_Fourier_Climate,20,40,90.67,89.84,91.32,88.95,92.03
2017_2019,Landsat_Fourier_Climate,20,50,90.85,89.88,91.6,89.35,92.03
2017_2019,Landsat_Fourier_Climate,20,60,90.67,89.84,91.32,88.95,92.03
2017_2019,Landsat_Fourier_Climate,20,70,90.41,89.62,91.02,88.56,91.88
2017_2019,Landsat_Fourier_Climate,20,80,90.58,89.98,91.05,88.56,92.19
2017_2019,Landsat_Fourier_Climate,20,90,90.76,90.02,91.33,88.95,92.19
2017_2019,Landsat_Fourier_Climate,20,100,90.5,90.12,90.78,88.17,92.34
2017_2019,Landsat_Fourier_Climate,20,110,90.41,90.1,90.64,87.97,92.34
2017_2019,Landsat_Fourier_Climate,20,120,90.32,89.92,90.63,87.97,92.19
2017_2019,Landsat_Fourier_Climate,30,1,82.47,78.93,85.56,82.65,82.33
2017_2019,Landsat_Fourier_Climate,30,10,87.52,83.73,90.94,89.29,86.11
2017_2019,Landsat_Fourier_Climate,30,20,89.05,86.08,91.63,89.92,88.36
2017_2019,Landsat_Fourier_Climate,30,30,89.34,86.79,91.5,89.67,89.07
2017_2019,Landsat_Fourier_Climate,30,40,89.34,87.16,91.16,89.16,89.48
2017_2019,Landsat_Fourier_Climate,30,50,89.22,87.12,90.97,88.9,89.48
2017_2019,Landsat_Fourier_Climate,30,60,89.05,86.8,90.94,88.9,89.17
2017_2019,Landsat_Fourier_Climate,30,70,89.28,87.42,90.81,88.65,89.79
2017_2019,Landsat_Fourier_Climate,30,80,89.34,87.53,90.82,88.65,89.89
2017_2019,Landsat_Fourier_Climate,30,90,89.17,87.2,90.79,88.65,89.58
2017_2019,Landsat_Fourier_Climate,30,100,89.17,87.2,90.79,88.65,89.58
2017_2019,Landsat_Fourier_Climate,30,110,89.11,87.37,90.53,88.27,89.79
2017_2019,Landsat_Fourier_Climate,30,120,88.94,87.14,90.41,88.14,89.58
2017_2019,Landsat_Fourier_Climate,50,1,82.1,79.57,84.23,80.9,83.09
2017_2019,Landsat_Fourier_Climate,50,10,88.9,85.35,92.15,90.87,87.3
2017_2019,Landsat_Fourier_Climate,50,20,89.92,87.22,92.3,90.87,89.16
2017_2019,Landsat_Fourier_Climate,50,30,89.92,87.22,92.3,90.87,89.16
2017_2019,Landsat_Fourier_Climate,50,40,90.23,87.85,92.29,90.79,89.78
2017_2019,Landsat_Fourier_Climate,50,50,90.16,87.78,92.23,90.72,89.71
2017_2019,Landsat_Fourier_Climate,50,60,90.06,87.97,91.84,90.18,89.96
2017_2019,Landsat_Fourier_Climate,50,70,90.27,88.03,92.19,90.64,89.96
2017_2019,Landsat_Fourier_Climate,50,80,90.44,88.52,92.06,90.41,90.46
2017_2019,Landsat_Fourier_Climate,50,90,90.57,88.56,92.29,90.72,90.46
2017_2019,Landsat_Fourier_Climate,50,100,90.51,88.66,92.07,90.41,90.58
2017_2019,Landsat_Fourier_Climate,50,110,90.47,88.53,92.11,90.49,90.46
2017_2019,Landsat_Fourier_Climate,50,120,90.54,88.78,92.02,90.33,90.71
2017_2019,Landsat_Fourier_Climate,70,1,83.19,83.09,83.26,79.19,86.53
2017_2019,Landsat_Fourier_Climate,70,10,89.12,87.17,90.81,89.22,89.03
2017_2019,Landsat_Fourier_Climate,70,20,89.31,88.22,90.22,88.31,90.14
2017_2019,Landsat_Fourier_Climate,70,30,89.41,88.41,90.24,88.31,90.32
2017_2019,Landsat_Fourier_Climate,70,40,89.75,88.99,90.37,88.42,90.86
2017_2019,Landsat_Fourier_Climate,70,50,89.8,89.04,90.42,88.47,90.9
2017_2019,Landsat_Fourier_Climate,70,60,89.8,89.25,90.24,88.21,91.12
2017_2019,Landsat_Fourier_Climate,70,70,89.84,89.44,90.18,88.1,91.3
2017_2019,Landsat_Fourier_Climate,70,80,89.77,89.38,90.09,87.99,91.26
2017_2019,Landsat_Fourier_Climate,70,90,89.72,89.37,90.01,87.89,91.26
2017_2019,Landsat_Fourier_Climate,70,100,89.92,89.63,90.15,88.05,91.48
2017_2019,Landsat_Fourier_Climate,70,110,90.11,89.67,90.47,88.47,91.48
2017_2019,Landsat_Fourier_Climate,70,120,89.84,89.35,90.25,88.21,91.21
2017_2019,Landsat_Fourier_Climate,100,1,83.18,79.71,86.14,83.09,83.25
2017_2019,Landsat_Fourier_Climate,100,10,89.29,85.89,92.25,90.65,88.21
2017_2019,Landsat_Fourier_Climate,100,20,89.74,87.09,91.98,90.15,89.42
2017_2019,Landsat_Fourier_Climate,100,30,89.88,87.43,91.92,90.03,89.75
2017_2019,Landsat_Fourier_Climate,100,40,90.05,87.78,91.92,90.0,90.08
2017_2019,Landsat_Fourier_Climate,100,50,90.03,87.86,91.81,89.84,90.18
2017_2019,Landsat_Fourier_Climate,100,60,89.89,87.74,91.66,89.65,90.08
2017_2019,Landsat_Fourier_Climate,100,70,89.99,87.91,91.71,89.69,90.24
2017_2019,Landsat_Fourier_Climate,100,80,89.94,87.98,91.54,89.46,90.33
2017_2019,Landsat_Fourier_Climate,100,90,90.03,88.09,91.61,89.54,90.42
2017_2019,Landsat_Fourier_Climate,100,100,89.91,87.95,91.51,89.42,90.3
2017_2019,Landsat_Fourier_Climate,100,110,89.98,88.05,91.55,89.46,90.39
2017_2019,Landsat_Fourier_Climate,100,120,89.98,88.02,91.57,89.5,90.36
2017_2019,Landsat_Fourier_Terrain,1,1,70.49,64.0,75.0,64.0,75.0
2017_2019,Landsat_Fourier_Terrain,1,10,88.52,82.14,93.94,92.0,86.11
2017_2019,Landsat_Fourier_Terrain,1,20,85.25,78.57,90.91,88.0,83.33
2017_2019,Landsat_Fourier_Terrain,1,30,85.25,76.67,93.55,92.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,40,81.97,75.0,87.88,84.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,50,81.97,75.0,87.88,84.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,60,83.61,75.86,90.62,88.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,70,83.61,75.86,90.62,88.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,80,83.61,75.86,90.62,88.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,90,81.97,75.0,87.88,84.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,100,81.97,75.0,87.88,84.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,110,81.97,75.0,87.88,84.0,80.56
2017_2019,Landsat_Fourier_Terrain,1,120,81.97,75.0,87.88,84.0,80.56
2017_2019,Landsat_Fourier_Terrain,2,1,72.13,70.97,73.33,73.33,70.97
2017_2019,Landsat_Fourier_Terrain,2,10,85.25,83.87,86.67,86.67,83.87
2017_2019,Landsat_Fourier_Terrain,2,20,86.07,85.25,86.89,86.67,85.48
2017_2019,Landsat_Fourier_Terrain,2,30,82.79,83.05,82.54,81.67,83.87
2017_2019,Landsat_Fourier_Terrain,2,40,83.61,83.33,83.87,83.33,83.87
2017_2019,Landsat_Fourier_Terrain,2,50,82.79,81.97,83.61,83.33,82.26
2017_2019,Landsat_Fourier_Terrain,2,60,82.79,83.05,82.54,81.67,83.87
2017_2019,Landsat_Fourier_Terrain,2,70,83.61,84.48,82.81,81.67,85.48
2017_2019,Landsat_Fourier_Terrain,2,80,84.43,85.96,83.08,81.67,87.1
2017_2019,Landsat_Fourier_Terrain,2,90,84.43,85.96,83.08,81.67,87.1
2017_2019,Landsat_Fourier_Terrain,2,100,84.43,85.96,83.08,81.67,87.1
2017_2019,Landsat_Fourier_Terrain,2,110,82.79,84.21,81.54,80.0,85.48
2017_2019,Landsat_Fourier_Terrain,2,120,82.79,84.21,81.54,80.0,85.48
2017_2019,Landsat_Fourier_Terrain,3,1,77.08,74.12,79.44,74.12,79.44
2017_2019,Landsat_Fourier_Terrain,3,10,81.25,75.26,87.37,85.88,77.57
2017_2019,Landsat_Fourier_Terrain,3,20,81.77,78.41,84.62,81.18,82.24
2017_2019,Landsat_Fourier_Terrain,3,30,84.38,80.9,87.38,84.71,84.11
2017_2019,Landsat_Fourier_Terrain,3,40,83.85,80.0,87.25,84.71,83.18
2017_2019,Landsat_Fourier_Terrain,3,50,84.38,80.9,87.38,84.71,84.11
2017_2019,Landsat_Fourier_Terrain,3,60,85.42,82.76,87.62,84.71,85.98
2017_2019,Landsat_Fourier_Terrain,3,70,84.38,81.61,86.67,83.53,85.05
2017_2019,Landsat_Fourier_Terrain,3,80,84.9,81.82,87.5,84.71,85.05
2017_2019,Landsat_Fourier_Terrain,3,90,84.38,81.61,86.67,83.53,85.05
2017_2019,Landsat_Fourier_Terrain,3,100,84.38,81.61,86.67,83.53,85.05
2017_2019,Landsat_Fourier_Terrain,3,110,84.9,82.56,86.79,83.53,85.98
2017_2019,Landsat_Fourier_Terrain,3,120,84.9,82.56,86.79,83.53,85.98
2017_2019,Landsat_Fourier_Terrain,5,1,74.74,69.72,79.72,77.34,72.61
2017_2019,Landsat_Fourier_Terrain,5,10,84.56,80.88,87.92,85.94,83.44
2017_2019,Landsat_Fourier_Terrain,5,20,85.26,81.62,88.59,86.72,84.08
2017_2019,Landsat_Fourier_Terrain,5,30,84.56,81.82,86.93,84.38,84.71
2017_2019,Landsat_Fourier_Terrain,5,40,85.26,82.09,88.08,85.94,84.71
2017_2019,Landsat_Fourier_Terrain,5,50,85.26,82.09,88.08,85.94,84.71
2017_2019,Landsat_Fourier_Terrain,5,60,85.96,82.84,88.74,86.72,85.35
2017_2019,Landsat_Fourier_Terrain,5,70,85.61,83.21,87.66,85.16,85.99
2017_2019,Landsat_Fourier_Terrain,5,80,85.96,83.33,88.24,85.94,85.99
2017_2019,Landsat_Fourier_Terrain,5,90,86.67,84.62,88.39,85.94,87.26
2017_2019,Landsat_Fourier_Terrain,5,100,87.02,85.27,88.46,85.94,87.9
2017_2019,Landsat_Fourier_Terrain,5,110,87.02,84.73,88.96,86.72,87.26
2017_2019,Landsat_Fourier_Terrain,5,120,86.67,84.62,88.39,85.94,87.26
2017_2019,Landsat_Fourier_Terrain,7,1,75.82,71.58,79.71,76.4,75.34
2017_2019,Landsat_Fourier_Terrain,7,10,85.39,82.26,88.15,85.96,84.93
2017_2019,Landsat_Fourier_Terrain,7,20,85.64,82.01,88.94,87.08,84.47
2017_2019,Landsat_Fourier_Terrain,7,30,86.15,83.24,88.68,86.52,85.84
2017_2019,Landsat_Fourier_Terrain,7,40,86.15,83.61,88.32,85.96,86.3
2017_2019,Landsat_Fourier_Terrain,7,50,86.65,84.15,88.79,86.52,86.76
2017_2019,Landsat_Fourier_Terrain,7,60,86.65,84.53,88.43,85.96,87.21
2017_2019,Landsat_Fourier_Terrain,7,70,87.66,85.64,89.35,87.08,88.13
2017_2019,Landsat_Fourier_Terrain,7,80,85.89,83.52,87.91,85.39,86.3
2017_2019,Landsat_Fourier_Terrain,7,90,86.15,83.98,87.96,85.39,86.76
2017_2019,Landsat_Fourier_Terrain,7,100,86.15,84.36,87.61,84.83,87.21
2017_2019,Landsat_Fourier_Terrain,7,110,86.65,84.92,88.07,85.39,87.67
2017_2019,Landsat_Fourier_Terrain,7,120,86.9,85.0,88.48,85.96,87.67
2017_2019,Landsat_Fourier_Terrain,10,1,76.49,75.1,77.6,72.8,79.61
2017_2019,Landsat_Fourier_Terrain,10,10,84.39,81.85,86.67,84.67,84.14
2017_2019,Landsat_Fourier_Terrain,10,20,86.84,83.7,89.8,88.51,85.44
2017_2019,Landsat_Fourier_Terrain,10,30,86.84,84.44,89.0,87.36,86.41
2017_2019,Landsat_Fourier_Terrain,10,40,86.84,84.7,88.74,86.97,86.73
2017_2019,Landsat_Fourier_Terrain,10,50,86.67,85.17,87.95,85.82,87.38
2017_2019,Landsat_Fourier_Terrain,10,60,87.02,85.82,88.03,85.82,88.03
2017_2019,Landsat_Fourier_Terrain,10,70,87.02,85.02,88.78,86.97,87.06
2017_2019,Landsat_Fourier_Terrain,10,80,87.54,86.54,88.39,86.21,88.67
2017_2019,Landsat_Fourier_Terrain,10,90,87.02,85.82,88.03,85.82,88.03
2017_2019,Landsat_Fourier_Terrain,10,100,87.19,85.88,88.31,86.21,88.03
2017_2019,Landsat_Fourier_Terrain,10,110,87.37,85.93,88.6,86.59,88.03
2017_2019,Landsat_Fourier_Terrain,10,120,87.02,85.82,88.03,85.82,88.03
2017_2019,Landsat_Fourier_Terrain,20,1,80.56,81.14,80.17,72.98,86.56
2017_2019,Landsat_Fourier_Terrain,20,10,89.19,86.76,91.21,89.15,89.22
2017_2019,Landsat_Fourier_Terrain,20,20,89.71,87.91,91.17,88.95,90.31
2017_2019,Landsat_Fourier_Terrain,20,30,89.45,87.4,91.13,88.95,89.84
2017_2019,Landsat_Fourier_Terrain,20,40,89.63,87.89,91.02,88.76,90.31
2017_2019,Landsat_Fourier_Terrain,20,50,89.89,88.11,91.32,89.15,90.47
2017_2019,Landsat_Fourier_Terrain,20,60,90.06,88.45,91.35,89.15,90.78
2017_2019,Landsat_Fourier_Terrain,20,70,90.58,88.89,91.96,89.94,91.09
2017_2019,Landsat_Fourier_Terrain,20,80,90.58,88.74,92.09,90.14,90.94
2017_2019,Landsat_Fourier_Terrain,20,90,90.76,88.78,92.38,90.53,90.94
2017_2019,Landsat_Fourier_Terrain,20,100,90.85,88.8,92.53,90.73,90.94
2017_2019,Landsat_Fourier_Terrain,20,110,90.58,88.59,92.22,90.34,90.78
2017_2019,Landsat_Fourier_Terrain,20,120,90.85,88.8,92.53,90.73,90.94
2017_2019,Landsat_Fourier_Terrain,30,1,80.37,77.31,82.93,79.08,81.41
2017_2019,Landsat_Fourier_Terrain,30,10,87.29,83.57,90.64,88.9,86.01
2017_2019,Landsat_Fourier_Terrain,30,20,88.26,85.57,90.55,88.52,88.05
2017_2019,Landsat_Fourier_Terrain,30,30,88.54,86.19,90.51,88.39,88.66
2017_2019,Landsat_Fourier_Terrain,30,40,88.54,86.38,90.34,88.14,88.87
2017_2019,Landsat_Fourier_Terrain,30,50,88.66,86.59,90.36,88.14,89.07
2017_2019,Landsat_Fourier_Terrain,30,60,88.88,86.66,90.74,88.65,89.07
2017_2019,Landsat_Fourier_Terrain,30,70,88.71,86.52,90.54,88.39,88.97
2017_2019,Landsat_Fourier_Terrain,30,80,88.71,86.16,90.88,88.9,88.56
2017_2019,Landsat_Fourier_Terrain,30,90,88.43,85.89,90.58,88.52,88.36
2017_2019,Landsat_Fourier_Terrain,30,100,88.77,86.26,90.89,88.9,88.66
2017_2019,Landsat_Fourier_Terrain,30,110,88.83,86.37,90.9,88.9,88.76
2017_2019,Landsat_Fourier_Terrain,30,120,88.83,86.28,90.99,89.03,88.66
2017_2019,Landsat_Fourier_Terrain,50,1,81.59,78.98,83.78,80.37,82.59
2017_2019,Landsat_Fourier_Terrain,50,10,88.05,83.94,91.91,90.72,85.87
2017_2019,Landsat_Fourier_Terrain,50,20,88.97,85.57,92.05,90.72,87.55
2017_2019,Landsat_Fourier_Terrain,50,30,89.62,86.75,92.15,90.72,88.72
2017_2019,Landsat_Fourier_Terrain,50,40,89.69,86.93,92.11,90.64,88.91
2017_2019,Landsat_Fourier_Terrain,50,50,89.89,87.21,92.24,90.79,89.16
