Year,Combo,Percent,Tree,Overall_ACC,Precisioin_non_built,Precisioin_built,Recall_non_built,Recall_built
2008_2010,Landsat_Fourier,50,20,89.33,87.68,90.7,88.71,89.83
2008_2010,Landsat_Fourier,50,30,89.47,88.67,90.11,87.77,90.85
2008_2010,Landsat_Fourier,50,40,89.54,88.87,90.07,87.69,91.04
2008_2010,Landsat_Fourier,50,50,89.68,89.4,89.89,87.38,91.55
2008_2010,Landsat_Fourier,50,60,89.54,89.06,89.92,87.46,91.23
2008_2010,Landsat_Fourier,50,70,89.57,89.25,89.83,87.31,91.42
2008_2010,Landsat_Fourier,50,80,89.82,89.56,90.02,87.54,91.68
2008_2010,Landsat_Fourier,50,90,89.99,89.54,90.35,88.01,91.61
2008_2010,Landsat_Fourier,50,100,89.92,89.46,90.29,87.93,91.55
2008_2010,Landsat_Fourier,50,110,89.99,89.67,90.25,87.85,91.74
2008_2010,Landsat_Fourier,50,120,89.92,89.65,90.14,87.69,91.74
2008_2010,Landsat_Fourier,70,1,81.94,80.6,83.03,79.3,84.14
2008_2010,Landsat_Fourier,70,10,88.47,85.97,90.7,89.15,87.91
2008_2010,Landsat_Fourier,70,20,89.85,88.06,91.4,89.82,89.89
2008_2010,Landsat_Fourier,70,30,90.41,89.13,91.49,89.82,90.9
2008_2010,Landsat_Fourier,70,40,90.38,89.21,91.37,89.65,90.99
2008_2010,Landsat_Fourier,70,50,90.46,89.49,91.26,89.49,91.26
2008_2010,Landsat_Fourier,70,60,90.36,89.42,91.13,89.32,91.22
2008_2010,Landsat_Fourier,70,70,90.28,89.4,91.01,89.15,91.22
2008_2010,Landsat_Fourier,70,80,90.53,89.72,91.2,89.37,91.49
2008_2010,Landsat_Fourier,70,90,90.73,89.94,91.38,89.6,91.68
2008_2010,Landsat_Fourier,70,100,90.48,89.58,91.23,89.43,91.36
2008_2010,Landsat_Fourier,70,110,90.66,89.84,91.33,89.54,91.59
2008_2010,Landsat_Fourier,70,120,90.68,89.98,91.26,89.43,91.72
2008_2010,Landsat_Fourier,100,1,81.62,78.93,83.89,80.57,82.47
2008_2010,Landsat_Fourier,100,10,89.46,87.04,91.55,89.91,89.09
2008_2010,Landsat_Fourier,100,20,90.14,88.39,91.6,89.83,90.39
2008_2010,Landsat_Fourier,100,30,90.61,89.35,91.65,89.79,91.28
2008_2010,Landsat_Fourier,100,40,90.87,90.16,91.43,89.41,92.05
2008_2010,Landsat_Fourier,100,50,90.85,90.1,91.45,89.45,91.99
2008_2010,Landsat_Fourier,100,60,91.14,90.53,91.63,89.64,92.36
2008_2010,Landsat_Fourier,100,70,91.0,90.56,91.35,89.26,92.42
2008_2010,Landsat_Fourier,100,80,91.07,90.64,91.41,89.34,92.48
2008_2010,Landsat_Fourier,100,90,91.02,90.6,91.35,89.26,92.45
2008_2010,Landsat_Fourier,100,100,90.97,90.43,91.4,89.34,92.3
2008_2010,Landsat_Fourier,100,110,90.83,90.25,91.3,89.22,92.14
2008_2010,Landsat_Fourier,100,120,90.95,90.43,91.37,89.3,92.3
2008_2010,Landsat_Mean,1,1,59.18,58.33,60.0,58.33,60.0
2008_2010,Landsat_Mean,1,10,69.39,66.67,72.73,75.0,64.0
2008_2010,Landsat_Mean,1,20,73.47,72.0,75.0,75.0,72.0
2008_2010,Landsat_Mean,1,30,75.51,75.0,76.0,75.0,76.0
2008_2010,Landsat_Mean,1,40,75.51,75.0,76.0,75.0,76.0
2008_2010,Landsat_Mean,1,50,75.51,75.0,76.0,75.0,76.0
2008_2010,Landsat_Mean,1,60,79.59,81.82,77.78,75.0,84.0
2008_2010,Landsat_Mean,1,70,77.55,78.26,76.92,75.0,80.0
2008_2010,Landsat_Mean,1,80,79.59,81.82,77.78,75.0,84.0
2008_2010,Landsat_Mean,1,90,75.51,75.0,76.0,75.0,76.0
2008_2010,Landsat_Mean,1,100,75.51,75.0,76.0,75.0,76.0
2008_2010,Landsat_Mean,1,110,75.51,75.0,76.0,75.0,76.0
2008_2010,Landsat_Mean,1,120,75.51,75.0,76.0,75.0,76.0
2008_2010,Landsat_Mean,2,1,76.79,72.34,80.0,72.34,80.0
2008_2010,Landsat_Mean,2,10,89.29,85.71,92.06,89.36,89.23
2008_2010,Landsat_Mean,2,20,85.71,82.98,87.69,82.98,87.69
2008_2010,Landsat_Mean,2,30,87.5,86.67,88.06,82.98,90.77
2008_2010,Landsat_Mean,2,40,86.61,84.78,87.88,82.98,89.23
2008_2010,Landsat_Mean,2,50,87.5,86.67,88.06,82.98,90.77
2008_2010,Landsat_Mean,2,60,88.39,86.96,89.39,85.11,90.77
2008_2010,Landsat_Mean,2,70,87.5,86.67,88.06,82.98,90.77
2008_2010,Landsat_Mean,2,80,89.29,87.23,90.77,87.23,90.77
2008_2010,Landsat_Mean,2,90,87.5,85.11,89.23,85.11,89.23
2008_2010,Landsat_Mean,2,100,87.5,85.11,89.23,85.11,89.23
2008_2010,Landsat_Mean,2,110,86.61,83.33,89.06,85.11,87.69
2008_2010,Landsat_Mean,2,120,85.71,82.98,87.69,82.98,87.69
2008_2010,Landsat_Mean,3,1,68.39,65.75,70.3,61.54,73.96
2008_2010,Landsat_Mean,3,10,80.46,80.56,80.39,74.36,85.42
2008_2010,Landsat_Mean,3,20,80.46,80.56,80.39,74.36,85.42
2008_2010,Landsat_Mean,3,30,82.76,84.29,81.73,75.64,88.54
2008_2010,Landsat_Mean,3,40,82.18,85.07,80.37,73.08,89.58
2008_2010,Landsat_Mean,3,50,82.76,85.29,81.13,74.36,89.58
2008_2010,Landsat_Mean,3,60,82.76,85.29,81.13,74.36,89.58
2008_2010,Landsat_Mean,3,70,82.18,84.06,80.95,74.36,88.54
2008_2010,Landsat_Mean,3,80,81.61,83.82,80.19,73.08,88.54
2008_2010,Landsat_Mean,3,90,81.03,83.58,79.44,71.79,88.54
2008_2010,Landsat_Mean,3,100,81.03,83.58,79.44,71.79,88.54
2008_2010,Landsat_Mean,3,110,80.46,82.35,79.25,71.79,87.5
2008_2010,Landsat_Mean,3,120,81.61,83.82,80.19,73.08,88.54
2008_2010,Landsat_Mean,5,1,71.08,62.4,77.78,68.42,72.83
2008_2010,Landsat_Mean,5,10,78.05,70.4,83.95,77.19,78.61
2008_2010,Landsat_Mean,5,20,78.4,72.41,82.46,73.68,81.5
2008_2010,Landsat_Mean,5,30,80.14,73.95,84.52,77.19,82.08
2008_2010,Landsat_Mean,5,40,79.09,73.68,82.66,73.68,82.66
2008_2010,Landsat_Mean,5,50,79.79,74.14,83.63,75.44,82.66
2008_2010,Landsat_Mean,5,60,80.14,74.36,84.12,76.32,82.66
2008_2010,Landsat_Mean,5,70,78.75,73.45,82.18,72.81,82.66
2008_2010,Landsat_Mean,5,80,78.05,72.57,81.61,71.93,82.08
2008_2010,Landsat_Mean,5,90,78.4,72.41,82.46,73.68,81.5
2008_2010,Landsat_Mean,5,100,78.4,72.41,82.46,73.68,81.5
2008_2010,Landsat_Mean,5,110,78.75,73.04,82.56,73.68,82.08
2008_2010,Landsat_Mean,5,120,78.75,73.04,82.56,73.68,82.08
2008_2010,Landsat_Mean,7,1,76.79,76.72,76.85,75.52,78.0
2008_2010,Landsat_Mean,7,10,81.38,80.51,82.23,81.77,81.0
2008_2010,Landsat_Mean,7,20,82.4,82.89,81.95,80.73,84.0
2008_2010,Landsat_Mean,7,30,82.4,83.61,81.34,79.69,85.0
2008_2010,Landsat_Mean,7,40,83.16,84.24,82.21,80.73,85.5
2008_2010,Landsat_Mean,7,50,83.93,85.25,82.78,81.25,86.5
2008_2010,Landsat_Mean,7,60,83.42,83.96,82.93,81.77,85.0
2008_2010,Landsat_Mean,7,70,84.18,85.71,82.86,81.25,87.0
2008_2010,Landsat_Mean,7,80,83.93,85.64,82.46,80.73,87.0
2008_2010,Landsat_Mean,7,90,84.95,87.15,83.1,81.25,88.5
2008_2010,Landsat_Mean,7,100,84.69,87.08,82.71,80.73,88.5
2008_2010,Landsat_Mean,7,110,83.93,86.44,81.86,79.69,88.0
2008_2010,Landsat_Mean,7,120,84.44,87.43,82.03,79.69,89.0
2008_2010,Landsat_Mean,10,1,73.67,70.16,76.32,69.08,77.22
2008_2010,Landsat_Mean,10,10,78.5,74.18,82.15,77.86,78.99
2008_2010,Landsat_Mean,10,20,79.5,76.23,82.09,77.1,81.36
2008_2010,Landsat_Mean,10,30,80.5,78.88,81.66,75.57,84.32
2008_2010,Landsat_Mean,10,40,80.17,78.71,81.2,74.81,84.32
2008_2010,Landsat_Mean,10,50,81.17,79.22,82.61,77.1,84.32
2008_2010,Landsat_Mean,10,60,80.83,79.28,81.95,75.95,84.62
2008_2010,Landsat_Mean,10,70,80.67,78.97,81.9,75.95,84.32
2008_2010,Landsat_Mean,10,80,81.33,80.49,81.92,75.57,85.8
2008_2010,Landsat_Mean,10,90,81.67,80.65,82.39,76.34,85.8
2008_2010,Landsat_Mean,10,100,81.67,80.4,82.57,76.72,85.5
2008_2010,Landsat_Mean,10,110,81.67,80.16,82.76,77.1,85.21
2008_2010,Landsat_Mean,10,120,81.5,79.84,82.71,77.1,84.91
2008_2010,Landsat_Mean,20,1,72.77,72.41,73.05,67.77,77.18
2008_2010,Landsat_Mean,20,10,79.38,77.03,81.61,79.85,78.96
2008_2010,Landsat_Mean,20,20,80.5,80.61,80.4,76.92,83.66
2008_2010,Landsat_Mean,20,30,81.79,82.36,81.33,77.84,85.28
2008_2010,Landsat_Mean,20,40,81.1,81.96,80.43,76.56,85.11
2008_2010,Landsat_Mean,20,50,80.76,81.45,80.21,76.37,84.63
2008_2010,Landsat_Mean,20,60,81.19,82.0,80.55,76.74,85.11
2008_2010,Landsat_Mean,20,70,81.1,82.09,80.34,76.37,85.28
2008_2010,Landsat_Mean,20,80,81.36,82.57,80.42,76.37,85.76
2008_2010,Landsat_Mean,20,90,81.44,82.61,80.55,76.56,85.76
2008_2010,Landsat_Mean,20,100,81.36,82.57,80.42,76.37,85.76
2008_2010,Landsat_Mean,20,110,81.44,82.74,80.45,76.37,85.92
2008_2010,Landsat_Mean,20,120,81.53,82.77,80.58,76.56,85.92
2008_2010,Landsat_Mean,30,1,75.15,72.44,77.31,71.88,77.8
2008_2010,Landsat_Mean,30,10,80.63,77.11,83.74,80.73,80.55
2008_2010,Landsat_Mean,30,20,83.2,81.66,84.41,80.6,85.31
2008_2010,Landsat_Mean,30,30,83.2,81.66,84.41,80.6,85.31
2008_2010,Landsat_Mean,30,40,83.49,82.03,84.64,80.86,85.62
2008_2010,Landsat_Mean,30,50,83.43,82.01,84.55,80.73,85.62
2008_2010,Landsat_Mean,30,60,83.61,82.51,84.46,80.47,86.15
2008_2010,Landsat_Mean,30,70,83.31,82.57,83.88,79.56,86.36
2008_2010,Landsat_Mean,30,80,83.43,82.79,83.91,79.56,86.58
2008_2010,Landsat_Mean,30,90,83.55,82.84,84.09,79.82,86.58
2008_2010,Landsat_Mean,30,100,83.43,82.53,84.12,79.95,86.26
2008_2010,Landsat_Mean,30,110,83.49,82.9,83.93,79.56,86.68
2008_2010,Landsat_Mean,30,120,83.55,82.93,84.02,79.69,86.68
2008_2010,Landsat_Mean,50,1,73.93,71.86,75.51,69.0,77.95
2008_2010,Landsat_Mean,50,10,82.75,80.26,84.85,81.7,83.61
2008_2010,Landsat_Mean,50,20,83.48,82.12,84.57,80.84,85.64
2008_2010,Landsat_Mean,50,30,83.66,82.65,84.44,80.53,86.21
2008_2010,Landsat_Mean,50,40,84.11,83.36,84.7,80.76,86.85
2008_2010,Landsat_Mean,50,50,84.04,83.66,84.34,80.14,87.23
2008_2010,Landsat_Mean,50,60,83.83,83.25,84.28,80.14,86.85
2008_2010,Landsat_Mean,50,70,83.87,83.21,84.37,80.3,86.79
2008_2010,Landsat_Mean,50,80,83.83,83.47,84.11,79.83,87.1
2008_2010,Landsat_Mean,50,90,83.83,83.47,84.11,79.83,87.1
2008_2010,Landsat_Mean,50,100,83.9,83.77,84.0,79.6,87.42
2008_2010,Landsat_Mean,50,110,83.97,83.74,84.15,79.83,87.36
2008_2010,Landsat_Mean,50,120,84.08,83.95,84.18,79.83,87.55
2008_2010,Landsat_Mean,70,1,76.02,73.46,78.16,73.82,77.84
2008_2010,Landsat_Mean,70,10,82.19,79.42,84.64,82.01,82.34
2008_2010,Landsat_Mean,70,20,83.63,82.24,84.76,81.52,85.38
2008_2010,Landsat_Mean,70,30,84.0,82.98,84.83,81.46,86.11
2008_2010,Landsat_Mean,70,40,83.93,82.62,85.0,81.79,85.7
2008_2010,Landsat_Mean,70,50,83.63,82.65,84.41,80.91,85.89
2008_2010,Landsat_Mean,70,60,83.38,82.55,84.03,80.35,85.89
2008_2010,Landsat_Mean,70,70,83.88,83.12,84.48,80.91,86.34
2008_2010,Landsat_Mean,70,80,83.93,83.21,84.49,80.91,86.44
2008_2010,Landsat_Mean,70,90,84.03,83.48,84.46,80.8,86.71
2008_2010,Landsat_Mean,70,100,83.98,83.65,84.23,80.41,86.94
2008_2010,Landsat_Mean,70,110,83.93,83.67,84.13,80.24,86.99
2008_2010,Landsat_Mean,70,120,84.13,83.98,84.24,80.35,87.26
2008_2010,Landsat_Mean,100,1,75.86,73.21,78.01,72.93,78.25
2008_2010,Landsat_Mean,100,10,82.45,79.49,85.0,82.08,82.75
2008_2010,Landsat_Mean,100,20,83.31,81.6,84.7,81.13,85.09
2008_2010,Landsat_Mean,100,30,83.74,82.71,84.54,80.64,86.26
2008_2010,Landsat_Mean,100,40,83.82,83.02,84.44,80.42,86.6
2008_2010,Landsat_Mean,100,50,84.28,83.48,84.9,81.02,86.94
2008_2010,Landsat_Mean,100,60,84.23,83.7,84.63,80.57,87.22
2008_2010,Landsat_Mean,100,70,84.25,83.73,84.64,80.57,87.25
2008_2010,Landsat_Mean,100,80,84.28,83.85,84.61,80.49,87.37
2008_2010,Landsat_Mean,100,90,84.3,83.99,84.53,80.34,87.52
2008_2010,Landsat_Mean,100,100,84.38,84.05,84.63,80.49,87.55
2008_2010,Landsat_Mean,100,110,84.48,84.12,84.76,80.68,87.58
2008_2010,Landsat_Mean,100,120,84.33,84.0,84.58,80.42,87.52
2008_2010,Fourier_Mean,1,1,73.47,73.91,73.08,70.83,76.0
2008_2010,Fourier_Mean,1,10,79.59,75.0,85.71,87.5,72.0
2008_2010,Fourier_Mean,1,20,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,30,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,40,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,50,83.67,76.67,94.74,95.83,72.0
2008_2010,Fourier_Mean,1,60,83.67,76.67,94.74,95.83,72.0
2008_2010,Fourier_Mean,1,70,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,80,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,90,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,100,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,110,85.71,79.31,95.0,95.83,76.0
2008_2010,Fourier_Mean,1,120,87.76,82.14,95.24,95.83,80.0
2008_2010,Fourier_Mean,2,1,79.46,74.0,83.87,78.72,80.0
2008_2010,Fourier_Mean,2,10,85.71,82.98,87.69,82.98,87.69
2008_2010,Fourier_Mean,2,20,89.29,90.7,88.41,82.98,93.85
2008_2010,Fourier_Mean,2,30,89.29,88.89,89.55,85.11,92.31
2008_2010,Fourier_Mean,2,40,90.18,89.13,90.91,87.23,92.31
2008_2010,Fourier_Mean,2,50,90.18,90.91,89.71,85.11,93.85
2008_2010,Fourier_Mean,2,60,90.18,90.91,89.71,85.11,93.85
2008_2010,Fourier_Mean,2,70,89.29,90.7,88.41,82.98,93.85
2008_2010,Fourier_Mean,2,80,86.61,86.36,86.76,80.85,90.77
2008_2010,Fourier_Mean,2,90,88.39,88.64,88.24,82.98,92.31
2008_2010,Fourier_Mean,2,100,88.39,88.64,88.24,82.98,92.31
2008_2010,Fourier_Mean,2,110,89.29,88.89,89.55,85.11,92.31
2008_2010,Fourier_Mean,2,120,90.18,89.13,90.91,87.23,92.31
2008_2010,Fourier_Mean,3,1,77.01,77.94,76.42,67.95,84.38
2008_2010,Fourier_Mean,3,10,82.76,80.0,85.11,82.05,83.33
2008_2010,Fourier_Mean,3,20,83.91,81.25,86.17,83.33,84.38
2008_2010,Fourier_Mean,3,30,84.48,82.28,86.32,83.33,85.42
2008_2010,Fourier_Mean,3,40,84.48,82.28,86.32,83.33,85.42
2008_2010,Fourier_Mean,3,50,85.63,84.42,86.6,83.33,87.5
2008_2010,Fourier_Mean,3,60,84.48,82.28,86.32,83.33,85.42
2008_2010,Fourier_Mean,3,70,83.33,81.01,85.26,82.05,84.38
2008_2010,Fourier_Mean,3,80,85.63,82.72,88.17,85.9,85.42
2008_2010,Fourier_Mean,3,90,85.06,82.5,87.23,84.62,85.42
2008_2010,Fourier_Mean,3,100,83.91,81.25,86.17,83.33,84.38
2008_2010,Fourier_Mean,3,110,85.06,83.33,86.46,83.33,86.46
2008_2010,Fourier_Mean,3,120,85.06,83.33,86.46,83.33,86.46
2008_2010,Fourier_Mean,5,1,74.56,65.65,82.05,75.44,73.99
2008_2010,Fourier_Mean,5,10,85.71,77.44,92.86,90.35,82.66
2008_2010,Fourier_Mean,5,20,86.76,80.16,91.93,88.6,85.55
2008_2010,Fourier_Mean,5,30,86.41,80.49,90.85,86.84,86.13
2008_2010,Fourier_Mean,5,40,88.15,82.26,92.64,89.47,87.28
2008_2010,Fourier_Mean,5,50,87.8,81.1,93.12,90.35,86.13
2008_2010,Fourier_Mean,5,60,88.15,81.25,93.71,91.23,86.13
2008_2010,Fourier_Mean,5,70,88.15,82.26,92.64,89.47,87.28
2008_2010,Fourier_Mean,5,80,89.2,83.74,93.29,90.35,88.44
2008_2010,Fourier_Mean,5,90,89.2,83.2,93.83,91.23,87.86
2008_2010,Fourier_Mean,5,100,89.9,84.55,93.9,91.23,89.02
2008_2010,Fourier_Mean,5,110,88.85,83.06,93.25,90.35,87.86
2008_2010,Fourier_Mean,5,120,89.2,83.74,93.29,90.35,88.44
2008_2010,Fourier_Mean,7,1,77.04,75.5,78.65,78.65,75.5
2008_2010,Fourier_Mean,7,10,86.99,85.43,88.6,88.54,85.5
2008_2010,Fourier_Mean,7,20,87.5,87.43,87.56,86.98,88.0
2008_2010,Fourier_Mean,7,30,87.5,87.83,87.19,86.46,88.5
2008_2010,Fourier_Mean,7,40,87.24,87.37,87.13,86.46,88.0
2008_2010,Fourier_Mean,7,50,87.76,89.13,86.54,85.42,90.0
2008_2010,Fourier_Mean,7,60,88.27,90.11,86.67,85.42,91.0
2008_2010,Fourier_Mean,7,70,88.27,90.11,86.67,85.42,91.0
2008_2010,Fourier_Mean,7,80,87.5,90.4,85.12,83.33,91.5
2008_2010,Fourier_Mean,7,90,87.76,90.45,85.51,83.85,91.5
2008_2010,Fourier_Mean,7,100,87.5,90.4,85.12,83.33,91.5
2008_2010,Fourier_Mean,7,110,87.24,90.34,84.72,82.81,91.5
2008_2010,Fourier_Mean,7,120,86.99,89.83,84.65,82.81,91.0
2008_2010,Fourier_Mean,10,1,79.67,78.69,80.34,73.28,84.62
2008_2010,Fourier_Mean,10,10,85.33,81.99,88.11,85.11,85.5
2008_2010,Fourier_Mean,10,20,87.67,85.61,89.29,86.26,88.76
2008_2010,Fourier_Mean,10,30,88.83,87.94,89.5,86.26,90.83
2008_2010,Fourier_Mean,10,40,89.17,87.45,90.5,87.79,90.24
2008_2010,Fourier_Mean,10,50,89.83,88.21,91.1,88.55,90.83
2008_2010,Fourier_Mean,10,60,89.33,87.5,90.77,88.17,90.24
2008_2010,Fourier_Mean,10,70,89.67,88.46,90.59,87.79,91.12
2008_2010,Fourier_Mean,10,80,89.67,88.76,90.35,87.4,91.42
2008_2010,Fourier_Mean,10,90,89.5,88.72,90.09,87.02,91.42
2008_2010,Fourier_Mean,10,100,89.5,88.42,90.32,87.4,91.12
2008_2010,Fourier_Mean,10,110,89.17,87.74,90.27,87.4,90.53
2008_2010,Fourier_Mean,10,120,89.17,88.33,89.8,86.64,91.12
2008_2010,Fourier_Mean,20,1,79.04,77.96,79.97,77.11,80.74
2008_2010,Fourier_Mean,20,10,86.0,83.89,87.98,86.81,85.28
2008_2010,Fourier_Mean,20,20,87.37,86.74,87.92,86.26,88.35
2008_2010,Fourier_Mean,20,30,87.29,86.45,88.03,86.45,88.03
2008_2010,Fourier_Mean,20,40,87.03,86.51,87.48,85.71,88.19
2008_2010,Fourier_Mean,20,50,87.8,87.83,87.78,85.9,89.48
2008_2010,Fourier_Mean,20,60,88.14,87.64,88.59,87.0,89.16
2008_2010,Fourier_Mean,20,70,88.75,88.35,89.09,87.55,89.81
2008_2010,Fourier_Mean,20,80,88.66,88.19,89.07,87.55,89.64
2008_2010,Fourier_Mean,20,90,88.4,87.85,88.89,87.36,89.32
2008_2010,Fourier_Mean,20,100,88.4,87.85,88.89,87.36,89.32
2008_2010,Fourier_Mean,20,110,88.32,87.55,89.0,87.55,89.0
2008_2010,Fourier_Mean,20,120,88.57,88.03,89.05,87.55,89.48
2008_2010,Fourier_Mean,30,1,78.76,76.1,80.96,76.69,80.44
2008_2010,Fourier_Mean,30,10,85.53,82.83,87.85,85.42,85.62
2008_2010,Fourier_Mean,30,20,87.16,85.31,88.7,86.2,87.95
2008_2010,Fourier_Mean,30,30,86.93,85.51,88.08,85.29,88.27
2008_2010,Fourier_Mean,30,40,87.4,86.22,88.34,85.55,88.9
2008_2010,Fourier_Mean,30,50,87.69,86.89,88.32,85.42,89.53
2008_2010,Fourier_Mean,30,60,87.4,86.51,88.1,85.16,89.22
2008_2010,Fourier_Mean,30,70,87.69,86.69,88.48,85.68,89.32
2008_2010,Fourier_Mean,30,80,87.63,86.68,88.39,85.55,89.32
2008_2010,Fourier_Mean,30,90,87.75,87.3,88.1,85.03,89.96
2008_2010,Fourier_Mean,30,100,87.75,87.1,88.25,85.29,89.75
2008_2010,Fourier_Mean,30,110,88.1,87.5,88.57,85.68,90.06
2008_2010,Fourier_Mean,30,120,88.04,87.28,88.63,85.81,89.85
2008_2010,Fourier_Mean,50,1,82.19,81.74,82.53,77.73,85.83
2008_2010,Fourier_Mean,50,10,88.63,85.97,90.95,89.25,88.12
2008_2010,Fourier_Mean,50,20,89.61,87.7,91.22,89.41,89.77
2008_2010,Fourier_Mean,50,30,89.71,88.19,90.97,89.02,90.28
2008_2010,Fourier_Mean,50,40,89.64,88.35,90.7,88.63,90.47
2008_2010,Fourier_Mean,50,50,90.03,89.05,90.82,88.71,91.11
2008_2010,Fourier_Mean,50,60,89.99,89.05,90.76,88.63,91.11
2008_2010,Fourier_Mean,50,70,90.06,89.06,90.87,88.79,91.11
2008_2010,Fourier_Mean,50,80,89.96,89.1,90.65,88.47,91.17
2008_2010,Fourier_Mean,50,90,90.03,89.3,90.61,88.4,91.36
2008_2010,Fourier_Mean,50,100,90.06,89.49,90.52,88.24,91.55
2008_2010,Fourier_Mean,50,110,90.38,89.88,90.77,88.55,91.87
2008_2010,Fourier_Mean,50,120,90.24,89.72,90.65,88.4,91.74
2008_2010,Fourier_Mean,70,1,80.79,79.3,81.99,78.03,83.08
2008_2010,Fourier_Mean,70,10,87.92,85.53,90.03,88.32,87.59
2008_2010,Fourier_Mean,70,20,88.87,87.6,89.94,87.94,89.66
2008_2010,Fourier_Mean,70,30,89.58,88.71,90.29,88.27,90.67
2008_2010,Fourier_Mean,70,40,89.4,88.45,90.19,88.16,90.44
2008_2010,Fourier_Mean,70,50,89.68,88.73,90.46,88.49,90.67
2008_2010,Fourier_Mean,70,60,89.88,88.87,90.72,88.82,90.76
2008_2010,Fourier_Mean,70,70,89.8,88.9,90.55,88.6,90.8
2008_2010,Fourier_Mean,70,80,89.88,89.04,90.57,88.6,90.94
2008_2010,Fourier_Mean,70,90,89.98,89.2,90.62,88.66,91.08
2008_2010,Fourier_Mean,70,100,90.01,89.29,90.59,88.6,91.17
2008_2010,Fourier_Mean,70,110,90.08,89.35,90.68,88.71,91.22
2008_2010,Fourier_Mean,70,120,89.85,89.26,90.34,88.27,91.17
2008_2010,Fourier_Mean,100,1,81.67,79.92,83.06,79.02,83.83
2008_2010,Fourier_Mean,100,10,88.56,86.35,90.44,88.51,88.6
2008_2010,Fourier_Mean,100,20,89.19,88.15,90.03,87.71,90.39
2008_2010,Fourier_Mean,100,30,89.27,88.23,90.12,87.83,90.45
2008_2010,Fourier_Mean,100,40,89.49,88.78,90.06,87.67,90.97
2008_2010,Fourier_Mean,100,50,89.42,88.65,90.05,87.67,90.85
2008_2010,Fourier_Mean,100,60,89.58,88.98,90.05,87.64,91.16
2008_2010,Fourier_Mean,100,70,89.53,89.0,89.94,87.49,91.19
2008_2010,Fourier_Mean,100,80,89.39,88.91,89.77,87.26,91.13
2008_2010,Fourier_Mean,100,90,89.54,89.12,89.87,87.37,91.31
2008_2010,Fourier_Mean,100,100,89.53,89.0,89.94,87.49,91.19
2008_2010,Fourier_Mean,100,110,89.63,89.12,90.03,87.6,91.28
2008_2010,Fourier_Mean,100,120,89.66,89.31,89.94,87.45,91.47
2008_2010,Landsat_Fourier_Mean,1,1,73.47,70.37,77.27,79.17,68.0
2008_2010,Landsat_Fourier_Mean,1,10,85.71,81.48,90.91,91.67,80.0
2008_2010,Landsat_Fourier_Mean,1,20,85.71,79.31,95.0,95.83,76.0
2008_2010,Landsat_Fourier_Mean,1,30,87.76,82.14,95.24,95.83,80.0
2008_2010,Landsat_Fourier_Mean,1,40,87.76,82.14,95.24,95.83,80.0
2008_2010,Landsat_Fourier_Mean,1,50,89.8,85.19,95.45,95.83,84.0
2008_2010,Landsat_Fourier_Mean,1,60,91.84,88.46,95.65,95.83,88.0
2008_2010,Landsat_Fourier_Mean,1,70,89.8,85.19,95.45,95.83,84.0
2008_2010,Landsat_Fourier_Mean,1,80,89.8,85.19,95.45,95.83,84.0
2008_2010,Landsat_Fourier_Mean,1,90,89.8,85.19,95.45,95.83,84.0
2008_2010,Landsat_Fourier_Mean,1,100,87.76,82.14,95.24,95.83,80.0
2008_2010,Landsat_Fourier_Mean,1,110,89.8,85.19,95.45,95.83,84.0
2008_2010,Landsat_Fourier_Mean,1,120,89.8,85.19,95.45,95.83,84.0
2008_2010,Landsat_Fourier_Mean,2,1,80.36,73.58,86.44,82.98,78.46
2008_2010,Landsat_Fourier_Mean,2,10,89.29,85.71,92.06,89.36,89.23
2008_2010,Landsat_Fourier_Mean,2,20,91.07,91.11,91.04,87.23,93.85
2008_2010,Landsat_Fourier_Mean,2,30,91.07,89.36,92.31,89.36,92.31
2008_2010,Landsat_Fourier_Mean,2,40,91.96,89.58,93.75,91.49,92.31
2008_2010,Landsat_Fourier_Mean,2,50,91.96,89.58,93.75,91.49,92.31
2008_2010,Landsat_Fourier_Mean,2,60,92.86,91.49,93.85,91.49,93.85
2008_2010,Landsat_Fourier_Mean,2,70,92.86,91.49,93.85,91.49,93.85
2008_2010,Landsat_Fourier_Mean,2,80,90.18,87.5,92.19,89.36,90.77
2008_2010,Landsat_Fourier_Mean,2,90,90.18,87.5,92.19,89.36,90.77
2008_2010,Landsat_Fourier_Mean,2,100,91.07,89.36,92.31,89.36,92.31
2008_2010,Landsat_Fourier_Mean,2,110,91.07,89.36,92.31,89.36,92.31
2008_2010,Landsat_Fourier_Mean,2,120,91.07,87.76,93.65,91.49,90.77
2008_2010,Landsat_Fourier_Mean,3,1,72.41,67.86,76.67,73.08,71.88
2008_2010,Landsat_Fourier_Mean,3,10,82.76,79.27,85.87,83.33,82.29
2008_2010,Landsat_Fourier_Mean,3,20,85.06,83.33,86.46,83.33,86.46
