param_n_estimators,split0_test_score,variable,value,year
95,0.9555416405760802,split1_test_score,0.9492798998121478,1990_1992
96,0.9530369442705072,split1_test_score,0.9511584220413275,1990_1992
97,0.9542892924232936,split1_test_score,0.9492798998121478,1990_1992
98,0.9561678146524734,split1_test_score,0.9505322479649343,1990_1992
99,0.9555416405760802,split1_test_score,0.9461490294301816,1990_1992
100,0.9530369442705072,split1_test_score,0.9461490294301816,1990_1992
101,0.9555416405760802,split1_test_score,0.9480275516593613,1990_1992
102,0.9536631183469004,split1_test_score,0.949906073888541,1990_1992
103,0.9530369442705072,split1_test_score,0.9467752035065748,1990_1992
104,0.954915466499687,split1_test_score,0.9505322479649343,1990_1992
105,0.9561678146524734,split1_test_score,0.9467752035065748,1990_1992
106,0.9530369442705072,split1_test_score,0.9486537257357546,1990_1992
107,0.9567939887288667,split1_test_score,0.949906073888541,1990_1992
108,0.9574201628052599,split1_test_score,0.9467752035065748,1990_1992
109,0.9555416405760802,split1_test_score,0.9455228553537883,1990_1992
110,0.9561678146524734,split1_test_score,0.9524107701941139,1990_1992
111,0.9561678146524734,split1_test_score,0.9505322479649343,1990_1992
112,0.9567939887288667,split1_test_score,0.947401377582968,1990_1992
113,0.9567939887288667,split1_test_score,0.9486537257357546,1990_1992
114,0.9574201628052599,split1_test_score,0.9511584220413275,1990_1992
115,0.9555416405760802,split1_test_score,0.947401377582968,1990_1992
116,0.9561678146524734,split1_test_score,0.9530369442705072,1990_1992
117,0.9555416405760802,split1_test_score,0.9486537257357546,1990_1992
118,0.9567939887288667,split1_test_score,0.949906073888541,1990_1992
119,0.9574201628052599,split1_test_score,0.9517845961177207,1990_1992
120,0.9555416405760802,split1_test_score,0.9486537257357546,1990_1992
1,0.8816530995616781,split2_test_score,0.8804007514088916,1990_1992
2,0.8979336255479023,split2_test_score,0.8804007514088916,1990_1992
3,0.9229805886036319,split2_test_score,0.9236067626800251,1990_1992
4,0.915466499686913,split2_test_score,0.9236067626800251,1990_1992
5,0.9411396368190357,split2_test_score,0.9348778960551033,1990_1992
6,0.9342517219787101,split2_test_score,0.936756418284283,1990_1992
7,0.9386349405134627,split2_test_score,0.9348778960551033,1990_1992
8,0.9430181590482154,split2_test_score,0.9304946775203506,1990_1992
9,0.9461490294301816,split2_test_score,0.936756418284283,1990_1992
10,0.9423919849718222,split2_test_score,0.9380087664370695,1990_1992
11,0.9436443331246086,split2_test_score,0.9386349405134627,1990_1992
12,0.949906073888541,split2_test_score,0.9386349405134627,1990_1992
13,0.9455228553537883,split2_test_score,0.939261114589856,1990_1992
14,0.9455228553537883,split2_test_score,0.9323731997495304,1990_1992
15,0.949906073888541,split2_test_score,0.9355040701314965,1990_1992
16,0.9486537257357546,split2_test_score,0.9423919849718222,1990_1992
17,0.9505322479649343,split2_test_score,0.947401377582968,1990_1992
18,0.9467752035065748,split2_test_score,0.9442705072010019,1990_1992
19,0.9486537257357546,split2_test_score,0.9411396368190357,1990_1992
20,0.9536631183469004,split2_test_score,0.949906073888541,1990_1992
21,0.9524107701941139,split2_test_score,0.9480275516593613,1990_1992
22,0.9480275516593613,split2_test_score,0.9436443331246086,1990_1992
23,0.9511584220413275,split2_test_score,0.9486537257357546,1990_1992
24,0.9492798998121478,split2_test_score,0.9417658108954289,1990_1992
25,0.9461490294301816,split2_test_score,0.9430181590482154,1990_1992
26,0.9511584220413275,split2_test_score,0.9455228553537883,1990_1992
27,0.9530369442705072,split2_test_score,0.9461490294301816,1990_1992
28,0.9530369442705072,split2_test_score,0.9436443331246086,1990_1992
29,0.9536631183469004,split2_test_score,0.9448966812773951,1990_1992
30,0.954915466499687,split2_test_score,0.9455228553537883,1990_1992
31,0.9542892924232936,split2_test_score,0.9461490294301816,1990_1992
32,0.9492798998121478,split2_test_score,0.9442705072010019,1990_1992
33,0.9530369442705072,split2_test_score,0.9505322479649343,1990_1992
34,0.9492798998121478,split2_test_score,0.9436443331246086,1990_1992
35,0.9524107701941139,split2_test_score,0.9492798998121478,1990_1992
36,0.9561678146524734,split2_test_score,0.9486537257357546,1990_1992
37,0.9574201628052599,split2_test_score,0.9480275516593613,1990_1992
38,0.9467752035065748,split2_test_score,0.9480275516593613,1990_1992
39,0.9530369442705072,split2_test_score,0.9442705072010019,1990_1992
40,0.9511584220413275,split2_test_score,0.9442705072010019,1990_1992
41,0.9542892924232936,split2_test_score,0.9511584220413275,1990_1992
42,0.9511584220413275,split2_test_score,0.9492798998121478,1990_1992
43,0.9555416405760802,split2_test_score,0.9480275516593613,1990_1992
44,0.9536631183469004,split2_test_score,0.9492798998121478,1990_1992
45,0.9511584220413275,split2_test_score,0.9480275516593613,1990_1992
46,0.9542892924232936,split2_test_score,0.9436443331246086,1990_1992
47,0.9555416405760802,split2_test_score,0.949906073888541,1990_1992
48,0.9517845961177207,split2_test_score,0.9480275516593613,1990_1992
49,0.9561678146524734,split2_test_score,0.9467752035065748,1990_1992
50,0.9530369442705072,split2_test_score,0.949906073888541,1990_1992
51,0.949906073888541,split2_test_score,0.9455228553537883,1990_1992
52,0.9517845961177207,split2_test_score,0.9448966812773951,1990_1992
53,0.9524107701941139,split2_test_score,0.9455228553537883,1990_1992
54,0.9492798998121478,split2_test_score,0.9467752035065748,1990_1992
55,0.9492798998121478,split2_test_score,0.9455228553537883,1990_1992
56,0.9536631183469004,split2_test_score,0.949906073888541,1990_1992
57,0.9530369442705072,split2_test_score,0.9455228553537883,1990_1992
58,0.954915466499687,split2_test_score,0.9455228553537883,1990_1992
59,0.9530369442705072,split2_test_score,0.947401377582968,1990_1992
60,0.9536631183469004,split2_test_score,0.9461490294301816,1990_1992
61,0.9517845961177207,split2_test_score,0.9511584220413275,1990_1992
62,0.9555416405760802,split2_test_score,0.947401377582968,1990_1992
63,0.9530369442705072,split2_test_score,0.947401377582968,1990_1992
64,0.9505322479649343,split2_test_score,0.9467752035065748,1990_1992
65,0.9592986850344396,split2_test_score,0.954915466499687,1990_1992
66,0.9561678146524734,split2_test_score,0.9524107701941139,1990_1992
67,0.9530369442705072,split2_test_score,0.9505322479649343,1990_1992
68,0.9542892924232936,split2_test_score,0.9486537257357546,1990_1992
69,0.9524107701941139,split2_test_score,0.9505322479649343,1990_1992
70,0.9530369442705072,split2_test_score,0.949906073888541,1990_1992
71,0.9561678146524734,split2_test_score,0.947401377582968,1990_1992
72,0.954915466499687,split2_test_score,0.947401377582968,1990_1992
73,0.9542892924232936,split2_test_score,0.9505322479649343,1990_1992
74,0.9542892924232936,split2_test_score,0.9461490294301816,1990_1992
75,0.954915466499687,split2_test_score,0.947401377582968,1990_1992
76,0.9567939887288667,split2_test_score,0.9480275516593613,1990_1992
77,0.9542892924232936,split2_test_score,0.9492798998121478,1990_1992
78,0.954915466499687,split2_test_score,0.9461490294301816,1990_1992
79,0.960551033187226,split2_test_score,0.9511584220413275,1990_1992
80,0.9530369442705072,split2_test_score,0.9517845961177207,1990_1992
81,0.9574201628052599,split2_test_score,0.949906073888541,1990_1992
82,0.9555416405760802,split2_test_score,0.9492798998121478,1990_1992
83,0.9542892924232936,split2_test_score,0.9486537257357546,1990_1992
84,0.9530369442705072,split2_test_score,0.947401377582968,1990_1992
85,0.9555416405760802,split2_test_score,0.9492798998121478,1990_1992
86,0.954915466499687,split2_test_score,0.949906073888541,1990_1992
87,0.9567939887288667,split2_test_score,0.9492798998121478,1990_1992
88,0.9517845961177207,split2_test_score,0.9480275516593613,1990_1992
89,0.9561678146524734,split2_test_score,0.9505322479649343,1990_1992
90,0.954915466499687,split2_test_score,0.9480275516593613,1990_1992
91,0.9517845961177207,split2_test_score,0.9442705072010019,1990_1992
92,0.954915466499687,split2_test_score,0.9486537257357546,1990_1992
93,0.954915466499687,split2_test_score,0.947401377582968,1990_1992
94,0.9586725109580463,split2_test_score,0.9480275516593613,1990_1992
95,0.9555416405760802,split2_test_score,0.949906073888541,1990_1992
96,0.9530369442705072,split2_test_score,0.9455228553537883,1990_1992
97,0.9542892924232936,split2_test_score,0.9467752035065748,1990_1992
98,0.9561678146524734,split2_test_score,0.9480275516593613,1990_1992
99,0.9555416405760802,split2_test_score,0.949906073888541,1990_1992
100,0.9530369442705072,split2_test_score,0.9486537257357546,1990_1992
101,0.9555416405760802,split2_test_score,0.9492798998121478,1990_1992
102,0.9536631183469004,split2_test_score,0.9486537257357546,1990_1992
103,0.9530369442705072,split2_test_score,0.947401377582968,1990_1992
104,0.954915466499687,split2_test_score,0.9492798998121478,1990_1992
105,0.9561678146524734,split2_test_score,0.9467752035065748,1990_1992
106,0.9530369442705072,split2_test_score,0.947401377582968,1990_1992
107,0.9567939887288667,split2_test_score,0.9448966812773951,1990_1992
108,0.9574201628052599,split2_test_score,0.9511584220413275,1990_1992
109,0.9555416405760802,split2_test_score,0.9505322479649343,1990_1992
110,0.9561678146524734,split2_test_score,0.9486537257357546,1990_1992
111,0.9561678146524734,split2_test_score,0.9486537257357546,1990_1992
112,0.9567939887288667,split2_test_score,0.9486537257357546,1990_1992
113,0.9567939887288667,split2_test_score,0.9455228553537883,1990_1992
114,0.9574201628052599,split2_test_score,0.9517845961177207,1990_1992
115,0.9555416405760802,split2_test_score,0.949906073888541,1990_1992
116,0.9561678146524734,split2_test_score,0.949906073888541,1990_1992
117,0.9555416405760802,split2_test_score,0.9486537257357546,1990_1992
118,0.9567939887288667,split2_test_score,0.9480275516593613,1990_1992
119,0.9574201628052599,split2_test_score,0.949906073888541,1990_1992
120,0.9555416405760802,split2_test_score,0.9517845961177207,1990_1992
1,0.8816530995616781,split3_test_score,0.8872886662492173,1990_1992
2,0.8979336255479023,split3_test_score,0.8954289292423294,1990_1992
3,0.9229805886036319,split3_test_score,0.9248591108328115,1990_1992
4,0.915466499686913,split3_test_score,0.9361302442078898,1990_1992
5,0.9411396368190357,split3_test_score,0.9323731997495304,1990_1992
6,0.9342517219787101,split3_test_score,0.9292423293675642,1990_1992
7,0.9386349405134627,split3_test_score,0.939261114589856,1990_1992
8,0.9430181590482154,split3_test_score,0.9417658108954289,1990_1992
9,0.9461490294301816,split3_test_score,0.9373825923606762,1990_1992
10,0.9423919849718222,split3_test_score,0.9423919849718222,1990_1992
11,0.9436443331246086,split3_test_score,0.9480275516593613,1990_1992
12,0.949906073888541,split3_test_score,0.9423919849718222,1990_1992
13,0.9455228553537883,split3_test_score,0.9430181590482154,1990_1992
14,0.9455228553537883,split3_test_score,0.9411396368190357,1990_1992
15,0.949906073888541,split3_test_score,0.9511584220413275,1990_1992
16,0.9486537257357546,split3_test_score,0.9361302442078898,1990_1992
17,0.9505322479649343,split3_test_score,0.9492798998121478,1990_1992
18,0.9467752035065748,split3_test_score,0.9517845961177207,1990_1992
19,0.9486537257357546,split3_test_score,0.9480275516593613,1990_1992
20,0.9536631183469004,split3_test_score,0.9467752035065748,1990_1992
21,0.9524107701941139,split3_test_score,0.9461490294301816,1990_1992
22,0.9480275516593613,split3_test_score,0.9417658108954289,1990_1992
23,0.9511584220413275,split3_test_score,0.9455228553537883,1990_1992
24,0.9492798998121478,split3_test_score,0.9448966812773951,1990_1992
25,0.9461490294301816,split3_test_score,0.9448966812773951,1990_1992
26,0.9511584220413275,split3_test_score,0.9448966812773951,1990_1992
27,0.9530369442705072,split3_test_score,0.9524107701941139,1990_1992
28,0.9530369442705072,split3_test_score,0.9455228553537883,1990_1992
29,0.9536631183469004,split3_test_score,0.9442705072010019,1990_1992
30,0.954915466499687,split3_test_score,0.9517845961177207,1990_1992
31,0.9542892924232936,split3_test_score,0.9492798998121478,1990_1992
32,0.9492798998121478,split3_test_score,0.9423919849718222,1990_1992
33,0.9530369442705072,split3_test_score,0.9486537257357546,1990_1992
34,0.9492798998121478,split3_test_score,0.947401377582968,1990_1992
35,0.9524107701941139,split3_test_score,0.9505322479649343,1990_1992
36,0.9561678146524734,split3_test_score,0.9524107701941139,1990_1992
37,0.9574201628052599,split3_test_score,0.9517845961177207,1990_1992
38,0.9467752035065748,split3_test_score,0.9448966812773951,1990_1992
39,0.9530369442705072,split3_test_score,0.9480275516593613,1990_1992
40,0.9511584220413275,split3_test_score,0.9524107701941139,1990_1992
41,0.9542892924232936,split3_test_score,0.9486537257357546,1990_1992
42,0.9511584220413275,split3_test_score,0.9455228553537883,1990_1992
43,0.9555416405760802,split3_test_score,0.9492798998121478,1990_1992
44,0.9536631183469004,split3_test_score,0.9486537257357546,1990_1992
45,0.9511584220413275,split3_test_score,0.9480275516593613,1990_1992
46,0.9542892924232936,split3_test_score,0.9536631183469004,1990_1992
47,0.9555416405760802,split3_test_score,0.9492798998121478,1990_1992
48,0.9517845961177207,split3_test_score,0.947401377582968,1990_1992
49,0.9561678146524734,split3_test_score,0.9511584220413275,1990_1992
50,0.9530369442705072,split3_test_score,0.949906073888541,1990_1992
51,0.949906073888541,split3_test_score,0.949906073888541,1990_1992
52,0.9517845961177207,split3_test_score,0.9511584220413275,1990_1992
53,0.9524107701941139,split3_test_score,0.9517845961177207,1990_1992
54,0.9492798998121478,split3_test_score,0.947401377582968,1990_1992
55,0.9492798998121478,split3_test_score,0.9492798998121478,1990_1992
56,0.9536631183469004,split3_test_score,0.949906073888541,1990_1992
57,0.9530369442705072,split3_test_score,0.9517845961177207,1990_1992
58,0.954915466499687,split3_test_score,0.9511584220413275,1990_1992
59,0.9530369442705072,split3_test_score,0.9536631183469004,1990_1992
60,0.9536631183469004,split3_test_score,0.9461490294301816,1990_1992
61,0.9517845961177207,split3_test_score,0.9517845961177207,1990_1992
62,0.9555416405760802,split3_test_score,0.9555416405760802,1990_1992
63,0.9530369442705072,split3_test_score,0.954915466499687,1990_1992
64,0.9505322479649343,split3_test_score,0.9511584220413275,1990_1992
65,0.9592986850344396,split3_test_score,0.949906073888541,1990_1992
66,0.9561678146524734,split3_test_score,0.9486537257357546,1990_1992
67,0.9530369442705072,split3_test_score,0.9517845961177207,1990_1992
68,0.9542892924232936,split3_test_score,0.9530369442705072,1990_1992
69,0.9524107701941139,split3_test_score,0.9542892924232936,1990_1992
70,0.9530369442705072,split3_test_score,0.9511584220413275,1990_1992
71,0.9561678146524734,split3_test_score,0.9511584220413275,1990_1992
72,0.954915466499687,split3_test_score,0.949906073888541,1990_1992
73,0.9542892924232936,split3_test_score,0.9505322479649343,1990_1992
74,0.9542892924232936,split3_test_score,0.9492798998121478,1990_1992
75,0.954915466499687,split3_test_score,0.9492798998121478,1990_1992
76,0.9567939887288667,split3_test_score,0.9542892924232936,1990_1992
77,0.9542892924232936,split3_test_score,0.9486537257357546,1990_1992
78,0.954915466499687,split3_test_score,0.9530369442705072,1990_1992
79,0.960551033187226,split3_test_score,0.9530369442705072,1990_1992
80,0.9530369442705072,split3_test_score,0.9530369442705072,1990_1992
81,0.9574201628052599,split3_test_score,0.9524107701941139,1990_1992
82,0.9555416405760802,split3_test_score,0.9505322479649343,1990_1992
83,0.9542892924232936,split3_test_score,0.9480275516593613,1990_1992
84,0.9530369442705072,split3_test_score,0.9492798998121478,1990_1992
85,0.9555416405760802,split3_test_score,0.9505322479649343,1990_1992
86,0.954915466499687,split3_test_score,0.9505322479649343,1990_1992
87,0.9567939887288667,split3_test_score,0.949906073888541,1990_1992
88,0.9517845961177207,split3_test_score,0.9517845961177207,1990_1992
89,0.9561678146524734,split3_test_score,0.9505322479649343,1990_1992
90,0.954915466499687,split3_test_score,0.947401377582968,1990_1992
91,0.9517845961177207,split3_test_score,0.9536631183469004,1990_1992
92,0.954915466499687,split3_test_score,0.9492798998121478,1990_1992
93,0.954915466499687,split3_test_score,0.954915466499687,1990_1992
94,0.9586725109580463,split3_test_score,0.9517845961177207,1990_1992
95,0.9555416405760802,split3_test_score,0.9524107701941139,1990_1992
96,0.9530369442705072,split3_test_score,0.9542892924232936,1990_1992
97,0.9542892924232936,split3_test_score,0.949906073888541,1990_1992
98,0.9561678146524734,split3_test_score,0.9486537257357546,1990_1992
99,0.9555416405760802,split3_test_score,0.947401377582968,1990_1992
100,0.9530369442705072,split3_test_score,0.9542892924232936,1990_1992
101,0.9555416405760802,split3_test_score,0.9492798998121478,1990_1992
102,0.9536631183469004,split3_test_score,0.9492798998121478,1990_1992
103,0.9530369442705072,split3_test_score,0.9524107701941139,1990_1992
104,0.954915466499687,split3_test_score,0.9524107701941139,1990_1992
105,0.9561678146524734,split3_test_score,0.9492798998121478,1990_1992
106,0.9530369442705072,split3_test_score,0.9486537257357546,1990_1992
107,0.9567939887288667,split3_test_score,0.9517845961177207,1990_1992
108,0.9574201628052599,split3_test_score,0.9517845961177207,1990_1992
109,0.9555416405760802,split3_test_score,0.9536631183469004,1990_1992
110,0.9561678146524734,split3_test_score,0.9536631183469004,1990_1992
111,0.9561678146524734,split3_test_score,0.9511584220413275,1990_1992
112,0.9567939887288667,split3_test_score,0.9492798998121478,1990_1992
113,0.9567939887288667,split3_test_score,0.9542892924232936,1990_1992
114,0.9574201628052599,split3_test_score,0.954915466499687,1990_1992
115,0.9555416405760802,split3_test_score,0.9524107701941139,1990_1992
116,0.9561678146524734,split3_test_score,0.9530369442705072,1990_1992
117,0.9555416405760802,split3_test_score,0.9492798998121478,1990_1992
118,0.9567939887288667,split3_test_score,0.949906073888541,1990_1992
119,0.9574201628052599,split3_test_score,0.9536631183469004,1990_1992
120,0.9555416405760802,split3_test_score,0.9511584220413275,1990_1992
1,0.8816530995616781,split4_test_score,0.8998121477770821,1990_1992
2,0.8979336255479023,split4_test_score,0.8766437069505323,1990_1992
3,0.9229805886036319,split4_test_score,0.9160926737633062,1990_1992
4,0.915466499686913,split4_test_score,0.9142141515341264,1990_1992
5,0.9411396368190357,split4_test_score,0.936756418284283,1990_1992
6,0.9342517219787101,split4_test_score,0.9236067626800251,1990_1992
7,0.9386349405134627,split4_test_score,0.9298685034439574,1990_1992
8,0.9430181590482154,split4_test_score,0.9342517219787101,1990_1992
9,0.9461490294301816,split4_test_score,0.9380087664370695,1990_1992
10,0.9423919849718222,split4_test_score,0.9254852849092048,1990_1992
11,0.9436443331246086,split4_test_score,0.9373825923606762,1990_1992
12,0.949906073888541,split4_test_score,0.9342517219787101,1990_1992
13,0.9455228553537883,split4_test_score,0.9398872886662493,1990_1992
14,0.9455228553537883,split4_test_score,0.9336255479023169,1990_1992
15,0.949906073888541,split4_test_score,0.9442705072010019,1990_1992
16,0.9486537257357546,split4_test_score,0.9405134627426425,1990_1992
17,0.9505322479649343,split4_test_score,0.9442705072010019,1990_1992
18,0.9467752035065748,split4_test_score,0.9380087664370695,1990_1992
19,0.9486537257357546,split4_test_score,0.9373825923606762,1990_1992
20,0.9536631183469004,split4_test_score,0.9373825923606762,1990_1992
21,0.9524107701941139,split4_test_score,0.9455228553537883,1990_1992
22,0.9480275516593613,split4_test_score,0.9386349405134627,1990_1992
23,0.9511584220413275,split4_test_score,0.9448966812773951,1990_1992
24,0.9492798998121478,split4_test_score,0.9405134627426425,1990_1992
25,0.9461490294301816,split4_test_score,0.9467752035065748,1990_1992
26,0.9511584220413275,split4_test_score,0.9355040701314965,1990_1992
27,0.9530369442705072,split4_test_score,0.9386349405134627,1990_1992
28,0.9530369442705072,split4_test_score,0.9380087664370695,1990_1992
29,0.9536631183469004,split4_test_score,0.9455228553537883,1990_1992
30,0.954915466499687,split4_test_score,0.9411396368190357,1990_1992
31,0.9542892924232936,split4_test_score,0.9411396368190357,1990_1992
32,0.9492798998121478,split4_test_score,0.9411396368190357,1990_1992
33,0.9530369442705072,split4_test_score,0.9423919849718222,1990_1992
34,0.9492798998121478,split4_test_score,0.9398872886662493,1990_1992
35,0.9524107701941139,split4_test_score,0.9448966812773951,1990_1992
36,0.9561678146524734,split4_test_score,0.9442705072010019,1990_1992
37,0.9574201628052599,split4_test_score,0.947401377582968,1990_1992
38,0.9467752035065748,split4_test_score,0.9386349405134627,1990_1992
39,0.9530369442705072,split4_test_score,0.9430181590482154,1990_1992
40,0.9511584220413275,split4_test_score,0.9436443331246086,1990_1992
41,0.9542892924232936,split4_test_score,0.9380087664370695,1990_1992
42,0.9511584220413275,split4_test_score,0.9417658108954289,1990_1992
43,0.9555416405760802,split4_test_score,0.9430181590482154,1990_1992
44,0.9536631183469004,split4_test_score,0.9436443331246086,1990_1992
45,0.9511584220413275,split4_test_score,0.9461490294301816,1990_1992
46,0.9542892924232936,split4_test_score,0.9505322479649343,1990_1992
47,0.9555416405760802,split4_test_score,0.9423919849718222,1990_1992
48,0.9517845961177207,split4_test_score,0.9430181590482154,1990_1992
49,0.9561678146524734,split4_test_score,0.9423919849718222,1990_1992
50,0.9530369442705072,split4_test_score,0.9423919849718222,1990_1992
51,0.949906073888541,split4_test_score,0.9461490294301816,1990_1992
52,0.9517845961177207,split4_test_score,0.9405134627426425,1990_1992
53,0.9524107701941139,split4_test_score,0.9430181590482154,1990_1992
54,0.9492798998121478,split4_test_score,0.9448966812773951,1990_1992
55,0.9492798998121478,split4_test_score,0.9455228553537883,1990_1992
56,0.9536631183469004,split4_test_score,0.9430181590482154,1990_1992
57,0.9530369442705072,split4_test_score,0.9430181590482154,1990_1992
58,0.954915466499687,split4_test_score,0.9423919849718222,1990_1992
59,0.9530369442705072,split4_test_score,0.9442705072010019,1990_1992
60,0.9536631183469004,split4_test_score,0.9423919849718222,1990_1992
61,0.9517845961177207,split4_test_score,0.9442705072010019,1990_1992
62,0.9555416405760802,split4_test_score,0.9398872886662493,1990_1992
63,0.9530369442705072,split4_test_score,0.9467752035065748,1990_1992
64,0.9505322479649343,split4_test_score,0.9423919849718222,1990_1992
65,0.9592986850344396,split4_test_score,0.9448966812773951,1990_1992
66,0.9561678146524734,split4_test_score,0.9386349405134627,1990_1992
